Date and Time:                Fri Oct 17 07:33:12.722 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	313
478.84332	372
479.35983	392
479.87631	392
480.39282	375
480.9093	372
481.42575	365
481.94223	373
482.45868	358
482.97513	363
483.49158	391
484.00803	383
484.52444	375
485.04086	384
485.55728	396
486.07367	423
486.59006	413
487.10645	404
487.62283	427
488.13919	430
488.65555	404
489.17191	435
489.68826	432
490.20459	461
490.72092	460
491.23724	508
491.75354	494
492.26984	506
492.78613	490
493.30243	478
493.8187	524
494.33496	529
494.85123	525
495.36746	530
495.8837	567
496.39993	534
496.91617	527
497.43237	546
497.94858	548
498.46478	563
498.98096	573
499.49713	564
500.01331	579
500.52945	543
501.04562	568
501.56174	587
502.07788	565
502.59399	541
503.11011	553
503.62622	564
504.1423	589
504.65839	558
505.17447	560
505.69052	555
506.20657	591
506.72263	583
507.23865	578
507.75467	598
508.27069	607
508.78668	572
509.30267	559
509.81866	563
510.33463	565
510.85059	596
511.36655	579
511.88248	549
512.39844	555
512.91437	540
513.43024	590
513.94617	598
514.46204	570
514.97791	562
515.49377	570
516.00964	539
516.52551	535
517.04132	561
517.55719	544
518.073	529
518.58881	553
519.10461	522
519.62036	544
520.13617	523
520.65192	518
521.16766	524
521.68341	528
522.1991	534
522.71484	566
523.23053	529
523.74622	540
524.2619	531
524.77759	530
525.29327	563
525.8089	516
526.32452	553
526.84015	498
527.35577	531
527.8714	519
528.38696	499
528.90259	552
529.41815	519
529.93372	518
530.44922	509
530.96478	513
531.48029	515
531.99579	553
532.51129	559
533.02679	508
533.5423	512
534.05774	532
534.57318	506
535.08862	493
535.60406	513
536.11945	525
536.63489	483
537.15027	574
537.66565	548
538.18097	533
538.69635	536
539.21167	551
539.72699	498
540.24231	555
540.75763	528
541.27289	516
541.78821	547
542.30347	561
542.81873	537
543.33392	554
543.84918	569
544.36438	552
544.87958	578
545.39478	575
545.90991	567
546.42511	556
546.94025	586
547.45538	605
547.97052	582
548.4856	612
549.00073	557
549.51581	597
550.03088	631
550.5459	587
551.06097	607
551.57599	621
552.091	629
552.60602	596
553.12097	591
553.63593	625
554.15094	658
554.66583	665
555.18079	666
555.69568	691
556.21063	705
556.72552	701
557.24036	665
557.75525	701
558.27008	708
558.78491	760
559.29974	729
559.81458	788
560.32935	765
560.84412	757
561.35889	798
561.87366	750
562.38837	808
562.90308	868
563.41779	814
563.9325	752
564.44714	872
564.96179	880
565.47644	857
565.99109	888
566.50574	898
567.02032	928
567.53491	935
568.0495	884
568.56403	909
569.07861	883
569.59314	991
570.1076	994
570.62213	944
571.1366	978
571.65106	1002
572.16553	1030
572.67999	1038
573.1944	1016
573.7088	1020
574.22321	1074
574.73755	1143
575.25195	1101
575.7663	1138
576.28058	1046
576.79492	1103
577.3092	1106
577.82349	1099
578.33777	1159
578.85205	1162
579.36627	1222
579.88049	1181
580.39471	1222
580.90887	1249
581.42303	1261
581.93719	1283
582.45135	1284
582.96545	1328
583.47955	1339
583.99365	1338
584.50775	1308
585.02179	1330
585.53583	1304
586.04987	1385
586.5639	1333
587.07788	1397
587.59186	1437
588.10583	1380
588.61975	1392
589.13373	1464
589.64758	1456
590.1615	1512
590.67542	1448
591.18927	1502
591.70306	1462
592.21692	1549
592.73071	1512
593.24451	1500
593.7583	1463
594.27209	1491
594.78583	1449
595.29956	1508
595.81323	1537
596.32697	1526
596.84064	1538
597.35425	1577
597.86792	1566
598.38153	1545
598.89514	1557
599.40875	1593
599.9223	1577
600.43585	1561
600.9494	1534
601.46289	1584
601.97638	1584
602.48987	1568
603.00336	1531
