Date and Time:                Sat Oct 18 09:33:40.117 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	272
478.84332	319
479.35983	319
479.87631	312
480.39282	319
480.9093	315
481.42575	319
481.94223	306
482.45868	347
482.97513	341
483.49158	335
484.00803	331
484.52444	316
485.04086	328
485.55728	316
486.07367	345
486.59006	325
487.10645	309
487.62283	356
488.13919	340
488.65555	342
489.17191	333
489.68826	327
490.20459	345
490.72092	354
491.23724	332
491.75354	347
492.26984	344
492.78613	337
493.30243	353
493.8187	347
494.33496	359
494.85123	352
495.36746	334
495.8837	327
496.39993	355
496.91617	362
497.43237	351
497.94858	350
498.46478	361
498.98096	345
499.49713	349
500.01331	357
500.52945	338
501.04562	327
501.56174	337
502.07788	338
502.59399	350
503.11011	354
503.62622	372
504.1423	350
504.65839	368
505.17447	343
505.69052	357
506.20657	342
506.72263	347
507.23865	330
507.75467	354
508.27069	333
508.78668	329
509.30267	340
509.81866	347
510.33463	353
510.85059	336
511.36655	348
511.88248	359
512.39844	359
512.91437	335
513.43024	343
513.94617	344
514.46204	332
514.97791	357
515.49377	355
516.00964	372
516.52551	332
517.04132	351
517.55719	349
518.073	351
518.58881	355
519.10461	352
519.62036	348
520.13617	336
520.65192	346
521.16766	349
521.68341	354
522.1991	357
522.71484	351
523.23053	349
523.74622	337
524.2619	352
524.77759	330
525.29327	334
525.8089	354
526.32452	325
526.84015	1447
527.35577	529
527.8714	337
528.38696	336
528.90259	335
529.41815	344
529.93372	337
530.44922	335
530.96478	358
531.48029	328
531.99579	343
532.51129	354
533.02679	341
533.5423	364
534.05774	327
534.57318	349
535.08862	355
535.60406	332
536.11945	335
536.63489	344
537.15027	343
537.66565	320
538.18097	331
538.69635	340
539.21167	351
539.72699	340
540.24231	334
540.75763	335
541.27289	338
541.78821	343
542.30347	301
542.81873	350
543.33392	343
543.84918	352
544.36438	336
544.87958	342
545.39478	352
545.90991	333
546.42511	373
546.94025	324
547.45538	341
547.97052	331
548.4856	349
549.00073	340
549.51581	324
550.03088	341
550.5459	322
551.06097	374
551.57599	383
552.091	345
552.60602	317
553.12097	325
553.63593	326
554.15094	349
554.66583	334
555.18079	338
555.69568	349
556.21063	345
556.72552	331
557.24036	335
557.75525	316
558.27008	355
558.78491	358
559.29974	324
559.81458	311
560.32935	339
560.84412	347
561.35889	307
561.87366	333
562.38837	317
562.90308	320
563.41779	321
563.9325	334
564.44714	322
564.96179	339
565.47644	330
565.99109	366
566.50574	330
567.02032	347
567.53491	339
568.0495	355
568.56403	331
569.07861	329
569.59314	354
570.1076	322
570.62213	338
571.1366	336
571.65106	336
572.16553	320
572.67999	336
573.1944	344
573.7088	349
574.22321	342
574.73755	363
575.25195	327
575.7663	328
576.28058	311
576.79492	316
577.3092	343
577.82349	331
578.33777	336
578.85205	331
579.36627	320
579.88049	349
580.39471	335
580.90887	320
581.42303	325
581.93719	303
582.45135	339
582.96545	324
583.47955	335
583.99365	338
584.50775	345
585.02179	331
585.53583	327
586.04987	315
586.5639	314
587.07788	359
587.59186	321
588.10583	321
588.61975	317
589.13373	321
589.64758	322
590.1615	326
590.67542	341
591.18927	334
591.70306	318
592.21692	326
592.73071	316
593.24451	333
593.7583	328
594.27209	292
594.78583	327
595.29956	365
595.81323	318
596.32697	339
596.84064	316
597.35425	329
597.86792	316
598.38153	329
598.89514	326
599.40875	321
599.9223	314
600.43585	334
600.9494	310
601.46289	340
601.97638	300
602.48987	328
603.00336	325
603.51678	324
604.03021	341
604.54364	319
605.05701	300
605.57043	327
606.08374	327
606.59711	310
607.11041	355
