Date and Time:                Wed Oct 22 09:17:37.478 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.982
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	277
478.84332	308
479.35983	324
479.87631	317
480.39282	319
480.9093	322
481.42575	333
481.94223	315
482.45868	308
482.97513	299
483.49158	330
484.00803	321
484.52444	316
485.04086	319
485.55728	304
486.07367	304
486.59006	323
487.10645	323
487.62283	320
488.13919	317
488.65555	318
489.17191	323
489.68826	334
490.20459	318
490.72092	308
491.23724	315
491.75354	318
492.26984	310
492.78613	312
493.30243	304
493.8187	328
494.33496	337
494.85123	308
495.36746	319
495.8837	312
496.39993	334
496.91617	303
497.43237	314
497.94858	330
498.46478	331
498.98096	314
499.49713	303
500.01331	318
500.52945	320
501.04562	330
501.56174	333
502.07788	312
502.59399	311
503.11011	325
503.62622	306
504.1423	324
504.65839	302
505.17447	325
505.69052	322
506.20657	335
506.72263	327
507.23865	305
507.75467	321
508.27069	331
508.78668	307
509.30267	334
509.81866	324
510.33463	335
510.85059	319
511.36655	334
511.88248	340
512.39844	324
512.91437	323
513.43024	296
513.94617	287
514.46204	328
514.97791	303
515.49377	338
516.00964	312
516.52551	331
517.04132	312
517.55719	328
518.073	318
518.58881	319
519.10461	324
519.62036	305
520.13617	333
520.65192	331
521.16766	316
521.68341	324
522.1991	310
522.71484	313
523.23053	309
523.74622	314
524.2619	331
524.77759	317
525.29327	314
525.8089	299
526.32452	311
526.84015	323
527.35577	315
527.8714	309
528.38696	329
528.90259	328
529.41815	314
529.93372	329
530.44922	309
530.96478	318
531.48029	327
531.99579	325
532.51129	344
533.02679	306
533.5423	307
534.05774	307
534.57318	320
535.08862	321
535.60406	327
536.11945	316
536.63489	337
537.15027	313
537.66565	306
538.18097	338
538.69635	328
539.21167	310
539.72699	331
540.24231	299
540.75763	304
541.27289	308
541.78821	322
542.30347	326
542.81873	321
543.33392	322
543.84918	314
544.36438	316
544.87958	319
545.39478	317
545.90991	327
546.42511	295
546.94025	326
547.45538	319
547.97052	314
548.4856	309
549.00073	321
549.51581	303
550.03088	296
550.5459	330
551.06097	303
551.57599	332
552.091	335
552.60602	321
553.12097	329
553.63593	320
554.15094	303
554.66583	297
555.18079	305
555.69568	330
556.21063	319
556.72552	316
557.24036	301
557.75525	311
558.27008	326
558.78491	327
559.29974	314
559.81458	315
560.32935	337
560.84412	329
561.35889	321
561.87366	300
562.38837	321
562.90308	334
563.41779	292
563.9325	299
564.44714	336
564.96179	327
565.47644	325
565.99109	301
566.50574	331
567.02032	328
567.53491	321
568.0495	319
568.56403	328
569.07861	314
569.59314	333
570.1076	308
570.62213	323
571.1366	338
571.65106	311
572.16553	313
572.67999	303
573.1944	313
573.7088	314
574.22321	323
574.73755	313
575.25195	321
575.7663	329
576.28058	330
576.79492	319
577.3092	321
577.82349	306
578.33777	321
578.85205	290
579.36627	319
579.88049	319
580.39471	323
580.90887	314
581.42303	336
581.93719	318
582.45135	319
582.96545	308
583.47955	320
583.99365	333
584.50775	333
585.02179	327
585.53583	330
586.04987	323
586.5639	315
587.07788	309
587.59186	323
588.10583	316
588.61975	315
589.13373	311
589.64758	318
590.1615	330
590.67542	333
591.18927	327
591.70306	332
592.21692	299
592.73071	317
593.24451	311
593.7583	311
594.27209	322
594.78583	334
595.29956	308
595.81323	338
596.32697	320
596.84064	314
597.35425	318
597.86792	324
598.38153	329
598.89514	324
599.40875	345
599.9223	326
600.43585	329
600.9494	338
601.46289	325
601.97638	304
602.48987	306
603.00336	311
603.51678	313
604.03021	302
604.54364	314
605.05701	304
605.57043	318
606.08374	309
606.59711	311
607.11041	326
607.62372	318
608.13702	320
608.65027	289
609.16351	302
609.67676	319
610.19	331
610.70319	316
611.21637	333
611.72949	327
612.24268	325
612.75574	325
613.26886	336
613.78192	320
614.29504	326
614.80804	335
615.32111	302
615.83411	328
616.34711	321
616.86005	307
617.37299	322
617.88593	325
618.39886	320
618.91174	313
619.42462	306
619.9375	327
620.45032	316
620.96313	328
621.47595	306
621.98871	315
622.50146	326
623.01422	285
623.52692	311
624.03967	312
624.55231	336
625.065	322
625.57764	312
626.09027	335
626.60284	310
627.11542	330
627.62799	323
628.14056	312
628.65308	309
629.16559	325
629.6781	327
630.19055	327
630.703	305
631.21539	307
631.72784	323
632.24017	322
632.75256	316
633.26489	316
633.77722	312
634.28955	325
634.80182	299
635.31409	301
635.82635	307
636.33856	304
636.85077	321
637.36292	308
637.87512	301
638.38721	322
638.89935	317
639.41144	339
639.92352	326
640.43561	327
640.94763	307
641.45966	327
641.97162	326
642.48358	324
642.99554	307
643.50751	303
644.01941	320
644.53131	331
645.04315	317
645.55499	297
646.06683	316
646.57861	312
647.09045	301
647.60217	313
648.11395	301
648.62567	308
649.13733	304
649.64905	298
650.16064	307
650.6723	316
651.1839	318
651.6955	306
652.20709	313
652.71863	292
653.23016	307
653.74164	319
654.25311	323
654.76459	304
655.276	325
655.78741	330
656.29883	329
656.81018	319
657.32153	319
657.83289	308
658.34418	319
658.85547	317
659.3667	317
659.87793	318
660.38916	320
660.90033	314
661.4115	302
661.92267	316
662.43378	325
662.94489	321
663.45593	321
663.96698	324
664.47803	322
664.98907	312
665.50006	315
666.01099	325
666.52191	323
667.03284	308
667.54376	299
668.05463	283
668.56549	325
669.07629	310
669.5871	309
670.0979	320
670.60864	329
671.11938	322
671.63007	330
672.14075	308
672.65143	316
673.16205	320
673.67267	325
674.18329	314
674.69385	297
675.20435	337
675.7149	311
676.2254	301
676.73584	303
677.24628	298
677.75671	324
678.26715	321
678.77753	310
679.28784	306
679.79822	308
680.30847	316
680.81879	319
681.32904	327
681.83923	319
682.34949	310
682.85968	303
683.36981	331
683.87994	318
684.39008	313
684.90015	303
685.41022	322
685.92023	312
686.43024	332
686.94025	326
687.4502	314
687.96014	317
688.47003	291
688.97992	305
689.48981	310
689.99963	325
690.50946	315
691.01923	312
691.52899	319
692.03876	322
692.54846	314
693.05817	320
693.56781	303
694.07745	318
694.58704	307
695.09662	308
695.6062	331
696.11572	317
696.62524	323
697.1347	320
697.64417	315
698.15363	294
698.66302	319
699.17242	321
699.68176	332
700.1911	314
700.70044	328
701.20972	304
701.71893	325
702.22815	296
702.73737	328
703.24652	310
703.75568	308
704.26483	310
704.77393	300
705.28302	330
705.79205	322
706.30103	296
706.81006	314
707.31903	334
707.82794	324
708.33685	298
708.84576	309
709.35461	296
709.86346	299
710.37225	329
710.88104	320
