Date and Time:                Wed Oct 22 09:13:49.226 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -86.386
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	281
478.84332	317
479.35983	323
479.87631	306
480.39282	313
480.9093	310
481.42575	327
481.94223	335
482.45868	293
482.97513	328
483.49158	331
484.00803	328
484.52444	318
485.04086	334
485.55728	338
486.07367	316
486.59006	308
487.10645	323
487.62283	314
488.13919	322
488.65555	323
489.17191	315
489.68826	324
490.20459	349
490.72092	331
491.23724	318
491.75354	332
492.26984	312
492.78613	321
493.30243	338
493.8187	320
494.33496	331
494.85123	322
495.36746	337
495.8837	344
496.39993	307
496.91617	342
497.43237	313
497.94858	332
498.46478	334
498.98096	322
499.49713	338
500.01331	319
500.52945	342
501.04562	329
501.56174	310
502.07788	333
502.59399	320
503.11011	325
503.62622	320
504.1423	355
504.65839	325
505.17447	333
505.69052	340
506.20657	326
506.72263	337
507.23865	328
507.75467	302
508.27069	325
508.78668	308
509.30267	324
509.81866	322
510.33463	333
510.85059	318
511.36655	313
511.88248	320
512.39844	327
512.91437	317
513.43024	322
513.94617	322
514.46204	320
514.97791	330
515.49377	322
516.00964	326
516.52551	292
517.04132	323
517.55719	327
518.073	330
518.58881	324
519.10461	332
519.62036	326
520.13617	338
520.65192	322
521.16766	310
521.68341	333
522.1991	308
522.71484	285
523.23053	299
523.74622	318
524.2619	322
524.77759	317
525.29327	324
525.8089	322
526.32452	334
526.84015	303
527.35577	316
527.8714	318
528.38696	333
528.90259	299
529.41815	322
529.93372	313
530.44922	316
530.96478	331
531.48029	313
531.99579	324
532.51129	332
533.02679	332
533.5423	321
534.05774	324
534.57318	313
535.08862	338
535.60406	327
536.11945	320
536.63489	318
537.15027	304
537.66565	315
538.18097	343
538.69635	321
539.21167	331
539.72699	320
540.24231	310
540.75763	329
541.27289	302
541.78821	324
542.30347	294
542.81873	312
543.33392	313
543.84918	324
544.36438	312
544.87958	303
545.39478	326
545.90991	312
546.42511	321
546.94025	302
547.45538	361
547.97052	328
548.4856	350
549.00073	352
549.51581	348
550.03088	316
550.5459	320
551.06097	323
551.57599	330
552.091	296
552.60602	319
553.12097	308
553.63593	321
554.15094	322
554.66583	327
555.18079	323
555.69568	332
556.21063	313
556.72552	319
557.24036	298
557.75525	308
558.27008	330
558.78491	314
559.29974	323
559.81458	326
560.32935	326
560.84412	326
561.35889	310
561.87366	328
562.38837	307
562.90308	291
563.41779	315
563.9325	318
564.44714	328
564.96179	330
565.47644	322
565.99109	331
566.50574	318
567.02032	314
567.53491	330
568.0495	338
568.56403	313
569.07861	337
569.59314	348
570.1076	323
570.62213	319
571.1366	312
571.65106	311
572.16553	330
572.67999	278
573.1944	316
573.7088	315
574.22321	330
574.73755	306
575.25195	294
575.7663	332
576.28058	313
576.79492	321
577.3092	331
577.82349	318
578.33777	326
578.85205	304
579.36627	339
579.88049	333
580.39471	318
580.90887	339
581.42303	322
581.93719	296
582.45135	308
582.96545	317
583.47955	332
583.99365	331
584.50775	321
585.02179	306
585.53583	314
586.04987	305
586.5639	337
587.07788	302
587.59186	303
588.10583	330
588.61975	328
589.13373	319
589.64758	304
590.1615	309
590.67542	313
591.18927	318
591.70306	301
592.21692	326
592.73071	309
593.24451	337
593.7583	318
594.27209	333
594.78583	317
595.29956	312
595.81323	304
596.32697	313
596.84064	296
597.35425	312
597.86792	315
598.38153	298
598.89514	317
599.40875	294
599.9223	298
600.43585	322
600.9494	329
601.46289	332
601.97638	330
602.48987	308
603.00336	305
603.51678	299
604.03021	343
604.54364	306
605.05701	324
605.57043	326
606.08374	328
606.59711	341
607.11041	306
607.62372	322
608.13702	306
608.65027	306
609.16351	315
609.67676	313
610.19	328
610.70319	343
611.21637	316
611.72949	299
612.24268	309
612.75574	304
613.26886	317
613.78192	309
614.29504	319
614.80804	323
615.32111	345
615.83411	304
616.34711	312
616.86005	319
617.37299	313
617.88593	332
618.39886	321
618.91174	313
619.42462	311
619.9375	313
620.45032	336
620.96313	329
621.47595	344
621.98871	336
622.50146	322
623.01422	308
623.52692	324
624.03967	319
624.55231	333
625.065	322
625.57764	331
626.09027	316
626.60284	334
627.11542	331
627.62799	313
628.14056	312
628.65308	337
629.16559	328
629.6781	316
630.19055	312
630.703	312
631.21539	315
631.72784	321
632.24017	295
632.75256	335
633.26489	309
633.77722	301
634.28955	323
634.80182	324
635.31409	325
635.82635	306
636.33856	334
636.85077	305
637.36292	323
637.87512	340
638.38721	320
638.89935	322
639.41144	321
639.92352	331
640.43561	319
640.94763	317
641.45966	310
641.97162	327
642.48358	311
642.99554	319
643.50751	307
644.01941	323
644.53131	312
645.04315	321
645.55499	329
646.06683	301
646.57861	317
647.09045	310
647.60217	307
648.11395	334
648.62567	334
649.13733	320
649.64905	300
650.16064	317
650.6723	317
651.1839	314
651.6955	311
652.20709	322
652.71863	298
653.23016	338
653.74164	329
654.25311	333
654.76459	324
655.276	321
655.78741	314
656.29883	312
656.81018	344
657.32153	318
657.83289	301
658.34418	329
658.85547	317
659.3667	326
659.87793	317
660.38916	331
660.90033	331
661.4115	316
661.92267	321
662.43378	318
662.94489	314
663.45593	333
663.96698	338
664.47803	317
664.98907	318
665.50006	316
666.01099	317
666.52191	322
667.03284	331
667.54376	298
668.05463	309
668.56549	313
669.07629	319
669.5871	332
670.0979	317
670.60864	319
671.11938	327
671.63007	330
672.14075	332
672.65143	306
673.16205	330
673.67267	296
674.18329	316
674.69385	331
675.20435	302
675.7149	320
676.2254	284
676.73584	327
677.24628	316
677.75671	305
678.26715	334
678.77753	324
679.28784	321
679.79822	322
680.30847	318
680.81879	306
681.32904	307
681.83923	337
682.34949	322
682.85968	318
683.36981	333
683.87994	316
684.39008	305
684.90015	325
685.41022	329
685.92023	328
686.43024	306
686.94025	340
687.4502	325
687.96014	309
688.47003	335
688.97992	313
689.48981	307
689.99963	320
690.50946	325
691.01923	314
691.52899	311
692.03876	332
692.54846	328
693.05817	348
693.56781	318
694.07745	317
694.58704	309
695.09662	334
695.6062	326
696.11572	309
696.62524	308
697.1347	306
697.64417	321
698.15363	319
698.66302	317
699.17242	308
699.68176	335
700.1911	339
700.70044	312
701.20972	313
701.71893	309
702.22815	324
702.73737	338
703.24652	292
703.75568	346
704.26483	311
704.77393	320
705.28302	315
705.79205	308
706.30103	297
706.81006	323
707.31903	306
707.82794	312
708.33685	308
708.84576	329
709.35461	331
709.86346	324
710.37225	334
710.88104	307
711.38977	310
711.8985	318
712.40723	315
712.91589	317
713.42456	316
713.93317	323
714.44177	317
714.95032	319
715.45886	297
715.96735	301
716.47583	317
716.98431	290
717.49274	287
718.00116	340
718.50952	299
719.01788	332
719.52618	351
720.03448	320
720.54272	305
721.05096	297
721.5592	303
722.06738	315
722.57556	333
723.08368	315
723.59174	302
724.09985	312
724.60791	326
725.11591	306
725.6239	299
726.13184	312
726.63977	324
727.14771	318
727.65558	326
728.16339	328
728.67126	311
729.17902	297
729.68683	331
730.19452	313
730.70227	311
731.2099	321
731.71759	314
732.22522	320
732.73279	296
733.24036	305
733.74792	314
734.25543	320
734.76288	320
735.27032	325
735.77777	329
736.28516	308
736.79254	305
737.29987	315
737.80719	300
738.31445	314
738.82172	292
739.32892	325
739.83612	331
740.34326	322
740.8504	339
741.35748	300
741.86456	326
742.37164	318
742.87866	326
743.38562	328
743.89258	321
744.39954	314
744.90643	314
745.41327	322
745.9201	319
746.42694	311
746.93372	318
747.44049	322
747.9472	306
748.45386	308
748.96057	304
749.46716	332
749.97375	329
750.48035	336
750.98688	338
751.49341	325
751.99988	320
752.50635	319
753.01276	326
753.51917	319
754.02551	343
754.53186	320
755.03815	342
755.54443	297
756.05066	319
756.55688	320
757.06305	319
757.56921	309
758.07532	318
758.58142	305
759.08746	317
759.59351	318
760.09949	312
760.60547	306
761.11139	330
761.61725	306
762.12317	324
762.62897	314
763.13483	316
763.64056	328
764.1463	310
764.65204	314
765.15771	333
765.66339	305
766.16901	310
766.67462	303
767.18018	341
767.68567	301
768.19116	310
768.69666	312
769.20209	329
769.70746	308
770.21283	330
770.7182	321
771.22351	301
771.72876	320
772.23401	311
772.73926	318
773.24445	311
773.74957	331
774.2547	319
774.75977	313
775.26483	338
775.76984	304
776.27484	314
776.77979	333
777.28473	311
777.78961	318
778.29449	326
778.79932	333
779.30408	319
779.80884	331
780.3136	327
780.8183	320
781.32294	334
781.82758	314
782.33215	315
782.83673	317
783.34131	330
783.84576	346
784.35028	337
784.85468	297
785.35907	321
785.86346	302
786.3678	329
786.87213	308
787.3764	335
787.88062	306
788.38483	308
788.88898	322
789.39313	316
789.89722	309
790.40131	298
790.90533	308
791.40936	306
791.91333	319
792.4173	352
792.9212	322
793.42505	333
793.92889	338
794.43268	306
794.93646	297
795.44019	319
795.94391	306
796.44757	312
796.95123	312
797.45483	295
797.95837	312
798.46191	330
798.96539	313
799.46887	335
799.97235	329
800.47571	330
800.97906	328
801.48242	308
801.98572	324
802.48895	324
802.99219	340
803.49536	306
803.99854	320
804.50165	335
805.00476	311
805.50781	314
806.01086	327
806.51379	313
807.01678	301
807.51971	327
808.02258	322
808.52539	338
809.02826	326
809.53101	311
810.03375	327
810.53644	334
811.03912	311
811.54175	314
812.04437	307
812.54694	332
813.04944	300
813.55194	328
814.05444	313
814.55682	311
815.05927	328
815.56158	311
816.0639	321
816.56622	322
817.06842	306
817.57068	305
818.07281	319
818.57495	326
819.07709	332
819.57916	306
820.08118	327
820.58319	303
821.08514	317
821.5871	318
822.08899	330
822.59082	313
823.09265	324
823.59442	299
824.09619	322
824.5979	300
825.09955	327
825.6012	325
826.10278	320
826.60437	301
827.1059	309
827.60736	345
828.10883	322
828.61023	316
829.11163	306
829.61298	318
830.11432	318
830.61554	326
831.11682	293
