Date and Time:                Thu Oct 30 09:17:51.092 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	333
478.84332	372
479.35983	369
479.87631	356
480.39282	356
480.9093	354
481.42575	346
481.94223	356
482.45868	349
482.97513	380
483.49158	364
484.00803	387
484.52444	388
485.04086	382
485.55728	402
486.07367	441
486.59006	449
487.10645	421
487.62283	444
488.13919	483
488.65555	458
489.17191	507
489.68826	470
490.20459	489
490.72092	517
491.23724	515
491.75354	539
492.26984	546
492.78613	500
493.30243	541
493.8187	522
494.33496	588
494.85123	547
495.36746	626
495.8837	628
496.39993	589
496.91617	624
497.43237	653
497.94858	663
498.46478	598
498.98096	626
499.49713	647
500.01331	696
500.52945	668
501.04562	707
501.56174	673
502.07788	647
502.59399	614
503.11011	631
503.62622	664
504.1423	671
504.65839	722
505.17447	651
505.69052	669
506.20657	677
506.72263	639
507.23865	642
507.75467	696
508.27069	644
508.78668	661
509.30267	668
509.81866	634
510.33463	686
510.85059	661
511.36655	647
511.88248	638
512.39844	671
512.91437	706
513.43024	635
513.94617	637
514.46204	657
514.97791	665
515.49377	653
516.00964	691
516.52551	641
517.04132	691
517.55719	649
518.073	645
518.58881	649
519.10461	631
519.62036	629
520.13617	689
520.65192	658
521.16766	642
521.68341	665
522.1991	662
522.71484	660
523.23053	684
523.74622	632
524.2619	654
524.77759	664
525.29327	662
525.8089	665
526.32452	667
526.84015	654
527.35577	631
527.8714	613
528.38696	674
528.90259	605
529.41815	653
529.93372	629
530.44922	622
530.96478	638
531.48029	631
531.99579	618
532.51129	593
533.02679	613
533.5423	619
534.05774	640
534.57318	611
535.08862	598
535.60406	664
536.11945	621
536.63489	638
537.15027	601
537.66565	624
538.18097	604
538.69635	611
539.21167	580
539.72699	630
540.24231	623
540.75763	638
541.27289	628
541.78821	593
542.30347	603
542.81873	630
543.33392	591
543.84918	630
544.36438	581
544.87958	659
545.39478	622
545.90991	642
546.42511	624
546.94025	585
547.45538	602
547.97052	580
548.4856	652
549.00073	631
549.51581	626
550.03088	628
550.5459	598
551.06097	658
551.57599	634
552.091	667
552.60602	637
553.12097	678
553.63593	620
554.15094	610
554.66583	637
555.18079	678
555.69568	612
556.21063	654
556.72552	609
557.24036	644
557.75525	692
558.27008	691
558.78491	677
559.29974	685
559.81458	719
560.32935	649
560.84412	675
561.35889	715
561.87366	734
562.38837	725
562.90308	708
563.41779	710
563.9325	714
564.44714	749
564.96179	771
565.47644	759
565.99109	750
566.50574	772
567.02032	772
567.53491	759
568.0495	785
568.56403	806
569.07861	830
569.59314	774
570.1076	809
570.62213	779
571.1366	854
571.65106	880
572.16553	880
572.67999	851
573.1944	850
573.7088	845
574.22321	885
574.73755	876
575.25195	914
575.7663	902
576.28058	950
576.79492	918
577.3092	967
577.82349	929
578.33777	937
578.85205	979
579.36627	968
579.88049	950
580.39471	1001
580.90887	933
581.42303	1026
581.93719	1054
582.45135	1040
582.96545	1101
583.47955	1063
583.99365	1092
584.50775	1073
585.02179	1083
585.53583	1077
586.04987	1061
586.5639	1130
587.07788	1069
587.59186	1113
588.10583	1164
588.61975	1141
589.13373	1171
589.64758	1174
590.1615	1193
590.67542	1155
591.18927	1212
591.70306	1167
592.21692	1177
592.73071	1247
593.24451	1255
593.7583	1225
594.27209	1209
594.78583	1278
595.29956	1214
595.81323	1223
596.32697	1248
596.84064	1260
597.35425	1247
597.86792	1259
598.38153	1272
598.89514	1309
599.40875	1267
599.9223	1328
