Date and Time:                Thu Oct 30 09:19:54.082 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	326
478.84332	370
479.35983	380
479.87631	365
480.39282	366
480.9093	372
481.42575	337
481.94223	351
482.45868	393
482.97513	383
483.49158	357
484.00803	389
484.52444	391
485.04086	382
485.55728	437
486.07367	386
486.59006	409
487.10645	438
487.62283	436
488.13919	465
488.65555	496
489.17191	476
489.68826	483
490.20459	516
490.72092	511
491.23724	491
491.75354	543
492.26984	512
492.78613	568
493.30243	540
493.8187	515
494.33496	599
494.85123	609
495.36746	597
495.8837	593
496.39993	622
496.91617	617
497.43237	631
497.94858	6405
498.46478	5575
498.98096	669
499.49713	709
500.01331	651
500.52945	678
501.04562	661
501.56174	675
502.07788	684
502.59399	687
503.11011	619
503.62622	679
504.1423	697
504.65839	671
505.17447	679
505.69052	691
506.20657	699
506.72263	683
507.23865	679
507.75467	717
508.27069	652
508.78668	662
509.30267	657
509.81866	656
510.33463	675
510.85059	664
511.36655	712
511.88248	677
512.39844	705
512.91437	647
513.43024	644
513.94617	646
514.46204	640
514.97791	660
515.49377	678
516.00964	672
516.52551	654
517.04132	650
517.55719	605
518.073	657
518.58881	660
519.10461	646
519.62036	637
520.13617	682
520.65192	646
521.16766	631
521.68341	668
522.1991	656
522.71484	652
523.23053	703
523.74622	606
524.2619	645
524.77759	594
525.29327	668
525.8089	619
526.32452	634
526.84015	652
527.35577	621
527.8714	623
528.38696	602
528.90259	620
529.41815	622
529.93372	635
530.44922	615
530.96478	641
531.48029	641
531.99579	622
532.51129	622
533.02679	662
533.5423	584
534.05774	636
534.57318	627
535.08862	631
535.60406	630
536.11945	609
536.63489	608
537.15027	607
537.66565	604
538.18097	653
538.69635	584
539.21167	619
539.72699	567
540.24231	593
540.75763	659
541.27289	632
541.78821	630
542.30347	1043
542.81873	3001
543.33392	575
543.84918	646
544.36438	657
544.87958	603
545.39478	585
545.90991	568
546.42511	647
546.94025	646
547.45538	629
547.97052	587
548.4856	580
549.00073	663
549.51581	619
550.03088	616
550.5459	634
551.06097	631
551.57599	644
552.091	593
552.60602	634
553.12097	615
553.63593	627
554.15094	654
554.66583	615
555.18079	665
555.69568	680
556.21063	679
556.72552	662
557.24036	601
557.75525	678
558.27008	691
558.78491	680
559.29974	699
559.81458	707
560.32935	708
560.84412	655
561.35889	733
561.87366	668
562.38837	734
562.90308	725
563.41779	719
563.9325	725
564.44714	734
564.96179	718
565.47644	761
565.99109	753
566.50574	783
567.02032	763
567.53491	760
568.0495	794
568.56403	813
569.07861	762
569.59314	811
570.1076	830
570.62213	810
571.1366	835
571.65106	842
572.16553	849
572.67999	850
573.1944	795
573.7088	847
574.22321	892
574.73755	898
575.25195	947
575.7663	902
576.28058	893
576.79492	867
577.3092	902
577.82349	905
578.33777	961
578.85205	995
579.36627	946
579.88049	953
580.39471	982
580.90887	1042
581.42303	1040
581.93719	1045
582.45135	1060
582.96545	1048
583.47955	1073
583.99365	1059
584.50775	1096
585.02179	1101
585.53583	1101
586.04987	1055
586.5639	1027
587.07788	1103
587.59186	1161
588.10583	1082
588.61975	1178
589.13373	1161
589.64758	1126
590.1615	1138
590.67542	1158
591.18927	1077
591.70306	1167
592.21692	1187
592.73071	1198
593.24451	1241
593.7583	1172
594.27209	1252
594.78583	1272
595.29956	1210
595.81323	1235
596.32697	1244
596.84064	1202
597.35425	1217
597.86792	1297
598.38153	1188
598.89514	1256
599.40875	1291
599.9223	1328
600.43585	1302
600.9494	1244
601.46289	1257
601.97638	1216
602.48987	1326
603.00336	1264
603.51678	1255
