Date and Time:                Sat Oct 18 08:09:04.915 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.982
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	257
478.84332	317
479.35983	324
479.87631	304
480.39282	322
480.9093	321
481.42575	315
481.94223	315
482.45868	322
482.97513	313
483.49158	321
484.00803	320
484.52444	315
485.04086	333
485.55728	312
486.07367	307
486.59006	281
487.10645	320
487.62283	330
488.13919	327
488.65555	344
489.17191	296
489.68826	304
490.20459	320
490.72092	316
491.23724	318
491.75354	304
492.26984	326
492.78613	311
493.30243	299
493.8187	332
494.33496	301
494.85123	304
495.36746	299
495.8837	330
496.39993	330
496.91617	323
497.43237	315
497.94858	337
498.46478	340
498.98096	288
499.49713	306
500.01331	327
500.52945	342
501.04562	319
501.56174	309
502.07788	306
502.59399	321
503.11011	297
503.62622	321
504.1423	325
504.65839	312
505.17447	321
505.69052	319
506.20657	323
506.72263	316
507.23865	315
507.75467	321
508.27069	311
508.78668	319
509.30267	321
509.81866	294
510.33463	296
510.85059	316
511.36655	325
511.88248	322
512.39844	289
512.91437	324
513.43024	325
513.94617	342
514.46204	346
514.97791	304
515.49377	327
516.00964	310
516.52551	332
517.04132	316
517.55719	330
518.073	321
518.58881	311
519.10461	310
519.62036	315
520.13617	314
520.65192	316
521.16766	306
521.68341	309
522.1991	310
522.71484	297
523.23053	314
523.74622	316
524.2619	305
524.77759	328
525.29327	324
525.8089	305
526.32452	316
526.84015	300
527.35577	306
527.8714	326
528.38696	330
528.90259	313
529.41815	329
529.93372	317
530.44922	315
530.96478	319
531.48029	296
531.99579	301
532.51129	330
533.02679	325
533.5423	332
534.05774	319
534.57318	324
535.08862	307
535.60406	320
536.11945	315
536.63489	311
537.15027	337
537.66565	341
538.18097	331
538.69635	311
539.21167	326
539.72699	311
540.24231	311
540.75763	319
541.27289	314
541.78821	308
542.30347	315
542.81873	306
543.33392	301
543.84918	317
544.36438	321
544.87958	306
545.39478	310
545.90991	313
546.42511	311
546.94025	518
547.45538	1291
547.97052	318
548.4856	324
549.00073	309
549.51581	299
550.03088	303
550.5459	312
551.06097	304
551.57599	329
552.091	332
552.60602	328
553.12097	317
553.63593	317
554.15094	306
554.66583	309
555.18079	309
555.69568	315
556.21063	306
556.72552	345
557.24036	306
557.75525	315
558.27008	312
558.78491	303
559.29974	310
559.81458	324
560.32935	327
560.84412	325
561.35889	305
561.87366	310
562.38837	325
562.90308	319
563.41779	302
563.9325	324
564.44714	303
564.96179	299
565.47644	313
565.99109	306
566.50574	297
567.02032	296
567.53491	323
568.0495	307
568.56403	303
569.07861	321
569.59314	309
570.1076	318
570.62213	314
571.1366	323
571.65106	312
572.16553	311
572.67999	320
573.1944	328
573.7088	319
574.22321	321
574.73755	306
575.25195	318
575.7663	318
576.28058	293
576.79492	326
577.3092	319
577.82349	298
578.33777	334
578.85205	301
579.36627	308
579.88049	331
580.39471	312
580.90887	312
581.42303	305
581.93719	315
582.45135	322
582.96545	311
583.47955	307
583.99365	322
584.50775	318
585.02179	314
585.53583	311
586.04987	308
586.5639	319
587.07788	298
587.59186	321
588.10583	318
588.61975	317
589.13373	320
589.64758	306
590.1615	311
590.67542	316
591.18927	328
591.70306	311
592.21692	301
592.73071	326
593.24451	309
593.7583	316
594.27209	342
594.78583	299
595.29956	305
595.81323	302
596.32697	300
596.84064	319
597.35425	341
597.86792	324
598.38153	315
598.89514	307
599.40875	310
599.9223	313
600.43585	324
600.9494	308
601.46289	311
601.97638	299
602.48987	293
603.00336	318
603.51678	321
604.03021	323
604.54364	313
605.05701	326
605.57043	306
606.08374	330
606.59711	294
607.11041	311
607.62372	295
608.13702	291
608.65027	328
609.16351	323
609.67676	306
610.19	314
610.70319	307
611.21637	299
611.72949	306
612.24268	310
612.75574	301
613.26886	301
613.78192	321
614.29504	316
614.80804	303
615.32111	300
615.83411	329
616.34711	332
616.86005	335
617.37299	319
617.88593	318
618.39886	321
618.91174	320
619.42462	299
619.9375	328
620.45032	310
620.96313	285
621.47595	320
621.98871	322
622.50146	328
623.01422	320
623.52692	289
624.03967	318
624.55231	315
625.065	331
625.57764	317
626.09027	310
626.60284	300
627.11542	303
627.62799	309
628.14056	300
628.65308	301
629.16559	303
629.6781	311
630.19055	319
630.703	338
631.21539	307
631.72784	333
632.24017	323
632.75256	315
633.26489	322
633.77722	326
634.28955	323
634.80182	309
635.31409	334
635.82635	310
636.33856	301
636.85077	315
637.36292	326
637.87512	316
638.38721	293
638.89935	314
639.41144	320
639.92352	313
640.43561	322
640.94763	324
641.45966	299
641.97162	307
642.48358	315
642.99554	317
643.50751	305
644.01941	324
644.53131	316
645.04315	295
645.55499	309
646.06683	307
646.57861	315
647.09045	324
647.60217	333
648.11395	313
648.62567	309
649.13733	321
649.64905	327
650.16064	327
650.6723	317
651.1839	308
651.6955	319
652.20709	304
652.71863	319
653.23016	310
653.74164	315
654.25311	303
654.76459	322
655.276	298
655.78741	312
656.29883	302
656.81018	326
657.32153	298
657.83289	324
658.34418	311
658.85547	311
659.3667	309
659.87793	322
660.38916	306
660.90033	317
661.4115	293
661.92267	317
662.43378	318
662.94489	299
663.45593	319
663.96698	327
664.47803	315
664.98907	309
665.50006	301
666.01099	330
666.52191	330
667.03284	304
667.54376	334
668.05463	294
668.56549	313
669.07629	306
669.5871	316
670.0979	322
670.60864	317
671.11938	301
671.63007	329
672.14075	304
672.65143	329
673.16205	314
673.67267	311
674.18329	324
674.69385	315
675.20435	317
675.7149	311
676.2254	318
676.73584	312
677.24628	319
677.75671	333
678.26715	307
678.77753	312
679.28784	318
679.79822	318
680.30847	311
680.81879	303
681.32904	322
681.83923	329
682.34949	308
682.85968	310
683.36981	311
683.87994	321
684.39008	322
684.90015	288
685.41022	302
685.92023	343
686.43024	292
686.94025	307
687.4502	331
687.96014	308
688.47003	314
688.97992	319
689.48981	314
689.99963	302
690.50946	323
691.01923	320
691.52899	319
692.03876	326
692.54846	321
693.05817	344
693.56781	318
694.07745	308
694.58704	306
695.09662	326
695.6062	304
696.11572	306
696.62524	320
697.1347	305
697.64417	324
698.15363	299
698.66302	295
699.17242	311
699.68176	305
700.1911	314
700.70044	310
701.20972	311
701.71893	307
702.22815	313
702.73737	308
703.24652	304
703.75568	329
704.26483	312
704.77393	316
705.28302	302
705.79205	321
706.30103	319
706.81006	312
707.31903	312
707.82794	336
708.33685	316
708.84576	309
709.35461	322
709.86346	310
710.37225	300
710.88104	314
