Date and Time:                Fri Oct 17 07:15:49.649 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	306
478.84332	350
479.35983	367
479.87631	342
480.39282	365
480.9093	348
481.42575	372
481.94223	380
482.45868	358
482.97513	360
483.49158	353
484.00803	362
484.52444	377
485.04086	402
485.55728	400
486.07367	423
486.59006	415
487.10645	404
487.62283	406
488.13919	410
488.65555	404
489.17191	446
489.68826	421
490.20459	427
490.72092	436
491.23724	452
491.75354	453
492.26984	439
492.78613	436
493.30243	434
493.8187	476
494.33496	476
494.85123	473
495.36746	459
495.8837	481
496.39993	458
496.91617	471
497.43237	457
497.94858	475
498.46478	497
498.98096	476
499.49713	492
500.01331	457
500.52945	493
501.04562	478
501.56174	495
502.07788	512
502.59399	484
503.11011	486
503.62622	448
504.1423	476
504.65839	518
505.17447	503
505.69052	486
506.20657	467
506.72263	500
507.23865	489
507.75467	465
508.27069	470
508.78668	474
509.30267	498
509.81866	477
510.33463	483
510.85059	539
511.36655	486
511.88248	481
512.39844	480
512.91437	493
513.43024	507
513.94617	501
514.46204	488
514.97791	486
515.49377	489
516.00964	475
516.52551	509
517.04132	445
517.55719	512
518.073	464
518.58881	502
519.10461	468
519.62036	455
520.13617	473
520.65192	502
521.16766	445
521.68341	491
522.1991	505
522.71484	490
523.23053	428
523.74622	460
524.2619	472
524.77759	473
525.29327	478
525.8089	471
526.32452	482
526.84015	515
527.35577	462
527.8714	454
528.38696	480
528.90259	494
529.41815	472
529.93372	459
530.44922	494
530.96478	468
531.48029	453
531.99579	489
532.51129	493
533.02679	485
533.5423	479
534.05774	482
534.57318	448
535.08862	473
535.60406	483
536.11945	462
536.63489	480
537.15027	462
537.66565	482
538.18097	471
538.69635	478
539.21167	461
539.72699	470
540.24231	452
540.75763	485
541.27289	476
541.78821	463
542.30347	468
542.81873	508
543.33392	511
543.84918	471
544.36438	487
544.87958	490
545.39478	502
545.90991	487
546.42511	503
546.94025	536
547.45538	527
547.97052	505
548.4856	484
549.00073	495
549.51581	501
550.03088	487
550.5459	505
551.06097	495
551.57599	493
552.091	505
552.60602	521
553.12097	502
553.63593	522
554.15094	513
554.66583	543
555.18079	523
555.69568	525
556.21063	571
556.72552	529
557.24036	548
557.75525	565
558.27008	545
558.78491	550
559.29974	578
559.81458	556
560.32935	532
560.84412	560
561.35889	600
561.87366	606
562.38837	560
562.90308	575
563.41779	595
563.9325	600
564.44714	611
564.96179	581
565.47644	640
565.99109	616
566.50574	593
567.02032	619
567.53491	664
568.0495	646
568.56403	619
569.07861	660
569.59314	644
570.1076	644
570.62213	640
571.1366	716
571.65106	646
572.16553	720
572.67999	705
573.1944	732
573.7088	701
574.22321	706
574.73755	727
575.25195	730
575.7663	748
576.28058	750
576.79492	782
577.3092	720
577.82349	742
578.33777	738
578.85205	773
579.36627	829
579.88049	743
580.39471	786
580.90887	799
581.42303	854
581.93719	821
582.45135	767
582.96545	835
583.47955	786
583.99365	798
584.50775	839
585.02179	900
585.53583	858
586.04987	851
586.5639	882
587.07788	928
587.59186	866
588.10583	879
588.61975	928
589.13373	911
589.64758	889
590.1615	876
590.67542	909
591.18927	899
591.70306	907
592.21692	923
592.73071	957
593.24451	935
593.7583	920
594.27209	936
594.78583	929
595.29956	954
595.81323	983
596.32697	939
596.84064	956
597.35425	964
597.86792	988
598.38153	999
598.89514	989
599.40875	924
599.9223	979
600.43585	906
600.9494	1014
601.46289	988
601.97638	937
602.48987	1018
603.00336	976
603.51678	934
604.03021	919
604.54364	969
605.05701	1000
605.57043	1003
606.08374	968
606.59711	984
607.11041	975
