Date and Time:                Fri Oct 17 07:18:33.044 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	322
478.84332	341
479.35983	347
479.87631	362
480.39282	359
480.9093	372
481.42575	361
481.94223	370
482.45868	380
482.97513	355
483.49158	378
484.00803	396
484.52444	355
485.04086	372
485.55728	380
486.07367	402
486.59006	355
487.10645	381
487.62283	398
488.13919	421
488.65555	395
489.17191	449
489.68826	428
490.20459	430
490.72092	422
491.23724	448
491.75354	431
492.26984	411
492.78613	444
493.30243	459
493.8187	484
494.33496	416
494.85123	431
495.36746	444
495.8837	429
496.39993	453
496.91617	454
497.43237	478
497.94858	464
498.46478	444
498.98096	442
499.49713	443
500.01331	458
500.52945	457
501.04562	464
501.56174	462
502.07788	458
502.59399	505
503.11011	465
503.62622	480
504.1423	473
504.65839	488
505.17447	493
505.69052	444
506.20657	498
506.72263	458
507.23865	452
507.75467	477
508.27069	470
508.78668	477
509.30267	481
509.81866	491
510.33463	453
510.85059	481
511.36655	456
511.88248	464
512.39844	459
512.91437	478
513.43024	470
513.94617	465
514.46204	474
514.97791	478
515.49377	466
516.00964	473
516.52551	513
517.04132	455
517.55719	475
518.073	461
518.58881	458
519.10461	498
519.62036	467
520.13617	497
520.65192	471
521.16766	435
521.68341	495
522.1991	493
522.71484	469
523.23053	448
523.74622	448
524.2619	476
524.77759	509
525.29327	477
525.8089	453
526.32452	479
526.84015	477
527.35577	462
527.8714	433
528.38696	496
528.90259	423
529.41815	472
529.93372	477
530.44922	460
530.96478	443
531.48029	482
531.99579	424
532.51129	466
533.02679	461
533.5423	467
534.05774	484
534.57318	451
535.08862	449
535.60406	458
536.11945	454
536.63489	435
537.15027	460
537.66565	459
538.18097	464
538.69635	472
539.21167	491
539.72699	451
540.24231	449
540.75763	479
541.27289	456
541.78821	478
542.30347	463
542.81873	470
543.33392	450
543.84918	478
544.36438	446
544.87958	509
545.39478	484
545.90991	471
546.42511	505
546.94025	493
547.45538	468
547.97052	466
548.4856	469
549.00073	450
549.51581	465
550.03088	501
550.5459	460
551.06097	473
551.57599	508
552.091	527
552.60602	484
553.12097	516
553.63593	511
554.15094	503
554.66583	494
555.18079	517
555.69568	513
556.21063	529
556.72552	539
557.24036	559
557.75525	516
558.27008	565
558.78491	519
559.29974	596
559.81458	568
560.32935	577
560.84412	560
561.35889	577
561.87366	577
562.38837	587
562.90308	575
563.41779	597
563.9325	599
564.44714	629
564.96179	566
565.47644	601
565.99109	607
566.50574	653
567.02032	573
567.53491	619
568.0495	654
568.56403	665
569.07861	651
569.59314	685
570.1076	631
570.62213	686
571.1366	660
571.65106	646
572.16553	704
572.67999	661
573.1944	679
573.7088	686
574.22321	732
574.73755	767
575.25195	730
575.7663	717
576.28058	739
576.79492	760
577.3092	723
577.82349	770
578.33777	770
578.85205	766
579.36627	795
579.88049	785
580.39471	772
580.90887	838
581.42303	766
581.93719	782
582.45135	868
582.96545	806
583.47955	784
583.99365	812
584.50775	835
585.02179	842
585.53583	841
586.04987	863
586.5639	825
587.07788	820
587.59186	816
588.10583	897
588.61975	874
589.13373	869
589.64758	898
590.1615	923
590.67542	857
591.18927	893
591.70306	927
592.21692	862
592.73071	919
593.24451	893
593.7583	901
594.27209	952
594.78583	948
595.29956	902
595.81323	885
596.32697	845
596.84064	967
597.35425	907
597.86792	949
598.38153	880
598.89514	964
599.40875	956
599.9223	926
600.43585	960
600.9494	965
601.46289	961
601.97638	965
602.48987	953
603.00336	947
603.51678	908
604.03021	964
604.54364	973
605.05701	970
605.57043	1004
606.08374	966
606.59711	939
607.11041	957
