Date and Time:                Sat Oct 18 09:26:31.216 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.982
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	279
478.84332	315
479.35983	297
479.87631	323
480.39282	313
480.9093	324
481.42575	311
481.94223	306
482.45868	299
482.97513	320
483.49158	320
484.00803	326
484.52444	303
485.04086	309
485.55728	325
486.07367	307
486.59006	311
487.10645	333
487.62283	329
488.13919	314
488.65555	319
489.17191	305
489.68826	318
490.20459	311
490.72092	290
491.23724	338
491.75354	332
492.26984	321
492.78613	337
493.30243	296
493.8187	342
494.33496	307
494.85123	310
495.36746	314
495.8837	317
496.39993	330
496.91617	321
497.43237	338
497.94858	312
498.46478	315
498.98096	299
499.49713	303
500.01331	308
500.52945	321
501.04562	329
501.56174	311
502.07788	338
502.59399	294
503.11011	314
503.62622	326
504.1423	300
504.65839	323
505.17447	315
505.69052	327
506.20657	319
506.72263	323
507.23865	331
507.75467	319
508.27069	307
508.78668	329
509.30267	309
509.81866	313
510.33463	326
510.85059	334
511.36655	329
511.88248	318
512.39844	323
512.91437	324
513.43024	292
513.94617	309
514.46204	317
514.97791	287
515.49377	334
516.00964	307
516.52551	323
517.04132	305
517.55719	307
518.073	292
518.58881	325
519.10461	305
519.62036	306
520.13617	322
520.65192	330
521.16766	324
521.68341	327
522.1991	331
522.71484	322
523.23053	304
523.74622	309
524.2619	321
524.77759	330
525.29327	297
525.8089	310
526.32452	299
526.84015	322
527.35577	314
527.8714	305
528.38696	306
528.90259	321
529.41815	297
529.93372	293
530.44922	340
530.96478	327
531.48029	320
531.99579	300
532.51129	314
533.02679	292
533.5423	322
534.05774	309
534.57318	328
535.08862	323
535.60406	321
536.11945	320
536.63489	302
537.15027	339
537.66565	322
538.18097	338
538.69635	307
539.21167	322
539.72699	307
540.24231	323
540.75763	328
541.27289	334
541.78821	334
542.30347	314
542.81873	308
543.33392	336
543.84918	339
544.36438	301
544.87958	294
545.39478	323
545.90991	319
546.42511	318
546.94025	305
547.45538	314
547.97052	322
548.4856	318
549.00073	328
549.51581	314
550.03088	310
550.5459	300
551.06097	299
551.57599	310
552.091	348
552.60602	327
553.12097	305
553.63593	332
554.15094	299
554.66583	303
555.18079	322
555.69568	329
556.21063	297
556.72552	327
557.24036	324
557.75525	303
558.27008	329
558.78491	330
559.29974	303
559.81458	313
560.32935	316
560.84412	326
561.35889	315
561.87366	301
562.38837	317
562.90308	329
563.41779	303
563.9325	331
564.44714	304
564.96179	323
565.47644	314
565.99109	327
566.50574	340
567.02032	330
567.53491	306
568.0495	324
568.56403	336
569.07861	318
569.59314	298
570.1076	297
570.62213	316
571.1366	336
571.65106	319
572.16553	322
572.67999	308
573.1944	302
573.7088	323
574.22321	308
574.73755	300
575.25195	306
575.7663	314
576.28058	325
576.79492	325
577.3092	297
577.82349	315
578.33777	333
578.85205	316
579.36627	315
579.88049	313
580.39471	309
580.90887	325
581.42303	313
581.93719	320
582.45135	323
582.96545	308
583.47955	332
583.99365	315
584.50775	313
585.02179	325
585.53583	316
586.04987	330
586.5639	310
587.07788	331
587.59186	318
588.10583	311
588.61975	301
589.13373	331
589.64758	308
590.1615	311
590.67542	326
591.18927	306
591.70306	320
592.21692	334
592.73071	309
593.24451	313
593.7583	316
594.27209	300
594.78583	308
595.29956	307
595.81323	306
596.32697	334
596.84064	297
597.35425	317
597.86792	318
598.38153	328
598.89514	311
599.40875	311
599.9223	323
600.43585	291
600.9494	317
601.46289	323
601.97638	294
602.48987	310
603.00336	328
603.51678	332
604.03021	315
604.54364	317
605.05701	347
605.57043	296
606.08374	315
606.59711	309
607.11041	311
607.62372	289
608.13702	327
608.65027	346
609.16351	323
609.67676	302
610.19	332
610.70319	329
611.21637	321
611.72949	317
612.24268	327
612.75574	310
613.26886	329
613.78192	312
614.29504	320
614.80804	318
615.32111	302
615.83411	334
616.34711	322
616.86005	311
617.37299	316
617.88593	311
618.39886	312
618.91174	320
619.42462	305
619.9375	288
620.45032	316
620.96313	316
621.47595	318
621.98871	301
622.50146	325
623.01422	312
623.52692	333
624.03967	318
624.55231	301
625.065	321
625.57764	327
626.09027	335
626.60284	321
627.11542	310
627.62799	311
628.14056	325
628.65308	309
629.16559	312
629.6781	310
630.19055	312
630.703	315
631.21539	317
631.72784	310
632.24017	309
632.75256	328
633.26489	336
633.77722	303
634.28955	321
634.80182	333
635.31409	313
635.82635	315
636.33856	323
636.85077	1178
637.36292	322
637.87512	335
638.38721	313
638.89935	312
639.41144	329
639.92352	320
640.43561	318
640.94763	300
641.45966	331
641.97162	325
642.48358	299
642.99554	307
643.50751	298
644.01941	322
644.53131	310
645.04315	326
645.55499	334
646.06683	309
646.57861	300
647.09045	307
647.60217	337
648.11395	307
648.62567	324
649.13733	294
649.64905	324
650.16064	350
650.6723	328
651.1839	312
651.6955	316
652.20709	313
652.71863	324
653.23016	338
653.74164	320
654.25311	319
654.76459	318
655.276	323
655.78741	321
656.29883	321
656.81018	304
657.32153	317
657.83289	318
658.34418	320
658.85547	328
659.3667	294
659.87793	323
660.38916	319
660.90033	310
661.4115	307
661.92267	290
662.43378	316
662.94489	326
663.45593	296
663.96698	283
664.47803	318
664.98907	315
665.50006	302
666.01099	301
666.52191	304
667.03284	319
667.54376	328
668.05463	327
668.56549	299
669.07629	316
669.5871	331
670.0979	319
670.60864	306
671.11938	327
671.63007	304
672.14075	317
672.65143	323
673.16205	303
673.67267	310
674.18329	306
674.69385	310
675.20435	301
675.7149	310
676.2254	311
676.73584	314
677.24628	315
677.75671	312
678.26715	327
678.77753	301
679.28784	287
679.79822	316
680.30847	306
680.81879	314
681.32904	301
681.83923	316
682.34949	320
682.85968	325
683.36981	345
683.87994	293
684.39008	301
684.90015	315
685.41022	314
685.92023	305
686.43024	308
686.94025	329
687.4502	304
687.96014	335
688.47003	319
688.97992	306
689.48981	297
689.99963	309
690.50946	294
691.01923	326
691.52899	314
692.03876	330
692.54846	328
693.05817	318
693.56781	317
694.07745	322
694.58704	305
695.09662	319
695.6062	342
696.11572	318
696.62524	325
697.1347	336
697.64417	315
698.15363	323
698.66302	325
699.17242	323
699.68176	307
700.1911	322
700.70044	300
701.20972	324
701.71893	315
702.22815	305
702.73737	319
703.24652	319
703.75568	315
704.26483	319
704.77393	316
705.28302	316
705.79205	296
706.30103	314
706.81006	311
707.31903	314
707.82794	298
708.33685	312
708.84576	296
709.35461	328
709.86346	321
710.37225	283
710.88104	329
