Date and Time:                Wed Oct 22 09:32:54.054 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	258
478.84332	314
479.35983	304
479.87631	318
480.39282	320
480.9093	331
481.42575	329
481.94223	316
482.45868	314
482.97513	313
483.49158	338
484.00803	367
484.52444	386
485.04086	446
485.55728	479
486.07367	512
486.59006	580
487.10645	605
487.62283	687
488.13919	712
488.65555	765
489.17191	819
489.68826	847
490.20459	889
490.72092	942
491.23724	977
491.75354	1049
492.26984	1101
492.78613	1110
493.30243	1179
493.8187	1225
494.33496	1290
494.85123	1320
495.36746	1497
495.8837	1511
496.39993	1484
496.91617	1628
497.43237	1774
497.94858	1716
498.46478	1821
498.98096	1965
499.49713	2022
500.01331	2099
500.52945	2262
501.04562	2328
501.56174	2561
502.07788	2715
502.59399	3047
503.11011	3284
503.62622	3513
504.1423	4085
504.65839	4348
505.17447	4907
505.69052	5340
506.20657	6092
506.72263	6677
507.23865	7513
507.75467	8341
508.27069	9050
508.78668	9908
509.30267	11070
509.81866	12247
510.33463	13200
510.85059	14359
511.36655	15144
511.88248	16141
512.39844	16891
512.91437	17938
513.43024	18625
513.94617	18928
514.46204	19262
514.97791	19677
515.49377	20215
516.00964	20330
516.52551	20233
517.04132	20281
517.55719	19890
518.073	19706
518.58881	19187
519.10461	18681
519.62036	18718
520.13617	18290
520.65192	17278
521.16766	16659
521.68341	16186
522.1991	15440
522.71484	14793
523.23053	13523
523.74622	12586
524.2619	11646
524.77759	10594
525.29327	9775
525.8089	8514
526.32452	7799
526.84015	6689
527.35577	5914
527.8714	5275
528.38696	4715
528.90259	4100
529.41815	3755
529.93372	3310
530.44922	3057
530.96478	2766
531.48029	2571
531.99579	2545
532.51129	2437
533.02679	2289
533.5423	2302
534.05774	2163
534.57318	2225
535.08862	2210
535.60406	2215
536.11945	2122
536.63489	2145
537.15027	2059
537.66565	2078
538.18097	2047
538.69635	2035
539.21167	1953
539.72699	1836
540.24231	1950
540.75763	1797
541.27289	1772
541.78821	1735
542.30347	1692
542.81873	1642
543.33392	1650
543.84918	1651
544.36438	1687
544.87958	1534
545.39478	1570
545.90991	1466
546.42511	1470
546.94025	1484
547.45538	1411
547.97052	1468
548.4856	1444
549.00073	1380
549.51581	1293
550.03088	1298
550.5459	1350
551.06097	1303
551.57599	1317
552.091	1326
552.60602	1339
553.12097	1211
553.63593	1249
554.15094	1261
554.66583	1287
555.18079	1246
555.69568	1243
556.21063	1242
556.72552	1263
557.24036	1166
557.75525	1247
558.27008	1272
558.78491	1172
559.29974	1114
559.81458	1150
560.32935	1138
560.84412	1158
561.35889	1130
561.87366	1108
562.38837	1183
562.90308	1184
563.41779	1099
563.9325	1110
564.44714	1120
564.96179	1060
565.47644	1112
565.99109	1058
566.50574	1038
567.02032	1063
567.53491	1058
568.0495	1085
568.56403	1060
569.07861	1027
569.59314	1005
570.1076	984
570.62213	1018
571.1366	994
571.65106	978
572.16553	969
572.67999	976
573.1944	944
573.7088	899
574.22321	970
574.73755	991
575.25195	913
575.7663	920
576.28058	953
576.79492	939
577.3092	950
577.82349	959
578.33777	857
578.85205	852
579.36627	913
579.88049	899
580.39471	876
580.90887	918
581.42303	854
581.93719	833
582.45135	853
582.96545	870
583.47955	853
583.99365	878
584.50775	882
585.02179	784
585.53583	865
586.04987	776
586.5639	807
587.07788	851
587.59186	859
588.10583	770
588.61975	786
589.13373	796
589.64758	805
590.1615	758
590.67542	777
591.18927	756
591.70306	790
592.21692	739
592.73071	757
593.24451	747
593.7583	745
594.27209	702
594.78583	752
595.29956	727
595.81323	687
