Date and Time:                Wed Oct 22 09:31:57.704 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	255
478.84332	325
479.35983	322
479.87631	318
480.39282	311
480.9093	300
481.42575	329
481.94223	339
482.45868	331
482.97513	308
483.49158	321
484.00803	384
484.52444	406
485.04086	445
485.55728	499
486.07367	554
486.59006	583
487.10645	610
487.62283	695
488.13919	735
488.65555	743
489.17191	807
489.68826	833
490.20459	935
490.72092	997
491.23724	1020
491.75354	1102
492.26984	1141
492.78613	1093
493.30243	1132
493.8187	1203
494.33496	1321
494.85123	1351
495.36746	1493
495.8837	1479
496.39993	1525
496.91617	1620
497.43237	1732
497.94858	1740
498.46478	1835
498.98096	1963
499.49713	2003
500.01331	2207
500.52945	2254
501.04562	2280
501.56174	2565
502.07788	2693
502.59399	2974
503.11011	3257
503.62622	3614
504.1423	3955
504.65839	4382
505.17447	4978
505.69052	5455
506.20657	5978
506.72263	6502
507.23865	7497
507.75467	8186
508.27069	8998
508.78668	9953
509.30267	11150
509.81866	12455
510.33463	13391
510.85059	14161
511.36655	15252
511.88248	16338
512.39844	16908
512.91437	17780
513.43024	18358
513.94617	19225
514.46204	19270
514.97791	19628
515.49377	19928
516.00964	20036
516.52551	20099
517.04132	19819
517.55719	19871
518.073	19684
518.58881	19017
519.10461	18803
519.62036	18482
520.13617	17996
520.65192	17392
521.16766	16749
521.68341	15852
522.1991	15316
522.71484	14233
523.23053	13308
523.74622	12767
524.2619	11326
524.77759	10668
525.29327	9587
525.8089	8697
526.32452	7634
526.84015	6725
527.35577	5981
527.8714	5472
528.38696	4831
528.90259	4072
529.41815	3592
529.93372	3238
530.44922	3007
530.96478	2799
531.48029	2555
531.99579	2449
532.51129	2357
533.02679	2342
533.5423	2298
534.05774	2186
534.57318	2190
535.08862	2221
535.60406	2180
536.11945	2154
536.63489	2145
537.15027	2093
537.66565	2162
538.18097	2017
538.69635	1972
539.21167	1928
539.72699	1948
540.24231	1800
540.75763	1787
541.27289	1798
541.78821	1712
542.30347	1769
542.81873	1611
543.33392	1732
543.84918	1544
544.36438	1607
544.87958	1595
545.39478	1504
545.90991	1530
546.42511	1496
546.94025	1423
547.45538	1475
547.97052	1397
548.4856	1365
549.00073	1433
549.51581	1341
550.03088	1343
550.5459	1399
551.06097	1325
551.57599	1364
552.091	1374
552.60602	1274
553.12097	1321
553.63593	1303
554.15094	1274
554.66583	1244
555.18079	1274
555.69568	1246
556.21063	1243
556.72552	1223
557.24036	1180
557.75525	1190
558.27008	1258
558.78491	1209
559.29974	1211
559.81458	1136
560.32935	1057
560.84412	1205
561.35889	1096
561.87366	1156
562.38837	1130
562.90308	1163
563.41779	1092
563.9325	1112
564.44714	1120
564.96179	1109
565.47644	1063
565.99109	1104
566.50574	1063
567.02032	1077
567.53491	1145
568.0495	1073
568.56403	1070
569.07861	1025
569.59314	1028
570.1076	976
570.62213	1055
571.1366	1080
571.65106	1073
572.16553	981
572.67999	969
573.1944	1015
573.7088	995
574.22321	1026
574.73755	992
575.25195	937
575.7663	930
576.28058	905
576.79492	969
577.3092	910
577.82349	942
578.33777	977
578.85205	958
579.36627	919
579.88049	886
580.39471	915
580.90887	887
581.42303	839
581.93719	865
582.45135	866
582.96545	815
583.47955	800
583.99365	869
584.50775	851
585.02179	849
585.53583	872
586.04987	827
586.5639	835
587.07788	837
587.59186	801
588.10583	772
588.61975	848
589.13373	810
589.64758	800
590.1615	818
590.67542	753
591.18927	798
591.70306	750
592.21692	739
592.73071	766
593.24451	777
593.7583	726
594.27209	720
594.78583	706
595.29956	789
595.81323	736
