Date and Time:                Wed Oct 22 09:33:27.962 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -87.035
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	268
478.84332	312
479.35983	331
479.87631	320
480.39282	314
480.9093	316
481.42575	321
481.94223	308
482.45868	321
482.97513	345
483.49158	330
484.00803	368
484.52444	405
485.04086	443
485.55728	452
486.07367	551
486.59006	556
487.10645	612
487.62283	702
488.13919	719
488.65555	770
489.17191	821
489.68826	870
490.20459	907
490.72092	981
491.23724	1034
491.75354	1034
492.26984	1177
492.78613	1114
493.30243	1229
493.8187	1272
494.33496	1366
494.85123	1354
495.36746	1524
495.8837	1501
496.39993	1600
496.91617	1632
497.43237	1752
497.94858	1818
498.46478	1906
498.98096	1913
499.49713	2099
500.01331	2157
500.52945	2282
501.04562	2335
501.56174	2564
502.07788	2708
502.59399	2935
503.11011	3269
503.62622	3671
504.1423	3983
504.65839	4416
505.17447	4762
505.69052	5451
506.20657	5958
506.72263	6670
507.23865	7601
507.75467	8222
508.27069	8907
508.78668	9998
509.30267	11097
509.81866	12184
510.33463	13227
510.85059	14390
511.36655	15202
511.88248	16075
512.39844	17335
512.91437	17876
513.43024	18404
513.94617	18723
514.46204	19526
514.97791	19883
515.49377	20018
516.00964	20234
516.52551	20446
517.04132	19807
517.55719	19676
518.073	19889
518.58881	19382
519.10461	18977
519.62036	18201
520.13617	18180
520.65192	17321
521.16766	16611
521.68341	15978
522.1991	15318
522.71484	14307
523.23053	13624
523.74622	12762
524.2619	11614
524.77759	10955
525.29327	9551
525.8089	8683
526.32452	7911
526.84015	6850
527.35577	5984
527.8714	5415
528.38696	4824
528.90259	4234
529.41815	3820
529.93372	3312
530.44922	3040
530.96478	2761
531.48029	2640
531.99579	2485
532.51129	2343
533.02679	2268
533.5423	2272
534.05774	2249
534.57318	2227
535.08862	2131
535.60406	2218
536.11945	2120
536.63489	2139
537.15027	2092
537.66565	2041
538.18097	1961
538.69635	1996
539.21167	1929
539.72699	1980
540.24231	1834
540.75763	1804
541.27289	1802
541.78821	1771
542.30347	1701
542.81873	1710
543.33392	1663
543.84918	1657
544.36438	1616
544.87958	1549
545.39478	1613
545.90991	1488
546.42511	1454
546.94025	1426
547.45538	1445
547.97052	1442
548.4856	1416
549.00073	1453
549.51581	1396
550.03088	1346
550.5459	1387
551.06097	1353
551.57599	1357
552.091	1268
552.60602	1284
553.12097	1252
553.63593	1300
554.15094	1227
554.66583	1280
555.18079	1255
555.69568	1242
556.21063	1303
556.72552	1228
557.24036	1161
557.75525	1235
558.27008	1135
558.78491	1169
559.29974	1187
559.81458	1156
560.32935	1120
560.84412	1200
561.35889	1186
561.87366	1140
562.38837	1119
562.90308	1115
563.41779	1081
563.9325	1098
564.44714	1084
564.96179	1129
565.47644	1097
565.99109	1122
566.50574	1077
567.02032	1113
567.53491	1055
568.0495	1081
568.56403	1065
569.07861	1027
569.59314	1023
570.1076	1046
570.62213	1009
571.1366	1021
571.65106	949
572.16553	1006
572.67999	1005
573.1944	957
573.7088	952
574.22321	907
574.73755	956
575.25195	979
575.7663	958
576.28058	909
576.79492	898
577.3092	936
577.82349	915
578.33777	942
578.85205	933
579.36627	920
579.88049	870
580.39471	927
580.90887	887
581.42303	935
581.93719	883
582.45135	886
582.96545	865
583.47955	893
583.99365	829
584.50775	783
585.02179	864
585.53583	816
586.04987	846
586.5639	803
587.07788	824
587.59186	839
588.10583	808
588.61975	796
589.13373	798
589.64758	828
590.1615	746
590.67542	756
591.18927	778
591.70306	800
592.21692	782
592.73071	769
593.24451	747
593.7583	711
594.27209	748
594.78583	771
595.29956	673
595.81323	771
596.32697	761
596.84064	716
597.35425	681
597.86792	731
598.38153	701
598.89514	721
599.40875	705
599.9223	713
600.43585	696
600.9494	705
601.46289	678
601.97638	650
602.48987	641
603.00336	668
603.51678	643
604.03021	691
604.54364	686
605.05701	627
605.57043	662
606.08374	656
606.59711	619
607.11041	665
607.62372	621
608.13702	655
608.65027	633
609.16351	640
609.67676	620
610.19	612
610.70319	603
611.21637	633
611.72949	612
612.24268	597
612.75574	572
613.26886	583
613.78192	589
614.29504	599
614.80804	603
615.32111	595
615.83411	586
616.34711	567
616.86005	570
617.37299	551
617.88593	543
618.39886	560
618.91174	588
619.42462	529
619.9375	579
620.45032	593
620.96313	569
621.47595	590
