Date and Time:                Wed Oct 22 09:32:08.906 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	265
478.84332	321
479.35983	321
479.87631	323
480.39282	333
480.9093	312
481.42575	322
481.94223	315
482.45868	304
482.97513	339
483.49158	332
484.00803	382
484.52444	384
485.04086	440
485.55728	512
486.07367	540
486.59006	573
487.10645	632
487.62283	678
488.13919	714
488.65555	780
489.17191	779
489.68826	884
490.20459	906
490.72092	1009
491.23724	983
491.75354	1072
492.26984	1066
492.78613	1208
493.30243	1231
493.8187	1201
494.33496	1382
494.85123	1377
495.36746	1484
495.8837	1491
496.39993	1597
496.91617	1622
497.43237	1641
497.94858	1782
498.46478	1845
498.98096	1977
499.49713	2097
500.01331	2109
500.52945	2272
501.04562	2459
501.56174	2573
502.07788	2670
502.59399	3057
503.11011	3446
503.62622	3640
504.1423	4015
504.65839	4528
505.17447	4788
505.69052	5324
506.20657	6081
506.72263	6831
507.23865	7502
507.75467	8393
508.27069	9086
508.78668	10078
509.30267	11031
509.81866	12139
510.33463	13153
510.85059	14226
511.36655	15403
511.88248	16245
512.39844	17128
512.91437	17815
513.43024	18485
513.94617	19001
514.46204	19370
514.97791	19891
515.49377	19706
516.00964	19906
516.52551	20007
517.04132	20057
517.55719	19808
518.073	19490
518.58881	19411
519.10461	18638
519.62036	18581
520.13617	17869
520.65192	17424
521.16766	16803
521.68341	15986
522.1991	14973
522.71484	14257
523.23053	13756
523.74622	12733
524.2619	11331
524.77759	10599
525.29327	9568
525.8089	8610
526.32452	7689
526.84015	6760
527.35577	6061
527.8714	5315
528.38696	4566
528.90259	4175
529.41815	3693
529.93372	3447
530.44922	3002
530.96478	2663
531.48029	2620
531.99579	2458
532.51129	2522
533.02679	2390
533.5423	2288
534.05774	2268
534.57318	2260
535.08862	2141
535.60406	2241
536.11945	2300
536.63489	2162
537.15027	2023
537.66565	2058
538.18097	2137
538.69635	2091
539.21167	2030
539.72699	1838
540.24231	1829
540.75763	1893
541.27289	1737
541.78821	1810
542.30347	1741
542.81873	1678
543.33392	1744
543.84918	1687
544.36438	1607
544.87958	1553
545.39478	1549
545.90991	1522
546.42511	1418
546.94025	1447
547.45538	1458
547.97052	1430
548.4856	1403
549.00073	1431
549.51581	1371
550.03088	1382
550.5459	1373
551.06097	1345
551.57599	1354
552.091	1330
552.60602	1229
553.12097	1325
553.63593	1257
554.15094	1263
554.66583	1282
555.18079	1297
555.69568	1228
556.21063	1207
556.72552	1259
557.24036	1252
557.75525	1210
558.27008	1244
558.78491	1177
559.29974	1175
559.81458	1219
560.32935	1152
560.84412	1188
561.35889	1189
561.87366	1138
562.38837	1086
562.90308	1171
563.41779	1115
563.9325	1094
564.44714	1093
564.96179	1100
565.47644	1134
565.99109	1118
566.50574	1075
567.02032	1098
567.53491	1038
568.0495	1132
568.56403	1051
569.07861	1100
569.59314	1074
570.1076	1006
570.62213	1103
571.1366	1020
571.65106	1013
572.16553	1028
572.67999	973
573.1944	956
573.7088	993
574.22321	986
574.73755	899
575.25195	947
575.7663	964
576.28058	926
576.79492	938
577.3092	931
577.82349	911
578.33777	963
578.85205	925
579.36627	920
579.88049	863
580.39471	858
580.90887	942
581.42303	884
581.93719	848
582.45135	864
582.96545	873
583.47955	870
583.99365	865
584.50775	849
585.02179	839
585.53583	784
586.04987	789
586.5639	826
587.07788	799
587.59186	798
588.10583	783
588.61975	795
589.13373	803
589.64758	764
590.1615	799
590.67542	826
591.18927	806
591.70306	781
592.21692	780
592.73071	763
593.24451	780
593.7583	748
594.27209	762
594.78583	747
595.29956	775
595.81323	742
