Date and Time:                Wed Oct 22 09:21:27.307 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	272
478.84332	332
479.35983	320
479.87631	329
480.39282	345
480.9093	339
481.42575	329
481.94223	320
482.45868	327
482.97513	319
483.49158	315
484.00803	318
484.52444	322
485.04086	331
485.55728	327
486.07367	333
486.59006	323
487.10645	329
487.62283	329
488.13919	314
488.65555	371
489.17191	320
489.68826	327
490.20459	340
490.72092	350
491.23724	355
491.75354	351
492.26984	320
492.78613	330
493.30243	339
493.8187	340
494.33496	330
494.85123	341
495.36746	332
495.8837	366
496.39993	342
496.91617	385
497.43237	376
497.94858	344
498.46478	337
498.98096	351
499.49713	345
500.01331	354
500.52945	348
501.04562	331
501.56174	347
502.07788	347
502.59399	346
503.11011	349
503.62622	343
504.1423	359
504.65839	343
505.17447	332
505.69052	348
506.20657	337
506.72263	358
507.23865	350
507.75467	343
508.27069	349
508.78668	346
509.30267	371
509.81866	345
510.33463	339
510.85059	339
511.36655	378
511.88248	371
512.39844	346
512.91437	368
513.43024	358
513.94617	364
514.46204	339
514.97791	349
515.49377	353
516.00964	335
516.52551	345
517.04132	363
517.55719	343
518.073	359
518.58881	316
519.10461	342
519.62036	356
520.13617	337
520.65192	347
521.16766	346
521.68341	354
522.1991	350
522.71484	333
523.23053	346
523.74622	365
524.2619	359
524.77759	372
525.29327	358
525.8089	366
526.32452	354
526.84015	346
527.35577	337
527.8714	364
528.38696	345
528.90259	332
529.41815	325
529.93372	353
530.44922	343
530.96478	379
531.48029	333
531.99579	355
532.51129	345
533.02679	344
533.5423	344
534.05774	346
534.57318	372
535.08862	334
535.60406	331
536.11945	343
536.63489	358
537.15027	352
537.66565	368
538.18097	337
538.69635	330
539.21167	345
539.72699	327
540.24231	351
540.75763	359
541.27289	373
541.78821	346
542.30347	356
542.81873	344
543.33392	351
543.84918	341
544.36438	346
544.87958	346
545.39478	333
545.90991	353
546.42511	330
546.94025	340
547.45538	338
547.97052	347
548.4856	311
549.00073	354
549.51581	341
550.03088	348
550.5459	366
551.06097	355
551.57599	343
552.091	357
552.60602	324
553.12097	365
553.63593	347
554.15094	342
554.66583	340
555.18079	332
555.69568	329
556.21063	368
556.72552	348
557.24036	359
557.75525	339
558.27008	343
558.78491	337
559.29974	354
559.81458	339
560.32935	353
560.84412	359
561.35889	345
561.87366	353
562.38837	322
562.90308	330
563.41779	322
563.9325	352
564.44714	329
564.96179	321
565.47644	329
565.99109	327
566.50574	332
567.02032	327
567.53491	339
568.0495	322
568.56403	353
569.07861	327
569.59314	353
570.1076	343
570.62213	345
571.1366	323
571.65106	335
572.16553	347
572.67999	340
573.1944	350
573.7088	342
574.22321	340
574.73755	332
575.25195	344
575.7663	318
576.28058	365
576.79492	343
577.3092	325
577.82349	333
578.33777	334
578.85205	332
579.36627	317
579.88049	333
580.39471	340
580.90887	326
581.42303	328
581.93719	353
582.45135	320
582.96545	329
583.47955	344
583.99365	312
584.50775	343
585.02179	341
585.53583	328
586.04987	340
586.5639	347
587.07788	325
587.59186	326
588.10583	334
588.61975	317
589.13373	323
589.64758	333
590.1615	325
590.67542	339
591.18927	350
591.70306	351
592.21692	330
592.73071	341
593.24451	326
593.7583	314
594.27209	338
594.78583	325
595.29956	321
595.81323	323
596.32697	342
596.84064	318
597.35425	328
597.86792	334
598.38153	331
598.89514	329
599.40875	338
599.9223	360
600.43585	334
600.9494	351
601.46289	312
601.97638	333
602.48987	327
