Date and Time:                Wed Oct 22 09:25:32.578 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	246
478.84332	333
479.35983	308
479.87631	328
480.39282	321
480.9093	317
481.42575	335
481.94223	328
482.45868	324
482.97513	329
483.49158	332
484.00803	318
484.52444	303
485.04086	316
485.55728	321
486.07367	343
486.59006	315
487.10645	332
487.62283	348
488.13919	344
488.65555	315
489.17191	316
489.68826	334
490.20459	343
490.72092	336
491.23724	350
491.75354	311
492.26984	314
492.78613	333
493.30243	329
493.8187	345
494.33496	341
494.85123	349
495.36746	365
495.8837	333
496.39993	361
496.91617	350
497.43237	347
497.94858	339
498.46478	364
498.98096	357
499.49713	388
500.01331	345
500.52945	346
501.04562	361
501.56174	328
502.07788	351
502.59399	336
503.11011	349
503.62622	375
504.1423	344
504.65839	361
505.17447	341
505.69052	349
506.20657	333
506.72263	355
507.23865	355
507.75467	327
508.27069	342
508.78668	364
509.30267	377
509.81866	322
510.33463	335
510.85059	376
511.36655	360
511.88248	347
512.39844	367
512.91437	355
513.43024	351
513.94617	355
514.46204	355
514.97791	341
515.49377	336
516.00964	337
516.52551	339
517.04132	336
517.55719	328
518.073	336
518.58881	342
519.10461	353
519.62036	368
520.13617	358
520.65192	340
521.16766	347
521.68341	358
522.1991	344
522.71484	343
523.23053	353
523.74622	347
524.2619	350
524.77759	371
525.29327	328
525.8089	360
526.32452	347
526.84015	366
527.35577	362
527.8714	348
528.38696	353
528.90259	353
529.41815	342
529.93372	362
530.44922	343
530.96478	332
531.48029	342
531.99579	349
532.51129	355
533.02679	331
533.5423	345
534.05774	339
534.57318	324
535.08862	339
535.60406	330
536.11945	352
536.63489	345
537.15027	361
537.66565	348
538.18097	341
538.69635	346
539.21167	355
539.72699	347
540.24231	344
540.75763	365
541.27289	341
541.78821	335
542.30347	355
542.81873	332
543.33392	344
543.84918	342
544.36438	333
544.87958	336
545.39478	352
545.90991	349
546.42511	332
546.94025	353
547.45538	351
547.97052	334
548.4856	341
549.00073	342
549.51581	342
550.03088	343
550.5459	336
551.06097	319
551.57599	334
552.091	344
552.60602	341
553.12097	370
553.63593	347
554.15094	342
554.66583	355
555.18079	343
555.69568	327
556.21063	322
556.72552	337
557.24036	334
557.75525	352
558.27008	348
558.78491	330
559.29974	313
559.81458	335
560.32935	366
560.84412	373
561.35889	327
561.87366	323
562.38837	349
562.90308	348
563.41779	347
563.9325	322
564.44714	322
564.96179	354
565.47644	340
565.99109	334
566.50574	313
567.02032	338
567.53491	336
568.0495	355
568.56403	357
569.07861	327
569.59314	340
570.1076	336
570.62213	336
571.1366	365
571.65106	338
572.16553	314
572.67999	315
573.1944	317
573.7088	353
574.22321	352
574.73755	343
575.25195	351
575.7663	305
576.28058	348
576.79492	354
577.3092	342
577.82349	318
578.33777	325
578.85205	309
579.36627	327
579.88049	352
580.39471	343
580.90887	313
581.42303	341
581.93719	339
582.45135	324
582.96545	360
583.47955	365
583.99365	341
584.50775	323
585.02179	341
585.53583	338
586.04987	352
586.5639	345
587.07788	320
587.59186	322
588.10583	342
588.61975	336
589.13373	317
589.64758	324
590.1615	326
590.67542	323
591.18927	325
591.70306	341
592.21692	333
592.73071	296
593.24451	333
593.7583	305
594.27209	334
594.78583	330
595.29956	333
595.81323	321
596.32697	294
596.84064	325
597.35425	356
597.86792	333
598.38153	323
598.89514	326
599.40875	344
599.9223	299
600.43585	322
600.9494	328
601.46289	332
601.97638	313
602.48987	325
603.00336	333
603.51678	353
604.03021	319
604.54364	351
605.05701	327
605.57043	326
606.08374	319
606.59711	326
607.11041	340
