Date and Time:                Wed Oct 22 09:24:51.706 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	250
478.84332	309
479.35983	339
479.87631	321
480.39282	312
480.9093	329
481.42575	322
481.94223	315
482.45868	325
482.97513	303
483.49158	337
484.00803	324
484.52444	302
485.04086	303
485.55728	312
486.07367	315
486.59006	325
487.10645	336
487.62283	322
488.13919	314
488.65555	328
489.17191	337
489.68826	319
490.20459	341
490.72092	325
491.23724	330
491.75354	349
492.26984	334
492.78613	325
493.30243	360
493.8187	331
494.33496	340
494.85123	335
495.36746	363
495.8837	340
496.39993	332
496.91617	346
497.43237	347
497.94858	344
498.46478	336
498.98096	315
499.49713	340
500.01331	344
500.52945	348
501.04562	372
501.56174	352
502.07788	316
502.59399	342
503.11011	332
503.62622	353
504.1423	342
504.65839	339
505.17447	327
505.69052	338
506.20657	353
506.72263	327
507.23865	347
507.75467	325
508.27069	331
508.78668	349
509.30267	340
509.81866	380
510.33463	336
510.85059	357
511.36655	343
511.88248	349
512.39844	357
512.91437	342
513.43024	334
513.94617	364
514.46204	348
514.97791	358
515.49377	365
516.00964	341
516.52551	349
517.04132	329
517.55719	323
518.073	364
518.58881	356
519.10461	346
519.62036	348
520.13617	362
520.65192	347
521.16766	336
521.68341	352
522.1991	352
522.71484	343
523.23053	344
523.74622	367
524.2619	364
524.77759	344
525.29327	354
525.8089	344
526.32452	359
526.84015	341
527.35577	358
527.8714	347
528.38696	364
528.90259	343
529.41815	354
529.93372	351
530.44922	363
530.96478	367
531.48029	326
531.99579	342
532.51129	337
533.02679	343
533.5423	348
534.05774	347
534.57318	370
535.08862	351
535.60406	371
536.11945	324
536.63489	341
537.15027	331
537.66565	343
538.18097	351
538.69635	363
539.21167	326
539.72699	369
540.24231	360
540.75763	353
541.27289	344
541.78821	342
542.30347	338
542.81873	328
543.33392	357
543.84918	336
544.36438	349
544.87958	346
545.39478	333
545.90991	359
546.42511	359
546.94025	326
547.45538	348
547.97052	322
548.4856	349
549.00073	316
549.51581	328
550.03088	340
550.5459	347
551.06097	344
551.57599	340
552.091	348
552.60602	318
553.12097	341
553.63593	315
554.15094	338
554.66583	312
555.18079	340
555.69568	327
556.21063	335
556.72552	353
557.24036	356
557.75525	355
558.27008	333
558.78491	321
559.29974	351
559.81458	335
560.32935	357
560.84412	313
561.35889	320
561.87366	315
562.38837	320
562.90308	341
563.41779	342
563.9325	321
564.44714	318
564.96179	375
565.47644	334
565.99109	327
566.50574	334
567.02032	361
567.53491	314
568.0495	345
568.56403	341
569.07861	356
569.59314	353
570.1076	342
570.62213	347
571.1366	323
571.65106	342
572.16553	334
572.67999	329
573.1944	326
573.7088	326
574.22321	327
574.73755	333
575.25195	365
575.7663	346
576.28058	341
576.79492	361
577.3092	318
577.82349	328
578.33777	336
578.85205	317
579.36627	328
579.88049	323
580.39471	331
580.90887	321
581.42303	350
581.93719	359
582.45135	332
582.96545	334
583.47955	337
583.99365	318
584.50775	331
585.02179	327
585.53583	317
586.04987	320
586.5639	352
587.07788	323
587.59186	346
588.10583	313
588.61975	330
589.13373	347
589.64758	338
590.1615	334
590.67542	336
591.18927	331
591.70306	310
592.21692	338
592.73071	326
593.24451	323
593.7583	335
594.27209	341
594.78583	326
595.29956	323
595.81323	360
596.32697	337
596.84064	319
597.35425	322
597.86792	308
598.38153	337
598.89514	341
599.40875	305
599.9223	343
600.43585	335
600.9494	327
601.46289	333
601.97638	338
602.48987	314
603.00336	334
603.51678	334
604.03021	320
604.54364	337
605.05701	313
605.57043	326
606.08374	351
606.59711	319
607.11041	323
