Date and Time:                Sat Oct 18 08:19:49.450 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	263
478.84332	305
479.35983	343
479.87631	326
480.39282	353
480.9093	305
481.42575	335
481.94223	350
482.45868	319
482.97513	322
483.49158	322
484.00803	331
484.52444	313
485.04086	318
485.55728	305
486.07367	307
486.59006	328
487.10645	340
487.62283	328
488.13919	361
488.65555	340
489.17191	342
489.68826	322
490.20459	333
490.72092	327
491.23724	332
491.75354	337
492.26984	339
492.78613	337
493.30243	370
493.8187	362
494.33496	336
494.85123	345
495.36746	359
495.8837	306
496.39993	347
496.91617	332
497.43237	332
497.94858	362
498.46478	360
498.98096	364
499.49713	337
500.01331	375
500.52945	358
501.04562	342
501.56174	346
502.07788	357
502.59399	359
503.11011	336
503.62622	331
504.1423	360
504.65839	317
505.17447	358
505.69052	333
506.20657	373
506.72263	341
507.23865	340
507.75467	336
508.27069	360
508.78668	331
509.30267	338
509.81866	344
510.33463	350
510.85059	361
511.36655	348
511.88248	352
512.39844	327
512.91437	353
513.43024	324
513.94617	367
514.46204	354
514.97791	342
515.49377	368
516.00964	332
516.52551	344
517.04132	389
517.55719	346
518.073	358
518.58881	332
519.10461	340
519.62036	345
520.13617	343
520.65192	335
521.16766	351
521.68341	340
522.1991	338
522.71484	357
523.23053	348
523.74622	348
524.2619	347
524.77759	365
525.29327	357
525.8089	357
526.32452	328
526.84015	338
527.35577	336
527.8714	340
528.38696	347
528.90259	356
529.41815	347
529.93372	352
530.44922	341
530.96478	361
531.48029	355
531.99579	330
532.51129	349
533.02679	327
533.5423	352
534.05774	337
534.57318	358
535.08862	364
535.60406	346
536.11945	356
536.63489	341
537.15027	356
537.66565	365
538.18097	310
538.69635	343
539.21167	339
539.72699	344
540.24231	327
540.75763	345
541.27289	330
541.78821	341
542.30347	342
542.81873	354
543.33392	359
543.84918	335
544.36438	321
544.87958	331
545.39478	335
545.90991	315
546.42511	344
546.94025	321
547.45538	356
547.97052	343
548.4856	340
549.00073	347
549.51581	322
550.03088	373
550.5459	334
551.06097	343
551.57599	331
552.091	330
552.60602	347
553.12097	332
553.63593	355
554.15094	323
554.66583	346
555.18079	342
555.69568	339
556.21063	331
556.72552	346
557.24036	315
557.75525	327
558.27008	351
558.78491	344
559.29974	360
559.81458	329
560.32935	331
560.84412	353
561.35889	332
561.87366	334
562.38837	351
562.90308	339
563.41779	359
563.9325	342
564.44714	347
564.96179	334
565.47644	341
565.99109	344
566.50574	349
567.02032	340
567.53491	322
568.0495	344
568.56403	322
569.07861	338
569.59314	356
570.1076	331
570.62213	320
571.1366	326
571.65106	337
572.16553	347
572.67999	338
573.1944	352
573.7088	340
574.22321	329
574.73755	343
575.25195	362
575.7663	350
576.28058	326
576.79492	322
577.3092	325
577.82349	320
578.33777	304
578.85205	352
579.36627	333
579.88049	331
580.39471	316
580.90887	340
581.42303	317
581.93719	314
582.45135	350
582.96545	359
583.47955	322
583.99365	294
584.50775	333
585.02179	291
585.53583	334
586.04987	285
586.5639	318
587.07788	331
587.59186	348
588.10583	310
588.61975	339
589.13373	318
589.64758	335
590.1615	317
590.67542	300
591.18927	330
591.70306	337
592.21692	300
592.73071	333
593.24451	336
593.7583	326
594.27209	322
594.78583	334
595.29956	335
595.81323	350
596.32697	343
596.84064	323
597.35425	325
597.86792	331
598.38153	321
598.89514	309
599.40875	331
599.9223	327
600.43585	338
600.9494	328
601.46289	334
601.97638	326
602.48987	321
603.00336	337
603.51678	317
604.03021	320
604.54364	336
605.05701	333
605.57043	337
606.08374	326
606.59711	327
607.11041	321
