Date and Time:                Sat Oct 18 08:23:13.872 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	260
478.84332	346
479.35983	333
479.87631	310
480.39282	322
480.9093	325
481.42575	326
481.94223	350
482.45868	322
482.97513	338
483.49158	319
484.00803	334
484.52444	336
485.04086	337
485.55728	303
486.07367	349
486.59006	310
487.10645	335
487.62283	324
488.13919	335
488.65555	335
489.17191	351
489.68826	344
490.20459	346
490.72092	352
491.23724	340
491.75354	335
492.26984	342
492.78613	340
493.30243	359
493.8187	336
494.33496	354
494.85123	363
495.36746	352
495.8837	341
496.39993	370
496.91617	338
497.43237	364
497.94858	333
498.46478	358
498.98096	364
499.49713	368
500.01331	340
500.52945	367
501.04562	346
501.56174	308
502.07788	348
502.59399	342
503.11011	343
503.62622	323
504.1423	361
504.65839	358
505.17447	343
505.69052	347
506.20657	347
506.72263	331
507.23865	319
507.75467	346
508.27069	357
508.78668	362
509.30267	343
509.81866	348
510.33463	355
510.85059	352
511.36655	338
511.88248	348
512.39844	347
512.91437	350
513.43024	342
513.94617	376
514.46204	344
514.97791	339
515.49377	348
516.00964	351
516.52551	358
517.04132	357
517.55719	342
518.073	331
518.58881	325
519.10461	360
519.62036	329
520.13617	345
520.65192	360
521.16766	352
521.68341	365
522.1991	349
522.71484	350
523.23053	336
523.74622	351
524.2619	320
524.77759	332
525.29327	352
525.8089	324
526.32452	364
526.84015	346
527.35577	322
527.8714	350
528.38696	354
528.90259	365
529.41815	358
529.93372	329
530.44922	361
530.96478	346
531.48029	335
531.99579	332
532.51129	323
533.02679	340
533.5423	346
534.05774	347
534.57318	357
535.08862	341
535.60406	341
536.11945	331
536.63489	337
537.15027	338
537.66565	337
538.18097	326
538.69635	317
539.21167	359
539.72699	360
540.24231	346
540.75763	338
541.27289	356
541.78821	346
542.30347	331
542.81873	335
543.33392	355
543.84918	350
544.36438	340
544.87958	338
545.39478	329
545.90991	331
546.42511	345
546.94025	351
547.45538	340
547.97052	345
548.4856	352
549.00073	333
549.51581	357
550.03088	340
550.5459	333
551.06097	353
551.57599	360
552.091	336
552.60602	344
553.12097	306
553.63593	346
554.15094	343
554.66583	334
555.18079	336
555.69568	343
556.21063	321
556.72552	336
557.24036	311
557.75525	351
558.27008	347
558.78491	348
559.29974	338
559.81458	323
560.32935	331
560.84412	326
561.35889	330
561.87366	307
562.38837	304
562.90308	324
563.41779	347
563.9325	320
564.44714	337
564.96179	357
565.47644	336
565.99109	332
566.50574	345
567.02032	345
567.53491	352
568.0495	330
568.56403	346
569.07861	341
569.59314	318
570.1076	307
570.62213	341
571.1366	337
571.65106	309
572.16553	333
572.67999	335
573.1944	344
573.7088	312
574.22321	336
574.73755	320
575.25195	347
575.7663	311
576.28058	332
576.79492	334
577.3092	351
577.82349	351
578.33777	343
578.85205	305
579.36627	325
579.88049	324
580.39471	356
580.90887	336
581.42303	321
581.93719	305
582.45135	311
582.96545	336
583.47955	348
583.99365	327
584.50775	339
585.02179	321
585.53583	319
586.04987	338
586.5639	320
587.07788	312
587.59186	317
588.10583	305
588.61975	318
589.13373	325
589.64758	315
590.1615	317
590.67542	310
591.18927	341
591.70306	333
592.21692	312
592.73071	336
593.24451	305
593.7583	351
594.27209	321
594.78583	325
595.29956	328
595.81323	326
596.32697	333
596.84064	328
597.35425	350
597.86792	329
598.38153	322
598.89514	320
599.40875	319
599.9223	343
600.43585	315
600.9494	320
601.46289	335
601.97638	327
602.48987	317
603.00336	322
603.51678	311
604.03021	299
604.54364	340
605.05701	341
605.57043	343
606.08374	321
606.59711	317
607.11041	299
