Date and Time:                Sat Oct 18 13:35:12.993 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	334
478.84332	397
479.35983	431
479.87631	396
480.39282	398
480.9093	403
481.42575	398
481.94223	380
482.45868	376
482.97513	408
483.49158	406
484.00803	395
484.52444	431
485.04086	425
485.55728	410
486.07367	426
486.59006	462
487.10645	477
487.62283	497
488.13919	478
488.65555	499
489.17191	505
489.68826	489
490.20459	531
490.72092	533
491.23724	546
491.75354	535
492.26984	604
492.78613	549
493.30243	549
493.8187	563
494.33496	591
494.85123	565
495.36746	650
495.8837	628
496.39993	628
496.91617	661
497.43237	687
497.94858	718
498.46478	716
498.98096	744
499.49713	743
500.01331	699
500.52945	713
501.04562	666
501.56174	686
502.07788	660
502.59399	690
503.11011	712
503.62622	695
504.1423	706
504.65839	702
505.17447	733
505.69052	759
506.20657	725
506.72263	762
507.23865	733
507.75467	724
508.27069	703
508.78668	694
509.30267	718
509.81866	707
510.33463	710
510.85059	727
511.36655	679
511.88248	698
512.39844	687
512.91437	732
513.43024	666
513.94617	691
514.46204	683
514.97791	662
515.49377	694
516.00964	709
516.52551	650
517.04132	683
517.55719	701
518.073	699
518.58881	711
519.10461	632
519.62036	661
520.13617	709
520.65192	663
521.16766	711
521.68341	716
522.1991	683
522.71484	709
523.23053	645
523.74622	722
524.2619	680
524.77759	663
525.29327	643
525.8089	708
526.32452	655
526.84015	680
527.35577	681
527.8714	643
528.38696	651
528.90259	642
529.41815	671
529.93372	688
530.44922	636
530.96478	636
531.48029	669
531.99579	691
532.51129	637
533.02679	670
533.5423	663
534.05774	656
534.57318	626
535.08862	622
535.60406	643
536.11945	664
536.63489	662
537.15027	642
537.66565	669
538.18097	669
538.69635	679
539.21167	638
539.72699	686
540.24231	662
540.75763	733
541.27289	631
541.78821	726
542.30347	684
542.81873	671
543.33392	700
543.84918	692
544.36438	686
544.87958	702
545.39478	719
545.90991	677
546.42511	696
546.94025	717
547.45538	731
547.97052	705
548.4856	706
549.00073	721
549.51581	710
550.03088	730
550.5459	766
551.06097	701
551.57599	708
552.091	786
552.60602	732
553.12097	791
553.63593	797
554.15094	799
554.66583	786
555.18079	816
555.69568	773
556.21063	774
556.72552	838
557.24036	842
557.75525	809
558.27008	814
558.78491	787
559.29974	922
559.81458	882
560.32935	866
560.84412	854
561.35889	910
561.87366	925
562.38837	932
562.90308	938
563.41779	899
563.9325	922
564.44714	886
564.96179	919
565.47644	949
565.99109	954
566.50574	918
567.02032	945
567.53491	1022
568.0495	951
568.56403	989
569.07861	982
569.59314	1006
570.1076	1001
570.62213	953
571.1366	1032
571.65106	952
572.16553	1036
572.67999	1075
573.1944	1047
573.7088	1057
574.22321	1090
574.73755	1072
575.25195	1089
575.7663	1123
576.28058	1120
576.79492	1111
577.3092	1111
577.82349	1062
578.33777	1096
578.85205	1165
579.36627	1105
579.88049	1195
580.39471	1159
580.90887	1161
581.42303	1147
581.93719	1189
582.45135	1148
582.96545	1152
583.47955	1218
583.99365	1240
584.50775	1199
585.02179	1161
585.53583	1204
586.04987	1201
586.5639	1181
587.07788	1170
587.59186	1193
588.10583	1220
588.61975	1250
589.13373	1205
589.64758	1300
590.1615	1267
590.67542	1276
591.18927	1208
591.70306	1264
592.21692	1233
592.73071	1292
593.24451	1336
593.7583	1291
594.27209	1221
594.78583	1295
595.29956	1258
595.81323	1308
596.32697	1316
596.84064	1321
597.35425	1335
597.86792	1305
598.38153	1314
598.89514	1350
599.40875	1336
599.9223	1371
600.43585	1300
600.9494	1341
601.46289	1288
601.97638	1271
602.48987	1344
