Date and Time:                Fri Oct 17 06:38:20.511 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	285
478.84332	312
479.35983	321
479.87631	325
480.39282	323
480.9093	322
481.42575	321
481.94223	320
482.45868	325
482.97513	331
483.49158	338
484.00803	323
484.52444	324
485.04086	323
485.55728	330
486.07367	337
486.59006	314
487.10645	310
487.62283	329
488.13919	339
488.65555	337
489.17191	359
489.68826	325
490.20459	315
490.72092	345
491.23724	356
491.75354	324
492.26984	334
492.78613	331
493.30243	340
493.8187	335
494.33496	352
494.85123	350
495.36746	354
495.8837	363
496.39993	335
496.91617	366
497.43237	350
497.94858	369
498.46478	364
498.98096	346
499.49713	369
500.01331	363
500.52945	369
501.04562	334
501.56174	381
502.07788	366
502.59399	343
503.11011	355
503.62622	344
504.1423	345
504.65839	368
505.17447	350
505.69052	334
506.20657	365
506.72263	329
507.23865	356
507.75467	339
508.27069	354
508.78668	363
509.30267	381
509.81866	351
510.33463	334
510.85059	361
511.36655	338
511.88248	362
512.39844	359
512.91437	353
513.43024	355
513.94617	358
514.46204	340
514.97791	360
515.49377	345
516.00964	358
516.52551	370
517.04132	373
517.55719	327
518.073	338
518.58881	327
519.10461	330
519.62036	360
520.13617	348
520.65192	339
521.16766	346
521.68341	328
522.1991	340
522.71484	351
523.23053	373
523.74622	353
524.2619	349
524.77759	347
525.29327	350
525.8089	338
526.32452	336
526.84015	353
527.35577	360
527.8714	368
528.38696	360
528.90259	375
529.41815	340
529.93372	328
530.44922	350
530.96478	364
531.48029	329
531.99579	390
532.51129	338
533.02679	341
533.5423	333
534.05774	352
534.57318	346
535.08862	318
535.60406	334
536.11945	348
536.63489	330
537.15027	357
537.66565	352
538.18097	374
538.69635	360
539.21167	339
539.72699	338
540.24231	356
540.75763	354
541.27289	345
541.78821	338
542.30347	323
542.81873	332
543.33392	333
543.84918	341
544.36438	344
544.87958	352
545.39478	326
545.90991	322
546.42511	337
546.94025	343
547.45538	346
547.97052	327
548.4856	351
549.00073	306
549.51581	319
550.03088	346
550.5459	361
551.06097	358
551.57599	339
552.091	327
552.60602	346
553.12097	344
553.63593	325
554.15094	336
554.66583	321
555.18079	346
555.69568	353
556.21063	336
556.72552	334
557.24036	327
557.75525	353
558.27008	348
558.78491	332
559.29974	327
559.81458	350
560.32935	360
560.84412	320
561.35889	341
561.87366	336
562.38837	347
562.90308	342
563.41779	324
563.9325	334
564.44714	336
564.96179	341
565.47644	352
565.99109	334
566.50574	326
567.02032	319
567.53491	334
568.0495	337
568.56403	344
569.07861	345
569.59314	313
570.1076	326
570.62213	324
571.1366	353
571.65106	334
572.16553	310
572.67999	326
573.1944	327
573.7088	320
574.22321	350
574.73755	330
575.25195	322
575.7663	326
576.28058	345
576.79492	321
577.3092	318
577.82349	329
578.33777	341
578.85205	324
579.36627	330
579.88049	341
580.39471	322
580.90887	344
581.42303	322
581.93719	355
582.45135	319
582.96545	328
583.47955	341
583.99365	340
584.50775	325
585.02179	330
585.53583	332
586.04987	327
586.5639	320
587.07788	327
587.59186	343
588.10583	322
588.61975	338
589.13373	320
589.64758	327
590.1615	335
590.67542	324
591.18927	329
591.70306	323
592.21692	324
592.73071	321
593.24451	337
593.7583	314
594.27209	333
594.78583	355
595.29956	318
595.81323	319
596.32697	326
596.84064	325
597.35425	334
597.86792	344
598.38153	345
598.89514	360
599.40875	324
599.9223	298
600.43585	317
600.9494	338
601.46289	303
601.97638	336
602.48987	338
603.00336	346
603.51678	321
604.03021	320
604.54364	323
605.05701	342
605.57043	336
606.08374	328
606.59711	310
607.11041	301
