Date and Time:                Fri Oct 17 06:43:06.660 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	279
478.84332	325
479.35983	345
479.87631	327
480.39282	321
480.9093	319
481.42575	320
481.94223	329
482.45868	328
482.97513	319
483.49158	321
484.00803	325
484.52444	322
485.04086	326
485.55728	341
486.07367	311
486.59006	342
487.10645	339
487.62283	319
488.13919	340
488.65555	324
489.17191	336
489.68826	347
490.20459	358
490.72092	321
491.23724	325
491.75354	326
492.26984	331
492.78613	328
493.30243	349
493.8187	365
494.33496	327
494.85123	359
495.36746	332
495.8837	359
496.39993	343
496.91617	335
497.43237	358
497.94858	353
498.46478	349
498.98096	356
499.49713	382
500.01331	333
500.52945	345
501.04562	362
501.56174	350
502.07788	349
502.59399	340
503.11011	346
503.62622	366
504.1423	337
504.65839	350
505.17447	352
505.69052	358
506.20657	359
506.72263	363
507.23865	372
507.75467	337
508.27069	340
508.78668	341
509.30267	337
509.81866	350
510.33463	348
510.85059	332
511.36655	362
511.88248	375
512.39844	335
512.91437	355
513.43024	364
513.94617	340
514.46204	337
514.97791	347
515.49377	337
516.00964	354
516.52551	367
517.04132	377
517.55719	362
518.073	353
518.58881	344
519.10461	366
519.62036	350
520.13617	359
520.65192	355
521.16766	335
521.68341	359
522.1991	327
522.71484	358
523.23053	351
523.74622	333
524.2619	354
524.77759	362
525.29327	342
525.8089	354
526.32452	328
526.84015	320
527.35577	336
527.8714	344
528.38696	346
528.90259	356
529.41815	349
529.93372	338
530.44922	348
530.96478	337
531.48029	364
531.99579	369
532.51129	355
533.02679	342
533.5423	343
534.05774	356
534.57318	352
535.08862	370
535.60406	341
536.11945	355
536.63489	348
537.15027	350
537.66565	332
538.18097	370
538.69635	347
539.21167	348
539.72699	356
540.24231	344
540.75763	340
541.27289	343
541.78821	347
542.30347	361
542.81873	355
543.33392	363
543.84918	335
544.36438	333
544.87958	325
545.39478	366
545.90991	329
546.42511	351
546.94025	344
547.45538	345
547.97052	324
548.4856	345
549.00073	328
549.51581	318
550.03088	341
550.5459	346
551.06097	347
551.57599	329
552.091	349
552.60602	363
553.12097	310
553.63593	334
554.15094	329
554.66583	343
555.18079	349
555.69568	311
556.21063	323
556.72552	330
557.24036	340
557.75525	334
558.27008	304
558.78491	300
559.29974	344
559.81458	335
560.32935	352
560.84412	329
561.35889	343
561.87366	323
562.38837	342
562.90308	325
563.41779	339
563.9325	326
564.44714	332
564.96179	310
565.47644	331
565.99109	317
566.50574	354
567.02032	350
567.53491	336
568.0495	332
568.56403	321
569.07861	339
569.59314	343
570.1076	333
570.62213	356
571.1366	316
571.65106	321
572.16553	324
572.67999	328
573.1944	318
573.7088	337
574.22321	360
574.73755	335
575.25195	344
575.7663	337
576.28058	329
576.79492	309
577.3092	318
577.82349	341
578.33777	335
578.85205	332
579.36627	351
579.88049	320
580.39471	336
580.90887	329
581.42303	308
581.93719	330
582.45135	317
582.96545	353
583.47955	326
583.99365	340
584.50775	329
585.02179	336
585.53583	323
586.04987	326
586.5639	319
587.07788	326
587.59186	318
588.10583	326
588.61975	344
589.13373	333
589.64758	342
590.1615	326
590.67542	329
591.18927	338
591.70306	315
592.21692	340
592.73071	333
593.24451	335
593.7583	323
594.27209	330
594.78583	327
595.29956	316
595.81323	333
596.32697	321
596.84064	340
597.35425	324
597.86792	349
598.38153	345
598.89514	320
599.40875	320
599.9223	330
600.43585	306
600.9494	323
601.46289	315
601.97638	348
602.48987	312
603.00336	327
603.51678	312
604.03021	307
604.54364	317
605.05701	351
605.57043	344
606.08374	313
606.59711	341
607.11041	322
