Date and Time:                Fri Oct 17 06:39:42.370 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	293
478.84332	314
479.35983	308
479.87631	317
480.39282	326
480.9093	333
481.42575	311
481.94223	331
482.45868	314
482.97513	323
483.49158	330
484.00803	329
484.52444	318
485.04086	322
485.55728	317
486.07367	330
486.59006	317
487.10645	323
487.62283	343
488.13919	313
488.65555	343
489.17191	355
489.68826	346
490.20459	342
490.72092	313
491.23724	332
491.75354	338
492.26984	345
492.78613	313
493.30243	352
493.8187	333
494.33496	352
494.85123	331
495.36746	363
495.8837	355
496.39993	357
496.91617	355
497.43237	344
497.94858	353
498.46478	362
498.98096	355
499.49713	349
500.01331	354
500.52945	353
501.04562	340
501.56174	362
502.07788	346
502.59399	350
503.11011	347
503.62622	364
504.1423	360
504.65839	366
505.17447	367
505.69052	317
506.20657	341
506.72263	372
507.23865	354
507.75467	382
508.27069	354
508.78668	345
509.30267	333
509.81866	354
510.33463	338
510.85059	334
511.36655	351
511.88248	361
512.39844	348
512.91437	357
513.43024	336
513.94617	348
514.46204	366
514.97791	358
515.49377	342
516.00964	356
516.52551	369
517.04132	363
517.55719	340
518.073	340
518.58881	339
519.10461	368
519.62036	357
520.13617	347
520.65192	351
521.16766	358
521.68341	339
522.1991	345
522.71484	349
523.23053	350
523.74622	355
524.2619	359
524.77759	324
525.29327	344
525.8089	343
526.32452	326
526.84015	363
527.35577	346
527.8714	341
528.38696	350
528.90259	366
529.41815	367
529.93372	348
530.44922	334
530.96478	333
531.48029	369
531.99579	344
532.51129	350
533.02679	327
533.5423	362
534.05774	356
534.57318	368
535.08862	356
535.60406	337
536.11945	351
536.63489	347
537.15027	314
537.66565	352
538.18097	357
538.69635	356
539.21167	355
539.72699	324
540.24231	374
540.75763	336
541.27289	316
541.78821	335
542.30347	351
542.81873	330
543.33392	357
543.84918	312
544.36438	341
544.87958	347
545.39478	318
545.90991	340
546.42511	358
546.94025	357
547.45538	340
547.97052	346
548.4856	358
549.00073	339
549.51581	351
550.03088	337
550.5459	339
551.06097	325
551.57599	320
552.091	348
552.60602	337
553.12097	328
553.63593	326
554.15094	358
554.66583	356
555.18079	355
555.69568	347
556.21063	333
556.72552	353
557.24036	329
557.75525	320
558.27008	352
558.78491	353
559.29974	325
559.81458	329
560.32935	308
560.84412	349
561.35889	332
561.87366	326
562.38837	342
562.90308	335
563.41779	352
563.9325	354
564.44714	347
564.96179	347
565.47644	320
565.99109	308
566.50574	334
567.02032	349
567.53491	341
568.0495	323
568.56403	345
569.07861	328
569.59314	312
570.1076	341
570.62213	345
571.1366	312
571.65106	335
572.16553	351
572.67999	323
573.1944	337
573.7088	320
574.22321	346
574.73755	304
575.25195	324
575.7663	341
576.28058	350
576.79492	343
577.3092	332
577.82349	324
578.33777	337
578.85205	337
579.36627	323
579.88049	325
580.39471	335
580.90887	336
581.42303	341
581.93719	336
582.45135	338
582.96545	330
583.47955	324
583.99365	328
584.50775	344
585.02179	330
585.53583	341
586.04987	319
586.5639	326
587.07788	317
587.59186	352
588.10583	349
588.61975	336
589.13373	340
589.64758	313
590.1615	330
590.67542	329
591.18927	334
591.70306	326
592.21692	338
592.73071	342
593.24451	341
593.7583	342
594.27209	317
594.78583	329
595.29956	327
595.81323	319
596.32697	347
596.84064	327
597.35425	342
597.86792	302
598.38153	323
598.89514	320
599.40875	321
599.9223	317
600.43585	334
600.9494	308
601.46289	341
601.97638	314
602.48987	322
603.00336	304
603.51678	338
604.03021	328
604.54364	336
605.05701	334
605.57043	343
606.08374	304
606.59711	320
607.11041	318
