Date and Time:                Sun Nov 2 14:43:13.013 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	331
478.84332	358
479.35983	364
479.87631	379
480.39282	376
480.9093	362
481.42575	368
481.94223	381
482.45868	391
482.97513	344
483.49158	393
484.00803	402
484.52444	379
485.04086	451
485.55728	477
486.07367	456
486.59006	502
487.10645	525
487.62283	546
488.13919	601
488.65555	595
489.17191	609
489.68826	594
490.20459	690
490.72092	726
491.23724	720
491.75354	677
492.26984	765
492.78613	814
493.30243	826
493.8187	839
494.33496	885
494.85123	877
495.36746	878
495.8837	955
496.39993	914
496.91617	987
497.43237	989
497.94858	1069
498.46478	1055
498.98096	1092
499.49713	1112
500.01331	1190
500.52945	1150
501.04562	1084
501.56174	1067
502.07788	1175
502.59399	1089
503.11011	1198
503.62622	2585
504.1423	2829
504.65839	1141
505.17447	1158
505.69052	1116
506.20657	1165
506.72263	1209
507.23865	1216
507.75467	1178
508.27069	1222
508.78668	1131
509.30267	1238
509.81866	1159
510.33463	1241
510.85059	1200
511.36655	1186
511.88248	1201
512.39844	1219
512.91437	1205
513.43024	1195
513.94617	1211
514.46204	1188
514.97791	1212
515.49377	1206
516.00964	1160
516.52551	1223
517.04132	1223
517.55719	1150
518.073	1157
518.58881	1129
519.10461	1203
519.62036	1258
520.13617	1143
520.65192	1191
521.16766	1176
521.68341	1110
522.1991	1186
522.71484	1165
523.23053	1125
523.74622	1209
524.2619	1142
524.77759	1141
525.29327	1159
525.8089	1127
526.32452	1126
526.84015	1158
527.35577	1141
527.8714	1140
528.38696	1178
528.90259	1105
529.41815	1170
529.93372	1155
530.44922	1138
530.96478	1132
531.48029	1101
531.99579	1125
532.51129	1111
533.02679	1066
533.5423	1114
534.05774	1103
534.57318	1094
535.08862	1073
535.60406	1103
536.11945	1098
536.63489	1014
537.15027	1079
537.66565	1106
538.18097	1110
538.69635	1047
539.21167	1049
539.72699	1020
540.24231	1055
540.75763	1090
541.27289	1095
541.78821	1047
542.30347	1055
542.81873	1035
543.33392	1066
543.84918	1101
544.36438	1017
544.87958	1018
545.39478	992
545.90991	1089
546.42511	1017
546.94025	1028
547.45538	1077
547.97052	982
548.4856	1074
549.00073	1002
549.51581	1064
550.03088	1047
550.5459	957
551.06097	1020
551.57599	1042
552.091	1099
552.60602	1010
553.12097	935
553.63593	1052
554.15094	1037
554.66583	1019
555.18079	1018
555.69568	1070
556.21063	1042
556.72552	1063
557.24036	1040
557.75525	1069
558.27008	1054
558.78491	1122
559.29974	1143
559.81458	1059
560.32935	1121
560.84412	1113
561.35889	1117
561.87366	1111
562.38837	1131
562.90308	1159
563.41779	1158
563.9325	1114
564.44714	1180
564.96179	1163
565.47644	1149
565.99109	1163
566.50574	1177
567.02032	1257
567.53491	1208
568.0495	1223
568.56403	1236
569.07861	1246
569.59314	1242
570.1076	1206
570.62213	1274
571.1366	1221
571.65106	1294
572.16553	1347
572.67999	1319
573.1944	1334
573.7088	1388
574.22321	1340
574.73755	1448
575.25195	1369
575.7663	1389
576.28058	1420
576.79492	1429
577.3092	1329
577.82349	1514
578.33777	1401
578.85205	1423
579.36627	1432
579.88049	1499
580.39471	1464
580.90887	1525
581.42303	1618
581.93719	1553
582.45135	1559
582.96545	1670
583.47955	1663
583.99365	1680
584.50775	1630
585.02179	1687
585.53583	1669
586.04987	1684
586.5639	1709
587.07788	1754
587.59186	1700
588.10583	1681
588.61975	1770
589.13373	1811
589.64758	1851
590.1615	1823
590.67542	1807
591.18927	1841
591.70306	1820
592.21692	1906
592.73071	1894
593.24451	1936
593.7583	1933
