Date and Time:                Sun Nov 2 14:39:48.520 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	340
478.84332	370
479.35983	369
479.87631	379
480.39282	362
480.9093	358
481.42575	379
481.94223	369
482.45868	404
482.97513	375
483.49158	393
484.00803	405
484.52444	417
485.04086	430
485.55728	458
486.07367	442
486.59006	448
487.10645	474
487.62283	508
488.13919	534
488.65555	584
489.17191	588
489.68826	564
490.20459	624
490.72092	674
491.23724	716
491.75354	746
492.26984	727
492.78613	740
493.30243	769
493.8187	826
494.33496	859
494.85123	851
495.36746	863
495.8837	894
496.39993	950
496.91617	990
497.43237	959
497.94858	1014
498.46478	1056
498.98096	1048
499.49713	1013
500.01331	1138
500.52945	1061
501.04562	1068
501.56174	1020
502.07788	1107
502.59399	1046
503.11011	1037
503.62622	1059
504.1423	1056
504.65839	1145
505.17447	1112
505.69052	1148
506.20657	1175
506.72263	1150
507.23865	1122
507.75467	1098
508.27069	1190
508.78668	1125
509.30267	1105
509.81866	1159
510.33463	1145
510.85059	1095
511.36655	1125
511.88248	1153
512.39844	1191
512.91437	1161
513.43024	1219
513.94617	1158
514.46204	1139
514.97791	1129
515.49377	1126
516.00964	1100
516.52551	1229
517.04132	1102
517.55719	1128
518.073	1139
518.58881	1155
519.10461	1079
519.62036	1192
520.13617	1152
520.65192	1146
521.16766	1135
521.68341	1113
522.1991	1173
522.71484	1169
523.23053	1075
523.74622	1080
524.2619	1199
524.77759	1113
525.29327	1123
525.8089	1083
526.32452	1114
526.84015	1138
527.35577	1087
527.8714	1111
528.38696	1129
528.90259	1092
529.41815	1051
529.93372	1050
530.44922	1085
530.96478	1059
531.48029	1070
531.99579	1110
532.51129	1054
533.02679	1066
533.5423	1049
534.05774	1072
534.57318	1038
535.08862	1056
535.60406	1038
536.11945	1020
536.63489	1009
537.15027	1042
537.66565	1058
538.18097	1037
538.69635	1019
539.21167	1052
539.72699	1016
540.24231	1003
540.75763	1038
541.27289	1000
541.78821	1025
542.30347	962
542.81873	984
543.33392	1041
543.84918	970
544.36438	1035
544.87958	984
545.39478	1003
545.90991	987
546.42511	1010
546.94025	942
547.45538	971
547.97052	993
548.4856	968
549.00073	1064
549.51581	948
550.03088	1002
550.5459	999
551.06097	1010
551.57599	943
552.091	958
552.60602	1024
553.12097	962
553.63593	949
554.15094	995
554.66583	939
555.18079	1037
555.69568	969
556.21063	992
556.72552	985
557.24036	1037
557.75525	1040
558.27008	974
558.78491	1063
559.29974	1073
559.81458	1133
560.32935	1083
560.84412	1032
561.35889	1044
561.87366	1077
562.38837	1127
562.90308	1091
563.41779	1050
563.9325	1096
564.44714	1107
564.96179	1110
565.47644	1134
565.99109	1110
566.50574	1220
567.02032	1078
567.53491	1224
568.0495	1133
568.56403	1160
569.07861	1235
569.59314	1282
570.1076	1258
570.62213	1269
571.1366	1218
571.65106	1291
572.16553	1208
572.67999	1319
573.1944	1295
573.7088	1373
574.22321	1270
574.73755	1313
575.25195	1422
575.7663	1365
576.28058	1346
576.79492	1364
577.3092	1494
577.82349	1384
578.33777	1501
578.85205	1420
579.36627	1420
579.88049	1520
580.39471	1433
580.90887	1548
581.42303	1482
581.93719	1585
582.45135	1480
582.96545	1641
583.47955	1499
583.99365	1578
584.50775	1664
585.02179	1680
585.53583	1661
586.04987	1666
586.5639	1670
587.07788	1673
587.59186	1701
588.10583	1736
588.61975	1700
589.13373	1778
589.64758	1733
590.1615	1785
590.67542	1753
591.18927	1777
591.70306	1746
592.21692	1784
592.73071	1873
593.24451	1767
593.7583	1840
594.27209	1897
594.78583	1886
