Date and Time:                Sun Nov 2 14:39:07.442 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	333
478.84332	376
479.35983	377
479.87631	357
480.39282	366
480.9093	323
481.42575	403
481.94223	372
482.45868	366
482.97513	357
483.49158	373
484.00803	401
484.52444	382
485.04086	445
485.55728	450
486.07367	468
486.59006	474
487.10645	478
487.62283	535
488.13919	553
488.65555	586
489.17191	561
489.68826	628
490.20459	616
490.72092	647
491.23724	692
491.75354	719
492.26984	723
492.78613	734
493.30243	789
493.8187	745
494.33496	820
494.85123	843
495.36746	837
495.8837	896
496.39993	943
496.91617	1004
497.43237	1052
497.94858	1039
498.46478	976
498.98096	1011
499.49713	1062
500.01331	1015
500.52945	1091
501.04562	1059
501.56174	991
502.07788	1117
502.59399	1090
503.11011	1098
503.62622	1062
504.1423	1107
504.65839	1139
505.17447	1082
505.69052	1105
506.20657	1157
506.72263	1113
507.23865	1145
507.75467	1125
508.27069	1093
508.78668	1137
509.30267	1102
509.81866	1102
510.33463	1159
510.85059	1164
511.36655	1191
511.88248	1068
512.39844	1114
512.91437	1188
513.43024	1143
513.94617	1105
514.46204	1148
514.97791	1150
515.49377	1186
516.00964	1138
516.52551	1211
517.04132	1171
517.55719	1130
518.073	1180
518.58881	1077
519.10461	1160
519.62036	1180
520.13617	1102
520.65192	1139
521.16766	1160
521.68341	1166
522.1991	1084
522.71484	1127
523.23053	1126
523.74622	1065
524.2619	1114
524.77759	1135
525.29327	1107
525.8089	1120
526.32452	1135
526.84015	1077
527.35577	1091
527.8714	1101
528.38696	1141
528.90259	1170
529.41815	1083
529.93372	1121
530.44922	1047
530.96478	1073
531.48029	1042
531.99579	1092
532.51129	1060
533.02679	1024
533.5423	1024
534.05774	1075
534.57318	1041
535.08862	1033
535.60406	1000
536.11945	1012
536.63489	959
537.15027	1012
537.66565	1082
538.18097	1049
538.69635	970
539.21167	954
539.72699	1026
540.24231	1044
540.75763	1059
541.27289	1023
541.78821	1048
542.30347	994
542.81873	967
543.33392	968
543.84918	951
544.36438	1003
544.87958	992
545.39478	1001
545.90991	995
546.42511	933
546.94025	970
547.45538	997
547.97052	1008
548.4856	986
549.00073	938
549.51581	973
550.03088	1035
550.5459	997
551.06097	1050
551.57599	982
552.091	986
552.60602	1011
553.12097	1026
553.63593	1001
554.15094	951
554.66583	1003
555.18079	1048
555.69568	1024
556.21063	992
556.72552	1066
557.24036	1023
557.75525	1030
558.27008	1054
558.78491	1054
559.29974	1054
559.81458	1067
560.32935	1018
560.84412	1031
561.35889	1038
561.87366	1056
562.38837	1135
562.90308	1020
563.41779	1135
563.9325	1156
564.44714	1166
564.96179	1187
565.47644	1147
565.99109	1147
566.50574	1143
567.02032	1155
567.53491	1148
568.0495	1165
568.56403	1197
569.07861	1212
569.59314	1198
570.1076	1115
570.62213	1303
571.1366	1277
571.65106	1304
572.16553	1310
572.67999	1256
573.1944	1280
573.7088	1258
574.22321	1329
574.73755	1314
575.25195	1326
575.7663	1323
576.28058	1392
576.79492	1382
577.3092	1438
577.82349	1412
578.33777	1415
578.85205	1422
579.36627	1465
579.88049	1370
580.39471	1509
580.90887	1531
581.42303	1464
581.93719	1569
582.45135	1531
582.96545	1550
583.47955	1558
583.99365	1666
584.50775	1564
585.02179	1622
585.53583	1541
586.04987	1622
586.5639	1709
587.07788	1700
587.59186	1673
588.10583	1696
588.61975	1652
589.13373	1766
589.64758	1788
590.1615	1838
590.67542	1732
591.18927	1839
591.70306	1708
592.21692	1756
592.73071	1855
593.24451	1758
593.7583	1882
594.27209	1848
594.78583	1869
