Date and Time:                Fri Oct 17 06:47:36.242 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	257
478.84332	307
479.35983	327
479.87631	337
480.39282	317
480.9093	321
481.42575	331
481.94223	326
482.45868	317
482.97513	310
483.49158	318
484.00803	359
484.52444	400
485.04086	416
485.55728	506
486.07367	510
486.59006	558
487.10645	572
487.62283	675
488.13919	672
488.65555	759
489.17191	784
489.68826	857
490.20459	897
490.72092	956
491.23724	968
491.75354	1073
492.26984	1049
492.78613	1166
493.30243	1141
493.8187	1262
494.33496	1310
494.85123	1353
495.36746	1393
495.8837	1420
496.39993	1496
496.91617	1576
497.43237	1604
497.94858	1723
498.46478	1777
498.98096	1913
499.49713	2051
500.01331	2091
500.52945	2266
501.04562	2349
501.56174	2529
502.07788	2804
502.59399	3107
503.11011	3282
503.62622	3528
504.1423	3967
504.65839	4542
505.17447	4953
505.69052	5331
506.20657	6040
506.72263	6701
507.23865	7326
507.75467	8264
508.27069	9171
508.78668	10265
509.30267	11251
509.81866	12059
510.33463	13271
510.85059	14185
511.36655	15296
511.88248	15950
512.39844	16906
512.91437	17402
513.43024	17821
513.94617	18775
514.46204	18836
514.97791	19125
515.49377	19080
516.00964	19315
516.52551	19342
517.04132	19488
517.55719	18791
518.073	18685
518.58881	18446
519.10461	18049
519.62036	17522
520.13617	17092
520.65192	16215
521.16766	15822
521.68341	15281
522.1991	14725
522.71484	13518
523.23053	12706
523.74622	11651
524.2619	10892
524.77759	9777
525.29327	8953
525.8089	8049
526.32452	7029
526.84015	6207
527.35577	5555
527.8714	4834
528.38696	4313
528.90259	3943
529.41815	3447
529.93372	3124
530.44922	2904
530.96478	2579
531.48029	2423
531.99579	2436
532.51129	2253
533.02679	2293
533.5423	2248
534.05774	2176
534.57318	2199
535.08862	2094
535.60406	2157
536.11945	2093
536.63489	2081
537.15027	2050
537.66565	1885
538.18097	1975
538.69635	1922
539.21167	1903
539.72699	1865
540.24231	1845
540.75763	1829
541.27289	1744
541.78821	1668
542.30347	1758
542.81873	1592
543.33392	1515
543.84918	1666
544.36438	1495
544.87958	1541
545.39478	1524
545.90991	1537
546.42511	1402
546.94025	1498
547.45538	1417
547.97052	1448
548.4856	1449
549.00073	1278
549.51581	1390
550.03088	1366
550.5459	1344
551.06097	1294
551.57599	1268
552.091	1301
552.60602	1234
553.12097	1302
553.63593	1263
554.15094	1278
554.66583	1309
555.18079	1225
555.69568	1180
556.21063	1225
556.72552	1235
557.24036	1174
557.75525	1197
558.27008	1173
558.78491	1149
559.29974	1084
559.81458	1116
560.32935	1160
560.84412	1170
561.35889	1076
561.87366	1147
562.38837	1132
562.90308	1075
563.41779	1136
563.9325	1055
564.44714	1096
564.96179	1063
565.47644	1020
565.99109	1094
566.50574	1089
567.02032	1088
567.53491	1060
568.0495	1015
568.56403	1026
569.07861	1035
569.59314	914
570.1076	994
570.62213	946
571.1366	1003
571.65106	976
572.16553	961
572.67999	995
573.1944	925
573.7088	916
574.22321	940
574.73755	940
575.25195	967
575.7663	963
576.28058	868
576.79492	942
577.3092	931
577.82349	900
578.33777	886
578.85205	862
579.36627	868
579.88049	887
580.39471	865
580.90887	849
581.42303	846
581.93719	856
582.45135	827
582.96545	844
583.47955	780
583.99365	880
584.50775	857
585.02179	805
585.53583	808
586.04987	817
586.5639	805
587.07788	825
587.59186	802
588.10583	808
588.61975	804
589.13373	741
589.64758	787
590.1615	760
590.67542	790
591.18927	746
591.70306	747
592.21692	767
592.73071	757
593.24451	757
593.7583	749
594.27209	746
594.78583	687
595.29956	748
595.81323	711
