Date and Time:                Fri Oct 17 06:47:58.794 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	277
478.84332	308
479.35983	328
479.87631	320
480.39282	325
480.9093	317
481.42575	315
481.94223	322
482.45868	322
482.97513	339
483.49158	354
484.00803	370
484.52444	431
485.04086	456
485.55728	491
486.07367	512
486.59006	570
487.10645	612
487.62283	627
488.13919	687
488.65555	733
489.17191	774
489.68826	817
490.20459	856
490.72092	918
491.23724	977
491.75354	1043
492.26984	1090
492.78613	1118
493.30243	1206
493.8187	1234
494.33496	1253
494.85123	1359
495.36746	1398
495.8837	1392
496.39993	1509
496.91617	1606
497.43237	1663
497.94858	1698
498.46478	1820
498.98096	2023
499.49713	2106
500.01331	2184
500.52945	2120
501.04562	2347
501.56174	2505
502.07788	2618
502.59399	3068
503.11011	3300
503.62622	3528
504.1423	3938
504.65839	4342
505.17447	4953
505.69052	5382
506.20657	5986
506.72263	6619
507.23865	7432
507.75467	8101
508.27069	9021
508.78668	10047
509.30267	11243
509.81866	11912
510.33463	13075
510.85059	14288
511.36655	15076
511.88248	15801
512.39844	16800
512.91437	17195
513.43024	17995
513.94617	18281
514.46204	19065
514.97791	19008
515.49377	19373
516.00964	19421
516.52551	19380
517.04132	19367
517.55719	19017
518.073	18766
518.58881	18210
519.10461	17814
519.62036	17868
520.13617	17064
520.65192	16339
521.16766	15977
521.68341	14863
522.1991	14323
522.71484	13701
523.23053	12749
523.74622	12053
524.2619	10828
524.77759	9722
525.29327	8773
525.8089	8047
526.32452	7020
526.84015	6252
527.35577	5591
527.8714	4967
528.38696	4374
528.90259	3796
529.41815	3561
529.93372	3029
530.44922	2771
530.96478	2637
531.48029	2469
531.99579	2345
532.51129	2415
533.02679	2187
533.5423	2377
534.05774	2217
534.57318	2137
535.08862	2267
535.60406	2145
536.11945	2084
536.63489	2016
537.15027	2033
537.66565	2027
538.18097	1986
538.69635	1902
539.21167	1870
539.72699	1814
540.24231	1732
540.75763	1773
541.27289	1664
541.78821	1779
542.30347	1710
542.81873	1658
543.33392	1579
543.84918	1547
544.36438	1600
544.87958	1545
545.39478	1429
545.90991	1426
546.42511	1399
546.94025	1424
547.45538	1402
547.97052	1443
548.4856	1407
549.00073	1369
549.51581	1327
550.03088	1330
550.5459	1315
551.06097	1331
551.57599	1280
552.091	1270
552.60602	1234
553.12097	1226
553.63593	1262
554.15094	1205
554.66583	1256
555.18079	1187
555.69568	1250
556.21063	1214
556.72552	1147
557.24036	1247
557.75525	1175
558.27008	1149
558.78491	1124
559.29974	1151
559.81458	1164
560.32935	1138
560.84412	1126
561.35889	1133
561.87366	1093
562.38837	1072
562.90308	1121
563.41779	1100
563.9325	1112
564.44714	1057
564.96179	1044
565.47644	1034
565.99109	1023
566.50574	1074
567.02032	1097
567.53491	1014
568.0495	1029
568.56403	1021
569.07861	1032
569.59314	981
570.1076	1041
570.62213	994
571.1366	1004
571.65106	1004
572.16553	994
572.67999	880
573.1944	978
573.7088	1010
574.22321	901
574.73755	947
575.25195	903
575.7663	899
576.28058	938
576.79492	901
577.3092	886
577.82349	931
578.33777	893
578.85205	902
579.36627	907
579.88049	865
580.39471	777
580.90887	832
581.42303	847
581.93719	835
582.45135	821
582.96545	803
583.47955	865
583.99365	840
584.50775	898
585.02179	779
585.53583	828
586.04987	780
586.5639	808
587.07788	815
587.59186	810
588.10583	791
588.61975	794
589.13373	741
589.64758	782
590.1615	774
590.67542	776
591.18927	729
591.70306	779
592.21692	724
592.73071	743
593.24451	784
593.7583	737
594.27209	789
594.78583	713
595.29956	732
595.81323	696
