Date and Time:                Fri Oct 17 06:48:32.524 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	259
478.84332	333
479.35983	302
479.87631	328
480.39282	330
480.9093	336
481.42575	328
481.94223	340
482.45868	335
482.97513	341
483.49158	331
484.00803	334
484.52444	419
485.04086	467
485.55728	509
486.07367	546
486.59006	565
487.10645	615
487.62283	647
488.13919	698
488.65555	731
489.17191	754
489.68826	830
490.20459	872
490.72092	914
491.23724	951
491.75354	1062
492.26984	1155
492.78613	1144
493.30243	1208
493.8187	1258
494.33496	1290
494.85123	1321
495.36746	1388
495.8837	1429
496.39993	1563
496.91617	1604
497.43237	1671
497.94858	1681
498.46478	1845
498.98096	1898
499.49713	1954
500.01331	2159
500.52945	2090
501.04562	2359
501.56174	2455
502.07788	2743
502.59399	3017
503.11011	3253
503.62622	3506
504.1423	4004
504.65839	4467
505.17447	4885
505.69052	5500
506.20657	5947
506.72263	6607
507.23865	7492
507.75467	8183
508.27069	9183
508.78668	9986
509.30267	11081
509.81866	12204
510.33463	12912
510.85059	14090
511.36655	15134
511.88248	15936
512.39844	16746
512.91437	17324
513.43024	18073
513.94617	18575
514.46204	18829
514.97791	19199
515.49377	19133
516.00964	19362
516.52551	19332
517.04132	19325
517.55719	19188
518.073	18654
518.58881	18289
519.10461	17934
519.62036	17597
520.13617	16891
520.65192	16407
521.16766	15998
521.68341	15216
522.1991	14120
522.71484	13535
523.23053	12655
523.74622	11782
524.2619	10801
524.77759	9861
525.29327	9123
525.8089	8028
526.32452	7094
526.84015	6184
527.35577	5623
527.8714	4820
528.38696	4417
528.90259	3856
529.41815	3426
529.93372	3066
530.44922	2893
530.96478	2651
531.48029	2438
531.99579	2487
532.51129	2349
533.02679	2356
533.5423	2333
534.05774	2232
534.57318	2211
535.08862	2099
535.60406	2097
536.11945	2140
536.63489	2114
537.15027	2003
537.66565	1941
538.18097	1988
538.69635	1903
539.21167	1937
539.72699	1792
540.24231	1891
540.75763	1822
541.27289	1723
541.78821	1638
542.30347	1698
542.81873	1592
543.33392	1592
543.84918	1585
544.36438	1560
544.87958	1524
545.39478	1510
545.90991	1379
546.42511	1420
546.94025	1400
547.45538	1432
547.97052	1415
548.4856	1419
549.00073	1444
549.51581	1373
550.03088	1372
550.5459	1261
551.06097	1211
551.57599	1271
552.091	1267
552.60602	1307
553.12097	1270
553.63593	1195
554.15094	1222
554.66583	1299
555.18079	1224
555.69568	1247
556.21063	1199
556.72552	1251
557.24036	1213
557.75525	1139
558.27008	1138
558.78491	1151
559.29974	1193
559.81458	1118
560.32935	1149
560.84412	1164
561.35889	1154
561.87366	1154
562.38837	1113
562.90308	1106
563.41779	1118
563.9325	1148
564.44714	1098
564.96179	1049
565.47644	1110
565.99109	1098
566.50574	1077
567.02032	1029
567.53491	1099
568.0495	1105
568.56403	1021
569.07861	1015
569.59314	1071
570.1076	1004
570.62213	1014
571.1366	1023
571.65106	952
572.16553	989
572.67999	962
573.1944	884
573.7088	919
574.22321	985
574.73755	969
575.25195	976
575.7663	967
576.28058	918
576.79492	924
577.3092	948
577.82349	933
578.33777	921
578.85205	901
579.36627	885
579.88049	892
580.39471	898
580.90887	866
581.42303	902
581.93719	869
582.45135	861
582.96545	843
583.47955	812
583.99365	851
584.50775	877
585.02179	876
585.53583	811
586.04987	825
586.5639	813
587.07788	852
587.59186	793
588.10583	786
588.61975	839
589.13373	778
589.64758	767
590.1615	759
590.67542	752
591.18927	750
591.70306	768
592.21692	748
592.73071	737
593.24451	796
593.7583	761
594.27209	751
594.78583	724
595.29956	767
595.81323	691
