Date and Time:                Wed Oct 22 09:47:48.655 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	292
478.84332	390
479.35983	364
479.87631	374
480.39282	360
480.9093	359
481.42575	363
481.94223	368
482.45868	362
482.97513	385
483.49158	378
484.00803	380
484.52444	368
485.04086	424
485.55728	453
486.07367	467
486.59006	491
487.10645	493
487.62283	494
488.13919	526
488.65555	556
489.17191	609
489.68826	592
490.20459	543
490.72092	591
491.23724	644
491.75354	663
492.26984	625
492.78613	701
493.30243	701
493.8187	756
494.33496	788
494.85123	764
495.36746	782
495.8837	865
496.39993	804
496.91617	866
497.43237	876
497.94858	862
498.46478	878
498.98096	888
499.49713	935
500.01331	900
500.52945	897
501.04562	940
501.56174	892
502.07788	903
502.59399	909
503.11011	915
503.62622	939
504.1423	928
504.65839	875
505.17447	946
505.69052	927
506.20657	925
506.72263	936
507.23865	932
507.75467	905
508.27069	923
508.78668	964
509.30267	946
509.81866	903
510.33463	934
510.85059	901
511.36655	958
511.88248	916
512.39844	952
512.91437	966
513.43024	867
513.94617	875
514.46204	903
514.97791	926
515.49377	913
516.00964	900
516.52551	863
517.04132	877
517.55719	915
518.073	868
518.58881	879
519.10461	877
519.62036	852
520.13617	898
520.65192	873
521.16766	899
521.68341	890
522.1991	884
522.71484	860
523.23053	870
523.74622	849
524.2619	817
524.77759	831
525.29327	885
525.8089	837
526.32452	845
526.84015	861
527.35577	797
527.8714	899
528.38696	851
528.90259	824
529.41815	799
529.93372	844
530.44922	836
530.96478	823
531.48029	822
531.99579	776
532.51129	813
533.02679	772
533.5423	800
534.05774	774
534.57318	839
535.08862	823
535.60406	784
536.11945	756
536.63489	772
537.15027	754
537.66565	748
538.18097	784
538.69635	821
539.21167	760
539.72699	778
540.24231	734
540.75763	735
541.27289	811
541.78821	743
542.30347	710
542.81873	731
543.33392	749
543.84918	799
544.36438	771
544.87958	755
545.39478	757
545.90991	743
546.42511	740
546.94025	708
547.45538	745
547.97052	749
548.4856	694
549.00073	723
549.51581	729
550.03088	732
550.5459	670
551.06097	691
551.57599	712
552.091	693
552.60602	747
553.12097	733
553.63593	728
554.15094	709
554.66583	681
555.18079	709
555.69568	719
556.21063	722
556.72552	667
557.24036	707
557.75525	710
558.27008	717
558.78491	675
559.29974	702
559.81458	669
560.32935	663
560.84412	687
561.35889	707
561.87366	720
562.38837	758
562.90308	727
563.41779	685
563.9325	637
564.44714	668
564.96179	739
565.47644	706
565.99109	696
566.50574	686
567.02032	653
567.53491	758
568.0495	725
568.56403	727
569.07861	712
569.59314	763
570.1076	766
570.62213	728
571.1366	711
571.65106	691
572.16553	705
572.67999	715
573.1944	691
573.7088	727
574.22321	737
574.73755	711
575.25195	764
575.7663	731
576.28058	754
576.79492	745
577.3092	767
577.82349	743
578.33777	772
578.85205	735
579.36627	750
579.88049	776
580.39471	830
580.90887	759
581.42303	736
581.93719	819
582.45135	812
582.96545	758
583.47955	719
583.99365	807
584.50775	776
585.02179	758
585.53583	774
586.04987	808
586.5639	816
587.07788	791
587.59186	796
588.10583	781
588.61975	861
589.13373	812
589.64758	800
590.1615	806
590.67542	867
591.18927	815
591.70306	878
592.21692	824
592.73071	836
593.24451	810
593.7583	866
594.27209	796
594.78583	877
595.29956	829
595.81323	800
596.32697	862
596.84064	838
597.35425	817
597.86792	843
598.38153	908
598.89514	909
599.40875	867
599.9223	857
600.43585	890
600.9494	872
601.46289	864
601.97638	880
602.48987	837
603.00336	866
603.51678	865
604.03021	893
604.54364	877
605.05701	838
605.57043	845
606.08374	891
606.59711	881
607.11041	887
