Date and Time:                Wed Oct 22 09:53:57.241 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	307
478.84332	354
479.35983	359
479.87631	385
480.39282	373
480.9093	377
481.42575	383
481.94223	366
482.45868	380
482.97513	361
483.49158	399
484.00803	364
484.52444	383
485.04086	390
485.55728	429
486.07367	441
486.59006	498
487.10645	484
487.62283	484
488.13919	498
488.65555	499
489.17191	510
489.68826	577
490.20459	586
490.72092	604
491.23724	602
491.75354	594
492.26984	655
492.78613	679
493.30243	645
493.8187	705
494.33496	713
494.85123	745
495.36746	735
495.8837	732
496.39993	796
496.91617	817
497.43237	822
497.94858	781
498.46478	827
498.98096	872
499.49713	904
500.01331	828
500.52945	851
501.04562	838
501.56174	845
502.07788	875
502.59399	797
503.11011	839
503.62622	820
504.1423	851
504.65839	867
505.17447	861
505.69052	845
506.20657	835
506.72263	800
507.23865	855
507.75467	858
508.27069	840
508.78668	835
509.30267	875
509.81866	869
510.33463	812
510.85059	810
511.36655	836
511.88248	829
512.39844	868
512.91437	857
513.43024	810
513.94617	830
514.46204	860
514.97791	850
515.49377	790
516.00964	826
516.52551	890
517.04132	769
517.55719	829
518.073	825
518.58881	858
519.10461	848
519.62036	822
520.13617	803
520.65192	861
521.16766	787
521.68341	828
522.1991	782
522.71484	776
523.23053	761
523.74622	810
524.2619	806
524.77759	774
525.29327	762
525.8089	787
526.32452	807
526.84015	802
527.35577	783
527.8714	787
528.38696	775
528.90259	782
529.41815	720
529.93372	793
530.44922	762
530.96478	771
531.48029	720
531.99579	789
532.51129	738
533.02679	759
533.5423	720
534.05774	711
534.57318	734
535.08862	765
535.60406	763
536.11945	728
536.63489	743
537.15027	757
537.66565	733
538.18097	720
538.69635	735
539.21167	728
539.72699	687
540.24231	683
540.75763	712
541.27289	688
541.78821	750
542.30347	682
542.81873	739
543.33392	698
543.84918	673
544.36438	653
544.87958	754
545.39478	708
545.90991	679
546.42511	695
546.94025	643
547.45538	686
547.97052	700
548.4856	666
549.00073	715
549.51581	686
550.03088	657
550.5459	670
551.06097	635
551.57599	697
552.091	690
552.60602	662
553.12097	650
553.63593	656
554.15094	692
554.66583	660
555.18079	640
555.69568	645
556.21063	728
556.72552	677
557.24036	668
557.75525	647
558.27008	659
558.78491	692
559.29974	640
559.81458	652
560.32935	657
560.84412	669
561.35889	677
561.87366	650
562.38837	682
562.90308	690
563.41779	690
563.9325	652
564.44714	719
564.96179	705
565.47644	673
565.99109	705
566.50574	671
567.02032	747
567.53491	715
568.0495	697
568.56403	685
569.07861	724
569.59314	646
570.1076	673
570.62213	718
571.1366	688
571.65106	684
572.16553	715
572.67999	742
573.1944	726
573.7088	703
574.22321	712
574.73755	687
575.25195	768
575.7663	699
576.28058	694
576.79492	732
577.3092	676
577.82349	717
578.33777	710
578.85205	769
579.36627	773
579.88049	824
580.39471	757
580.90887	784
581.42303	741
581.93719	769
582.45135	768
582.96545	819
583.47955	773
583.99365	743
584.50775	740
585.02179	733
585.53583	844
586.04987	788
586.5639	713
587.07788	821
587.59186	797
588.10583	776
588.61975	803
589.13373	753
589.64758	834
590.1615	792
590.67542	831
591.18927	805
591.70306	801
592.21692	796
592.73071	768
593.24451	818
593.7583	819
594.27209	807
594.78583	831
595.29956	815
595.81323	822
596.32697	833
596.84064	841
597.35425	855
597.86792	834
598.38153	848
598.89514	838
599.40875	824
599.9223	875
600.43585	822
600.9494	887
601.46289	872
601.97638	873
602.48987	884
603.00336	856
603.51678	853
604.03021	860
604.54364	925
605.05701	922
605.57043	831
606.08374	882
606.59711	932
607.11041	833
