Date and Time:                Sun Nov 2 14:53:10.249 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	321
478.84332	346
479.35983	367
479.87631	376
480.39282	369
480.9093	370
481.42575	368
481.94223	371
482.45868	355
482.97513	401
483.49158	379
484.00803	385
484.52444	384
485.04086	381
485.55728	410
486.07367	401
486.59006	417
487.10645	424
487.62283	421
488.13919	436
488.65555	436
489.17191	419
489.68826	447
490.20459	454
490.72092	459
491.23724	480
491.75354	463
492.26984	476
492.78613	515
493.30243	474
493.8187	457
494.33496	482
494.85123	498
495.36746	526
495.8837	478
496.39993	502
496.91617	526
497.43237	530
497.94858	511
498.46478	546
498.98096	530
499.49713	553
500.01331	541
500.52945	526
501.04562	532
501.56174	561
502.07788	543
502.59399	587
503.11011	542
503.62622	582
504.1423	574
504.65839	512
505.17447	533
505.69052	570
506.20657	529
506.72263	541
507.23865	524
507.75467	516
508.27069	534
508.78668	532
509.30267	550
509.81866	546
510.33463	534
510.85059	534
511.36655	559
511.88248	496
512.39844	569
512.91437	495
513.43024	527
513.94617	516
514.46204	550
514.97791	542
515.49377	484
516.00964	463
516.52551	497
517.04132	568
517.55719	512
518.073	498
518.58881	520
519.10461	514
519.62036	501
520.13617	502
520.65192	493
521.16766	504
521.68341	489
522.1991	517
522.71484	511
523.23053	523
523.74622	489
524.2619	492
524.77759	463
525.29327	499
525.8089	518
526.32452	500
526.84015	514
527.35577	534
527.8714	482
528.38696	504
528.90259	464
529.41815	510
529.93372	484
530.44922	496
530.96478	467
531.48029	457
531.99579	473
532.51129	454
533.02679	475
533.5423	440
534.05774	473
534.57318	480
535.08862	501
535.60406	433
536.11945	454
536.63489	453
537.15027	490
537.66565	464
538.18097	482
538.69635	456
539.21167	462
539.72699	463
540.24231	494
540.75763	498
541.27289	444
541.78821	468
542.30347	453
542.81873	478
543.33392	445
543.84918	471
544.36438	473
544.87958	465
545.39478	429
545.90991	487
546.42511	473
546.94025	489
547.45538	454
547.97052	472
548.4856	463
549.00073	442
549.51581	466
550.03088	457
550.5459	470
551.06097	480
551.57599	483
552.091	469
552.60602	454
553.12097	443
553.63593	466
554.15094	455
554.66583	466
555.18079	449
555.69568	470
556.21063	452
556.72552	430
557.24036	443
557.75525	444
558.27008	480
558.78491	461
559.29974	498
559.81458	449
560.32935	488
560.84412	483
561.35889	460
561.87366	480
562.38837	454
562.90308	478
563.41779	492
563.9325	444
564.44714	489
564.96179	483
565.47644	492
565.99109	469
566.50574	457
567.02032	504
567.53491	503
568.0495	513
568.56403	447
569.07861	504
569.59314	502
570.1076	493
570.62213	475
571.1366	506
571.65106	487
572.16553	530
572.67999	496
573.1944	504
573.7088	517
574.22321	524
574.73755	503
575.25195	511
575.7663	502
576.28058	525
576.79492	491
577.3092	500
577.82349	528
578.33777	515
578.85205	574
579.36627	523
579.88049	544
580.39471	533
580.90887	563
581.42303	569
581.93719	521
582.45135	566
582.96545	555
583.47955	555
583.99365	517
584.50775	554
585.02179	580
585.53583	540
586.04987	531
586.5639	570
587.07788	561
587.59186	536
588.10583	582
588.61975	570
589.13373	593
589.64758	593
590.1615	599
590.67542	601
591.18927	577
591.70306	541
592.21692	589
592.73071	590
593.24451	607
593.7583	623
594.27209	574
594.78583	603
595.29956	648
595.81323	601
596.32697	592
596.84064	651
597.35425	606
597.86792	633
598.38153	581
598.89514	628
599.40875	615
599.9223	594
600.43585	584
600.9494	644
601.46289	598
601.97638	592
602.48987	649
603.00336	676
603.51678	567
604.03021	597
604.54364	614
605.05701	620
605.57043	585
606.08374	607
606.59711	592
607.11041	663
