Date and Time:                Fri Oct 17 08:25:30.647 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	258
478.84332	347
479.35983	299
479.87631	324
480.39282	317
480.9093	309
481.42575	326
481.94223	340
482.45868	324
482.97513	327
483.49158	333
484.00803	343
484.52444	399
485.04086	450
485.55728	483
486.07367	530
486.59006	626
487.10645	630
487.62283	668
488.13919	735
488.65555	779
489.17191	813
489.68826	841
490.20459	875
490.72092	953
491.23724	1005
491.75354	1014
492.26984	1135
492.78613	1163
493.30243	1149
493.8187	1302
494.33496	1353
494.85123	1394
495.36746	1437
495.8837	1617
496.39993	1549
496.91617	1599
497.43237	1714
497.94858	1763
498.46478	1848
498.98096	1956
499.49713	2042
500.01331	2153
500.52945	2257
501.04562	2413
501.56174	2530
502.07788	2765
502.59399	3073
503.11011	3384
503.62622	3709
504.1423	4045
504.65839	4577
505.17447	4994
505.69052	5572
506.20657	6088
506.72263	6863
507.23865	7359
507.75467	8421
508.27069	9193
508.78668	10351
509.30267	11304
509.81866	12298
510.33463	13552
510.85059	14283
511.36655	15272
511.88248	16384
512.39844	17317
512.91437	17737
513.43024	18178
513.94617	19007
514.46204	19241
514.97791	19584
515.49377	19497
516.00964	19899
516.52551	19801
517.04132	19591
517.55719	19844
518.073	19559
518.58881	19180
519.10461	18640
519.62036	17757
520.13617	17712
520.65192	17135
521.16766	16302
521.68341	15316
522.1991	14843
522.71484	13835
523.23053	13145
523.74622	12090
524.2619	11040
524.77759	10227
525.29327	9114
525.8089	8130
526.32452	7061
526.84015	6395
527.35577	5795
527.8714	4965
528.38696	4505
528.90259	3903
529.41815	3484
529.93372	3157
530.44922	2849
530.96478	2658
531.48029	2589
531.99579	2468
532.51129	2414
533.02679	2283
533.5423	2306
534.05774	2265
534.57318	2225
535.08862	2102
535.60406	2110
536.11945	2120
536.63489	2027
537.15027	2156
537.66565	2085
538.18097	1996
538.69635	1903
539.21167	1966
539.72699	1890
540.24231	1827
540.75763	1819
541.27289	1783
541.78821	1783
542.30347	1731
542.81873	1755
543.33392	1678
543.84918	1603
544.36438	1617
544.87958	1535
545.39478	1588
545.90991	1473
546.42511	1517
546.94025	1497
547.45538	1483
547.97052	1416
548.4856	1445
549.00073	1392
549.51581	1369
550.03088	1349
550.5459	1312
551.06097	1406
551.57599	1360
552.091	1357
552.60602	1289
553.12097	1283
553.63593	1253
554.15094	1223
554.66583	1270
555.18079	1258
555.69568	1322
556.21063	1220
556.72552	1241
557.24036	1203
557.75525	1208
558.27008	1165
558.78491	1132
559.29974	1188
559.81458	1149
560.32935	1209
560.84412	1087
561.35889	1129
561.87366	1150
562.38837	1183
562.90308	1137
563.41779	1165
563.9325	1166
564.44714	1101
564.96179	1065
565.47644	1115
565.99109	1064
566.50574	1062
567.02032	1100
567.53491	992
568.0495	1097
568.56403	1128
569.07861	1002
569.59314	1066
570.1076	986
570.62213	1060
571.1366	1012
571.65106	1022
572.16553	1043
572.67999	1005
573.1944	999
573.7088	956
574.22321	980
574.73755	987
575.25195	937
575.7663	881
576.28058	955
576.79492	986
577.3092	905
577.82349	950
578.33777	961
578.85205	940
579.36627	915
579.88049	875
580.39471	940
580.90887	909
581.42303	922
581.93719	835
582.45135	873
582.96545	896
583.47955	870
583.99365	828
584.50775	815
585.02179	839
585.53583	846
586.04987	812
586.5639	851
587.07788	846
587.59186	763
588.10583	793
588.61975	767
589.13373	781
589.64758	818
590.1615	777
590.67542	758
591.18927	799
591.70306	738
592.21692	794
592.73071	802
593.24451	760
593.7583	761
594.27209	745
594.78583	699
595.29956	781
595.81323	724
