Date and Time:                Fri Oct 17 08:24:56.569 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	270
478.84332	310
479.35983	351
479.87631	330
480.39282	327
480.9093	330
481.42575	317
481.94223	295
482.45868	335
482.97513	347
483.49158	356
484.00803	355
484.52444	415
485.04086	438
485.55728	504
486.07367	535
486.59006	547
487.10645	605
487.62283	672
488.13919	707
488.65555	754
489.17191	810
489.68826	857
490.20459	910
490.72092	942
491.23724	1000
491.75354	1084
492.26984	1057
492.78613	1225
493.30243	1215
493.8187	1313
494.33496	1319
494.85123	1349
495.36746	1484
495.8837	1456
496.39993	1459
496.91617	1672
497.43237	1735
497.94858	1760
498.46478	1928
498.98096	2111
499.49713	2021
500.01331	2104
500.52945	2227
501.04562	2384
501.56174	2591
502.07788	2802
502.59399	3057
503.11011	3256
503.62622	3664
504.1423	4005
504.65839	4419
505.17447	4956
505.69052	5483
506.20657	5981
506.72263	6683
507.23865	7599
507.75467	8325
508.27069	9338
508.78668	10223
509.30267	11197
509.81866	12416
510.33463	13457
510.85059	14528
511.36655	15636
511.88248	16138
512.39844	17108
512.91437	17639
513.43024	18545
513.94617	18924
514.46204	19392
514.97791	19690
515.49377	19539
516.00964	20080
516.52551	20056
517.04132	19575
517.55719	19453
518.073	19302
518.58881	18745
519.10461	18525
519.62036	18125
520.13617	17411
520.65192	16986
521.16766	16138
521.68341	15653
522.1991	14845
522.71484	14009
523.23053	13014
523.74622	12156
524.2619	11366
524.77759	9988
525.29327	9230
525.8089	7995
526.32452	7100
526.84015	6383
527.35577	5642
527.8714	4938
528.38696	4386
528.90259	3878
529.41815	3518
529.93372	3190
530.44922	2988
530.96478	2674
531.48029	2550
531.99579	2450
532.51129	2412
533.02679	2428
533.5423	2334
534.05774	2182
534.57318	2297
535.08862	2156
535.60406	2189
536.11945	2148
536.63489	2008
537.15027	2143
537.66565	2019
538.18097	1950
538.69635	1976
539.21167	1886
539.72699	1923
540.24231	1792
540.75763	1837
541.27289	1715
541.78821	1797
542.30347	1674
542.81873	1645
543.33392	1695
543.84918	1688
544.36438	1571
544.87958	1540
545.39478	1530
545.90991	1498
546.42511	1488
546.94025	1460
547.45538	1428
547.97052	1448
548.4856	1447
549.00073	1426
549.51581	1297
550.03088	1308
550.5459	1371
551.06097	1377
551.57599	1308
552.091	1351
552.60602	1335
553.12097	1317
553.63593	1274
554.15094	1276
554.66583	1249
555.18079	1254
555.69568	1258
556.21063	1274
556.72552	1275
557.24036	1280
557.75525	1202
558.27008	1221
558.78491	1247
559.29974	1190
559.81458	1230
560.32935	1191
560.84412	1123
561.35889	1109
561.87366	1147
562.38837	1079
562.90308	1118
563.41779	1072
563.9325	1145
564.44714	1131
564.96179	1080
565.47644	1098
565.99109	1102
566.50574	1032
567.02032	1007
567.53491	1089
568.0495	1002
568.56403	1047
569.07861	1013
569.59314	1028
570.1076	983
570.62213	932
571.1366	980
571.65106	1006
572.16553	1004
572.67999	1034
573.1944	1003
573.7088	948
574.22321	981
574.73755	977
575.25195	968
575.7663	1012
576.28058	925
576.79492	970
577.3092	874
577.82349	924
578.33777	884
578.85205	928
579.36627	866
579.88049	885
580.39471	860
580.90887	904
581.42303	839
581.93719	877
582.45135	798
582.96545	854
583.47955	823
583.99365	887
584.50775	855
585.02179	834
585.53583	835
586.04987	843
586.5639	793
587.07788	821
587.59186	821
588.10583	815
588.61975	834
589.13373	807
589.64758	743
590.1615	806
590.67542	817
591.18927	825
591.70306	779
592.21692	740
592.73071	803
593.24451	750
593.7583	725
594.27209	741
594.78583	751
595.29956	763
595.81323	738
