Date and Time:                Fri Oct 17 08:26:15.651 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	253
478.84332	324
479.35983	308
479.87631	329
480.39282	320
480.9093	329
481.42575	332
481.94223	329
482.45868	306
482.97513	335
483.49158	346
484.00803	371
484.52444	401
485.04086	433
485.55728	457
486.07367	537
486.59006	564
487.10645	619
487.62283	612
488.13919	733
488.65555	775
489.17191	865
489.68826	814
490.20459	887
490.72092	938
491.23724	1064
491.75354	1048
492.26984	1066
492.78613	1160
493.30243	1180
493.8187	1232
494.33496	1328
494.85123	1352
495.36746	1343
495.8837	1518
496.39993	1534
496.91617	1625
497.43237	1657
497.94858	1770
498.46478	1842
498.98096	1947
499.49713	1942
500.01331	2107
500.52945	2206
501.04562	2390
501.56174	2589
502.07788	2890
502.59399	3029
503.11011	3364
503.62622	3666
504.1423	4011
504.65839	4518
505.17447	4794
505.69052	5463
506.20657	6014
506.72263	6689
507.23865	7726
507.75467	8352
508.27069	9173
508.78668	10379
509.30267	11053
509.81866	12287
510.33463	13462
510.85059	14413
511.36655	15308
511.88248	16164
512.39844	17102
512.91437	17589
513.43024	18314
513.94617	18845
514.46204	19431
514.97791	19760
515.49377	19637
516.00964	19621
516.52551	19937
517.04132	19865
517.55719	19333
518.073	18897
518.58881	18632
519.10461	18424
519.62036	18098
520.13617	17763
520.65192	17044
521.16766	16353
521.68341	15149
522.1991	14647
522.71484	13958
523.23053	13090
523.74622	12124
524.2619	11000
524.77759	10123
525.29327	9085
525.8089	8349
526.32452	7110
526.84015	6332
527.35577	5618
527.8714	5207
528.38696	4471
528.90259	3867
529.41815	3546
529.93372	3147
530.44922	2907
530.96478	2737
531.48029	2512
531.99579	2390
532.51129	2437
533.02679	2349
533.5423	2318
534.05774	2210
534.57318	2190
535.08862	2255
535.60406	2142
536.11945	2141
536.63489	1998
537.15027	2015
537.66565	2082
538.18097	1993
538.69635	1981
539.21167	1937
539.72699	1858
540.24231	1774
540.75763	1796
541.27289	1813
541.78821	1813
542.30347	1725
542.81873	1632
543.33392	1681
543.84918	1572
544.36438	1555
544.87958	1495
545.39478	1518
545.90991	1550
546.42511	1474
546.94025	1424
547.45538	1382
547.97052	1430
548.4856	1355
549.00073	1445
549.51581	1329
550.03088	1427
550.5459	1356
551.06097	1359
551.57599	1278
552.091	1306
552.60602	1297
553.12097	1269
553.63593	1301
554.15094	1243
554.66583	1292
555.18079	1210
555.69568	1141
556.21063	1222
556.72552	1212
557.24036	1252
557.75525	1166
558.27008	1138
558.78491	1150
559.29974	1187
559.81458	1119
560.32935	1163
560.84412	1090
561.35889	1109
561.87366	1149
562.38837	1101
562.90308	1133
563.41779	1051
563.9325	1106
564.44714	1054
564.96179	994
565.47644	1116
565.99109	1056
566.50574	1065
567.02032	1046
567.53491	1030
568.0495	1039
568.56403	1002
569.07861	1031
569.59314	1059
570.1076	994
570.62213	1032
571.1366	1031
571.65106	1013
572.16553	970
572.67999	933
573.1944	1002
573.7088	1003
574.22321	946
574.73755	929
575.25195	898
575.7663	947
576.28058	865
576.79492	911
577.3092	915
577.82349	876
578.33777	891
578.85205	903
579.36627	972
579.88049	889
580.39471	878
580.90887	885
581.42303	900
581.93719	861
582.45135	851
582.96545	865
583.47955	869
583.99365	853
584.50775	819
585.02179	879
585.53583	824
586.04987	827
586.5639	811
587.07788	792
587.59186	785
588.10583	783
588.61975	812
589.13373	796
589.64758	755
590.1615	797
590.67542	760
591.18927	783
591.70306	783
592.21692	737
592.73071	732
593.24451	726
593.7583	766
594.27209	768
594.78583	722
595.29956	717
595.81323	753
