Date and Time:                Sun Nov 2 14:17:05.155 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	273
478.84332	314
479.35983	327
479.87631	311
480.39282	321
480.9093	307
481.42575	328
481.94223	311
482.45868	324
482.97513	307
483.49158	307
484.00803	296
484.52444	323
485.04086	327
485.55728	302
486.07367	310
486.59006	292
487.10645	299
487.62283	303
488.13919	346
488.65555	302
489.17191	305
489.68826	294
490.20459	328
490.72092	290
491.23724	304
491.75354	296
492.26984	310
492.78613	295
493.30243	306
493.8187	315
494.33496	341
494.85123	317
495.36746	300
495.8837	315
496.39993	336
496.91617	321
497.43237	296
497.94858	311
498.46478	312
498.98096	319
499.49713	314
500.01331	299
500.52945	325
501.04562	306
501.56174	304
502.07788	309
502.59399	317
503.11011	298
503.62622	297
504.1423	310
504.65839	321
505.17447	315
505.69052	308
506.20657	306
506.72263	322
507.23865	330
507.75467	309
508.27069	316
508.78668	321
509.30267	321
509.81866	290
510.33463	323
510.85059	333
511.36655	334
511.88248	313
512.39844	303
512.91437	297
513.43024	330
513.94617	301
514.46204	315
514.97791	318
515.49377	308
516.00964	314
516.52551	323
517.04132	317
517.55719	323
518.073	314
518.58881	305
519.10461	303
519.62036	302
520.13617	317
520.65192	324
521.16766	323
521.68341	315
522.1991	316
522.71484	316
523.23053	321
523.74622	313
524.2619	286
524.77759	329
525.29327	320
525.8089	309
526.32452	333
526.84015	327
527.35577	299
527.8714	317
528.38696	291
528.90259	316
529.41815	307
529.93372	299
530.44922	319
530.96478	310
531.48029	293
531.99579	309
532.51129	341
533.02679	315
533.5423	288
534.05774	312
534.57318	285
535.08862	333
535.60406	300
536.11945	324
536.63489	330
537.15027	307
537.66565	324
538.18097	326
538.69635	321
539.21167	319
539.72699	311
540.24231	328
540.75763	305
541.27289	310
541.78821	320
542.30347	306
542.81873	321
543.33392	319
543.84918	295
544.36438	323
544.87958	290
545.39478	310
545.90991	304
546.42511	307
546.94025	304
547.45538	324
547.97052	305
548.4856	300
549.00073	315
549.51581	288
550.03088	312
550.5459	304
551.06097	322
551.57599	318
552.091	317
552.60602	332
553.12097	317
553.63593	313
554.15094	285
554.66583	312
555.18079	306
555.69568	322
556.21063	312
556.72552	309
557.24036	321
557.75525	318
558.27008	314
558.78491	324
559.29974	305
559.81458	323
560.32935	310
560.84412	320
561.35889	311
561.87366	306
562.38837	302
562.90308	318
563.41779	322
563.9325	306
564.44714	313
564.96179	314
565.47644	304
565.99109	318
566.50574	310
567.02032	312
567.53491	318
568.0495	299
568.56403	312
569.07861	325
569.59314	299
570.1076	313
570.62213	315
571.1366	320
571.65106	300
572.16553	308
572.67999	321
573.1944	298
573.7088	329
574.22321	303
574.73755	306
575.25195	314
575.7663	326
576.28058	288
576.79492	324
577.3092	319
577.82349	294
578.33777	322
578.85205	291
579.36627	321
579.88049	297
580.39471	331
580.90887	316
581.42303	309
581.93719	321
582.45135	299
582.96545	314
583.47955	326
583.99365	317
584.50775	297
585.02179	284
585.53583	306
586.04987	310
586.5639	311
587.07788	312
587.59186	320
588.10583	313
588.61975	304
589.13373	307
589.64758	290
590.1615	322
590.67542	331
591.18927	307
591.70306	310
592.21692	300
592.73071	282
593.24451	296
593.7583	289
594.27209	302
594.78583	317
595.29956	306
595.81323	322
596.32697	293
596.84064	295
597.35425	320
597.86792	315
598.38153	309
598.89514	319
599.40875	327
599.9223	321
600.43585	295
600.9494	316
601.46289	306
601.97638	319
602.48987	321
603.00336	317
603.51678	312
604.03021	324
604.54364	293
605.05701	321
605.57043	317
606.08374	315
606.59711	294
607.11041	315
