Date and Time:                Sun Nov 2 14:18:21.145 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	255
478.84332	310
479.35983	324
479.87631	293
480.39282	316
480.9093	339
481.42575	310
481.94223	307
482.45868	311
482.97513	323
483.49158	328
484.00803	300
484.52444	322
485.04086	330
485.55728	315
486.07367	325
486.59006	304
487.10645	304
487.62283	320
488.13919	304
488.65555	327
489.17191	317
489.68826	324
490.20459	288
490.72092	322
491.23724	311
491.75354	303
492.26984	312
492.78613	308
493.30243	292
493.8187	304
494.33496	323
494.85123	298
495.36746	333
495.8837	319
496.39993	308
496.91617	304
497.43237	306
497.94858	315
498.46478	331
498.98096	315
499.49713	313
500.01331	329
500.52945	312
501.04562	314
501.56174	312
502.07788	299
502.59399	312
503.11011	302
503.62622	310
504.1423	329
504.65839	293
505.17447	312
505.69052	314
506.20657	295
506.72263	345
507.23865	303
507.75467	291
508.27069	321
508.78668	337
509.30267	326
509.81866	342
510.33463	300
510.85059	295
511.36655	315
511.88248	300
512.39844	318
512.91437	309
513.43024	309
513.94617	305
514.46204	348
514.97791	314
515.49377	311
516.00964	301
516.52551	331
517.04132	311
517.55719	307
518.073	324
518.58881	320
519.10461	311
519.62036	311
520.13617	301
520.65192	306
521.16766	315
521.68341	304
522.1991	306
522.71484	320
523.23053	331
523.74622	313
524.2619	323
524.77759	316
525.29327	319
525.8089	319
526.32452	297
526.84015	324
527.35577	316
527.8714	305
528.38696	311
528.90259	312
529.41815	317
529.93372	307
530.44922	304
530.96478	314
531.48029	334
531.99579	321
532.51129	310
533.02679	295
533.5423	303
534.05774	309
534.57318	308
535.08862	303
535.60406	310
536.11945	311
536.63489	308
537.15027	308
537.66565	323
538.18097	326
538.69635	315
539.21167	319
539.72699	292
540.24231	316
540.75763	322
541.27289	319
541.78821	313
542.30347	309
542.81873	312
543.33392	310
543.84918	309
544.36438	320
544.87958	320
545.39478	310
545.90991	317
546.42511	291
546.94025	306
547.45538	307
547.97052	303
548.4856	326
549.00073	324
549.51581	317
550.03088	325
550.5459	303
551.06097	315
551.57599	312
552.091	308
552.60602	305
553.12097	326
553.63593	328
554.15094	324
554.66583	332
555.18079	317
555.69568	303
556.21063	311
556.72552	312
557.24036	325
557.75525	281
558.27008	306
558.78491	315
559.29974	307
559.81458	297
560.32935	318
560.84412	324
561.35889	294
561.87366	308
562.38837	300
562.90308	292
563.41779	323
563.9325	315
564.44714	305
564.96179	302
565.47644	317
565.99109	308
566.50574	305
567.02032	312
567.53491	315
568.0495	315
568.56403	302
569.07861	317
569.59314	314
570.1076	322
570.62213	308
571.1366	292
571.65106	310
572.16553	314
572.67999	315
573.1944	308
573.7088	302
574.22321	322
574.73755	308
575.25195	305
575.7663	294
576.28058	297
576.79492	308
577.3092	310
577.82349	318
578.33777	321
578.85205	303
579.36627	296
579.88049	298
580.39471	301
580.90887	324
581.42303	316
581.93719	323
582.45135	303
582.96545	306
583.47955	309
583.99365	324
584.50775	307
585.02179	300
585.53583	318
586.04987	323
586.5639	314
587.07788	325
587.59186	308
588.10583	305
588.61975	317
589.13373	323
589.64758	313
590.1615	298
590.67542	312
591.18927	292
591.70306	315
592.21692	330
592.73071	313
593.24451	304
593.7583	312
594.27209	304
594.78583	303
595.29956	308
595.81323	279
596.32697	311
596.84064	315
597.35425	316
597.86792	301
598.38153	331
598.89514	313
599.40875	322
599.9223	311
600.43585	282
600.9494	311
601.46289	304
601.97638	325
602.48987	313
603.00336	318
603.51678	317
604.03021	323
604.54364	301
605.05701	321
605.57043	327
606.08374	298
606.59711	304
607.11041	313
