Date and Time:                Sun Nov 2 14:15:48.771 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	272
478.84332	304
479.35983	313
479.87631	304
480.39282	345
480.9093	310
481.42575	318
481.94223	307
482.45868	337
482.97513	324
483.49158	309
484.00803	306
484.52444	301
485.04086	328
485.55728	309
486.07367	326
486.59006	317
487.10645	305
487.62283	317
488.13919	298
488.65555	306
489.17191	305
489.68826	316
490.20459	314
490.72092	335
491.23724	314
491.75354	310
492.26984	306
492.78613	309
493.30243	306
493.8187	294
494.33496	324
494.85123	328
495.36746	310
495.8837	305
496.39993	299
496.91617	337
497.43237	326
497.94858	317
498.46478	306
498.98096	314
499.49713	311
500.01331	332
500.52945	320
501.04562	298
501.56174	315
502.07788	315
502.59399	321
503.11011	335
503.62622	313
504.1423	309
504.65839	315
505.17447	335
505.69052	329
506.20657	312
506.72263	325
507.23865	315
507.75467	330
508.27069	309
508.78668	318
509.30267	318
509.81866	321
510.33463	322
510.85059	340
511.36655	318
511.88248	315
512.39844	330
512.91437	319
513.43024	318
513.94617	331
514.46204	309
514.97791	333
515.49377	317
516.00964	330
516.52551	327
517.04132	323
517.55719	320
518.073	310
518.58881	307
519.10461	331
519.62036	318
520.13617	337
520.65192	323
521.16766	336
521.68341	310
522.1991	334
522.71484	308
523.23053	310
523.74622	305
524.2619	293
524.77759	301
525.29327	317
525.8089	321
526.32452	316
526.84015	320
527.35577	322
527.8714	275
528.38696	323
528.90259	302
529.41815	312
529.93372	303
530.44922	315
530.96478	315
531.48029	319
531.99579	327
532.51129	301
533.02679	310
533.5423	318
534.05774	303
534.57318	320
535.08862	311
535.60406	303
536.11945	325
536.63489	326
537.15027	326
537.66565	322
538.18097	318
538.69635	301
539.21167	302
539.72699	290
540.24231	314
540.75763	301
541.27289	329
541.78821	320
542.30347	319
542.81873	327
543.33392	293
543.84918	302
544.36438	315
544.87958	323
545.39478	311
545.90991	319
546.42511	308
546.94025	311
547.45538	325
547.97052	325
548.4856	320
549.00073	307
549.51581	321
550.03088	320
550.5459	314
551.06097	333
551.57599	327
552.091	302
552.60602	299
553.12097	327
553.63593	320
554.15094	309
554.66583	296
555.18079	315
555.69568	320
556.21063	316
556.72552	307
557.24036	313
557.75525	303
558.27008	303
558.78491	316
559.29974	318
559.81458	300
560.32935	313
560.84412	334
561.35889	301
561.87366	327
562.38837	321
562.90308	323
563.41779	321
563.9325	315
564.44714	319
564.96179	301
565.47644	326
565.99109	306
566.50574	310
567.02032	318
567.53491	315
568.0495	300
568.56403	308
569.07861	315
569.59314	309
570.1076	304
570.62213	307
571.1366	312
571.65106	299
572.16553	309
572.67999	304
573.1944	283
573.7088	324
574.22321	303
574.73755	302
575.25195	302
575.7663	316
576.28058	309
576.79492	329
577.3092	315
577.82349	337
578.33777	323
578.85205	312
579.36627	333
579.88049	312
580.39471	311
580.90887	320
581.42303	298
581.93719	296
582.45135	312
582.96545	308
583.47955	345
583.99365	294
584.50775	326
585.02179	313
585.53583	313
586.04987	316
586.5639	324
587.07788	308
587.59186	306
588.10583	318
588.61975	320
589.13373	309
589.64758	316
590.1615	322
590.67542	305
591.18927	312
591.70306	321
592.21692	325
592.73071	318
593.24451	310
593.7583	336
594.27209	324
594.78583	301
595.29956	316
595.81323	324
596.32697	286
596.84064	321
597.35425	327
597.86792	332
598.38153	315
598.89514	296
599.40875	306
599.9223	316
600.43585	320
600.9494	304
601.46289	331
601.97638	315
602.48987	312
603.00336	308
603.51678	338
604.03021	302
604.54364	309
605.05701	318
605.57043	321
606.08374	307
606.59711	309
607.11041	317
