Date and Time:                Sun Nov 2 14:18:59.111 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	272
478.84332	284
479.35983	319
479.87631	329
480.39282	324
480.9093	318
481.42575	305
481.94223	324
482.45868	324
482.97513	322
483.49158	304
484.00803	304
484.52444	317
485.04086	319
485.55728	325
486.07367	306
486.59006	296
487.10645	333
487.62283	293
488.13919	293
488.65555	317
489.17191	314
489.68826	323
490.20459	337
490.72092	319
491.23724	317
491.75354	305
492.26984	304
492.78613	320
493.30243	309
493.8187	326
494.33496	308
494.85123	327
495.36746	322
495.8837	313
496.39993	328
496.91617	317
497.43237	323
497.94858	311
498.46478	304
498.98096	310
499.49713	325
500.01331	312
500.52945	310
501.04562	303
501.56174	315
502.07788	290
502.59399	295
503.11011	316
503.62622	321
504.1423	324
504.65839	334
505.17447	337
505.69052	322
506.20657	314
506.72263	325
507.23865	314
507.75467	317
508.27069	300
508.78668	296
509.30267	329
509.81866	315
510.33463	334
510.85059	326
511.36655	311
511.88248	324
512.39844	306
512.91437	298
513.43024	305
513.94617	296
514.46204	318
514.97791	326
515.49377	304
516.00964	304
516.52551	306
517.04132	320
517.55719	289
518.073	323
518.58881	322
519.10461	307
519.62036	305
520.13617	323
520.65192	306
521.16766	309
521.68341	300
522.1991	300
522.71484	294
523.23053	319
523.74622	329
524.2619	310
524.77759	322
525.29327	314
525.8089	315
526.32452	303
526.84015	300
527.35577	322
527.8714	314
528.38696	314
528.90259	319
529.41815	302
529.93372	313
530.44922	314
530.96478	323
531.48029	301
531.99579	305
532.51129	313
533.02679	307
533.5423	325
534.05774	319
534.57318	323
535.08862	322
535.60406	302
536.11945	333
536.63489	306
537.15027	327
537.66565	329
538.18097	309
538.69635	315
539.21167	294
539.72699	311
540.24231	318
540.75763	309
541.27289	319
541.78821	326
542.30347	308
542.81873	327
543.33392	316
543.84918	317
544.36438	299
544.87958	327
545.39478	316
545.90991	316
546.42511	315
546.94025	312
547.45538	315
547.97052	309
548.4856	328
549.00073	312
549.51581	321
550.03088	306
550.5459	310
551.06097	328
551.57599	322
552.091	315
552.60602	303
553.12097	298
553.63593	313
554.15094	307
554.66583	294
555.18079	327
555.69568	315
556.21063	309
556.72552	303
557.24036	316
557.75525	326
558.27008	313
558.78491	293
559.29974	306
559.81458	331
560.32935	320
560.84412	306
561.35889	324
561.87366	305
562.38837	334
562.90308	308
563.41779	316
563.9325	312
564.44714	301
564.96179	319
565.47644	296
565.99109	306
566.50574	305
567.02032	314
567.53491	320
568.0495	304
568.56403	331
569.07861	316
569.59314	299
570.1076	311
570.62213	326
571.1366	308
571.65106	317
572.16553	321
572.67999	298
573.1944	307
573.7088	310
574.22321	305
574.73755	301
575.25195	325
575.7663	306
576.28058	309
576.79492	319
577.3092	314
577.82349	340
578.33777	310
578.85205	300
579.36627	295
579.88049	312
580.39471	304
580.90887	306
581.42303	337
581.93719	320
582.45135	316
582.96545	323
583.47955	320
583.99365	327
584.50775	324
585.02179	312
585.53583	316
586.04987	313
586.5639	307
587.07788	315
587.59186	317
588.10583	291
588.61975	297
589.13373	324
589.64758	340
590.1615	293
590.67542	307
591.18927	314
591.70306	323
592.21692	301
592.73071	299
593.24451	330
593.7583	299
594.27209	297
594.78583	314
595.29956	320
595.81323	333
596.32697	315
596.84064	309
597.35425	317
597.86792	313
598.38153	342
598.89514	323
599.40875	315
599.9223	322
600.43585	322
600.9494	316
601.46289	306
601.97638	314
602.48987	301
603.00336	324
603.51678	298
604.03021	302
604.54364	294
605.05701	328
605.57043	310
606.08374	341
606.59711	285
607.11041	300
