Date and Time:                Sat Oct 18 13:45:57.612 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	324
478.84332	352
479.35983	394
479.87631	414
480.39282	382
480.9093	370
481.42575	341
481.94223	396
482.45868	369
482.97513	351
483.49158	390
484.00803	371
484.52444	380
485.04086	419
485.55728	405
486.07367	417
486.59006	391
487.10645	431
487.62283	401
488.13919	439
488.65555	435
489.17191	418
489.68826	451
490.20459	456
490.72092	466
491.23724	508
491.75354	499
492.26984	460
492.78613	479
493.30243	513
493.8187	508
494.33496	489
494.85123	521
495.36746	500
495.8837	529
496.39993	555
496.91617	558
497.43237	548
497.94858	551
498.46478	589
498.98096	591
499.49713	587
500.01331	573
500.52945	595
501.04562	569
501.56174	569
502.07788	564
502.59399	540
503.11011	566
503.62622	585
504.1423	586
504.65839	555
505.17447	557
505.69052	574
506.20657	564
506.72263	558
507.23865	525
507.75467	556
508.27069	547
508.78668	532
509.30267	552
509.81866	563
510.33463	575
510.85059	541
511.36655	561
511.88248	553
512.39844	555
512.91437	560
513.43024	534
513.94617	515
514.46204	545
514.97791	540
515.49377	586
516.00964	530
516.52551	541
517.04132	570
517.55719	579
518.073	552
518.58881	588
519.10461	536
519.62036	511
520.13617	495
520.65192	552
521.16766	522
521.68341	524
522.1991	533
522.71484	575
523.23053	539
523.74622	507
524.2619	524
524.77759	517
525.29327	536
525.8089	524
526.32452	509
526.84015	542
527.35577	541
527.8714	530
528.38696	515
528.90259	534
529.41815	471
529.93372	506
530.44922	518
530.96478	479
531.48029	504
531.99579	506
532.51129	524
533.02679	544
533.5423	541
534.05774	532
534.57318	512
535.08862	519
535.60406	530
536.11945	507
536.63489	515
537.15027	500
537.66565	527
538.18097	494
538.69635	537
539.21167	507
539.72699	522
540.24231	546
540.75763	513
541.27289	508
541.78821	520
542.30347	526
542.81873	506
543.33392	545
543.84918	506
544.36438	547
544.87958	523
545.39478	560
545.90991	551
546.42511	582
546.94025	559
547.45538	589
547.97052	561
548.4856	582
549.00073	538
549.51581	584
550.03088	601
550.5459	559
551.06097	600
551.57599	659
552.091	570
552.60602	581
553.12097	637
553.63593	590
554.15094	646
554.66583	644
555.18079	595
555.69568	640
556.21063	579
556.72552	662
557.24036	633
557.75525	693
558.27008	689
558.78491	677
559.29974	714
559.81458	681
560.32935	704
560.84412	717
561.35889	751
561.87366	742
562.38837	724
562.90308	774
563.41779	825
563.9325	779
564.44714	850
564.96179	753
565.47644	831
565.99109	812
566.50574	861
567.02032	880
567.53491	830
568.0495	872
568.56403	939
569.07861	904
569.59314	917
570.1076	922
570.62213	880
571.1366	911
571.65106	922
572.16553	907
572.67999	962
573.1944	1003
573.7088	1012
574.22321	980
574.73755	1035
575.25195	998
575.7663	987
576.28058	1062
576.79492	1101
577.3092	1112
577.82349	1145
578.33777	1122
578.85205	1100
579.36627	1160
579.88049	1217
580.39471	1183
580.90887	1189
581.42303	1151
581.93719	1247
582.45135	1211
582.96545	1221
583.47955	1223
583.99365	1268
584.50775	1264
585.02179	1238
585.53583	1293
586.04987	1246
586.5639	1270
587.07788	1364
587.59186	1334
588.10583	1302
588.61975	1298
589.13373	1334
589.64758	1379
590.1615	1311
590.67542	1376
591.18927	1375
591.70306	1401
592.21692	1441
592.73071	1385
593.24451	1452
593.7583	1380
594.27209	1399
594.78583	1435
595.29956	1461
595.81323	1395
596.32697	1317
596.84064	1423
597.35425	1457
597.86792	1446
598.38153	1518
598.89514	1457
599.40875	1484
599.9223	1469
600.43585	1442
600.9494	1503
601.46289	1480
601.97638	1554
602.48987	1512
603.00336	1521
