Date and Time:                Fri Oct 17 07:04:01.404 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	303
478.84332	380
479.35983	387
479.87631	383
480.39282	352
480.9093	366
481.42575	358
481.94223	383
482.45868	382
482.97513	366
483.49158	344
484.00803	393
484.52444	382
485.04086	386
485.55728	409
486.07367	415
486.59006	395
487.10645	427
487.62283	427
488.13919	451
488.65555	434
489.17191	447
489.68826	481
490.20459	472
490.72092	471
491.23724	471
491.75354	467
492.26984	454
492.78613	507
493.30243	487
493.8187	500
494.33496	496
494.85123	519
495.36746	476
495.8837	550
496.39993	558
496.91617	532
497.43237	511
497.94858	529
498.46478	568
498.98096	541
499.49713	593
500.01331	609
500.52945	580
501.04562	566
501.56174	578
502.07788	564
502.59399	541
503.11011	594
503.62622	542
504.1423	575
504.65839	575
505.17447	565
505.69052	549
506.20657	550
506.72263	553
507.23865	571
507.75467	564
508.27069	544
508.78668	567
509.30267	577
509.81866	567
510.33463	557
510.85059	550
511.36655	547
511.88248	557
512.39844	626
512.91437	536
513.43024	561
513.94617	573
514.46204	552
514.97791	583
515.49377	567
516.00964	490
516.52551	537
517.04132	549
517.55719	547
518.073	533
518.58881	546
519.10461	542
519.62036	527
520.13617	553
520.65192	531
521.16766	526
521.68341	531
522.1991	582
522.71484	551
523.23053	577
523.74622	582
524.2619	536
524.77759	543
525.29327	568
525.8089	576
526.32452	553
526.84015	548
527.35577	543
527.8714	569
528.38696	504
528.90259	526
529.41815	570
529.93372	563
530.44922	551
530.96478	527
531.48029	559
531.99579	529
532.51129	502
533.02679	530
533.5423	529
534.05774	536
534.57318	524
535.08862	517
535.60406	497
536.11945	526
536.63489	535
537.15027	502
537.66565	519
538.18097	536
538.69635	539
539.21167	537
539.72699	518
540.24231	530
540.75763	540
541.27289	542
541.78821	532
542.30347	518
542.81873	521
543.33392	537
543.84918	507
544.36438	527
544.87958	522
545.39478	543
545.90991	554
546.42511	567
546.94025	530
547.45538	504
547.97052	520
548.4856	516
549.00073	554
549.51581	555
550.03088	482
550.5459	523
551.06097	544
551.57599	545
552.091	541
552.60602	525
553.12097	528
553.63593	526
554.15094	559
554.66583	540
555.18079	563
555.69568	557
556.21063	565
556.72552	562
557.24036	559
557.75525	567
558.27008	559
558.78491	569
559.29974	555
559.81458	518
560.32935	580
560.84412	593
561.35889	593
561.87366	579
562.38837	613
562.90308	566
563.41779	565
563.9325	564
564.44714	601
564.96179	588
565.47644	605
565.99109	583
566.50574	632
567.02032	615
567.53491	634
568.0495	627
568.56403	656
569.07861	608
569.59314	629
570.1076	651
570.62213	703
571.1366	681
571.65106	618
572.16553	626
572.67999	655
573.1944	690
573.7088	696
574.22321	710
574.73755	703
575.25195	677
575.7663	721
576.28058	741
576.79492	688
577.3092	741
577.82349	763
578.33777	735
578.85205	752
579.36627	744
579.88049	759
580.39471	704
580.90887	798
581.42303	728
581.93719	823
582.45135	800
582.96545	758
583.47955	890
583.99365	809
584.50775	807
585.02179	797
585.53583	839
586.04987	882
586.5639	849
587.07788	804
587.59186	862
588.10583	813
588.61975	817
589.13373	901
589.64758	873
590.1615	904
590.67542	864
591.18927	854
591.70306	849
592.21692	898
592.73071	888
593.24451	879
593.7583	918
594.27209	873
594.78583	885
595.29956	875
595.81323	928
596.32697	957
596.84064	887
597.35425	938
597.86792	948
598.38153	873
598.89514	945
599.40875	947
599.9223	961
600.43585	937
600.9494	941
601.46289	953
601.97638	916
602.48987	933
603.00336	928
603.51678	894
604.03021	925
604.54364	913
605.05701	859
605.57043	951
606.08374	923
606.59711	979
607.11041	889
