Date and Time:                Sat Oct 18 13:29:42.075 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	277
478.84332	311
479.35983	315
479.87631	348
480.39282	323
480.9093	318
481.42575	312
481.94223	332
482.45868	337
482.97513	324
483.49158	329
484.00803	341
484.52444	369
485.04086	432
485.55728	489
486.07367	550
486.59006	535
487.10645	629
487.62283	667
488.13919	735
488.65555	705
489.17191	809
489.68826	855
490.20459	817
490.72092	979
491.23724	1011
491.75354	1014
492.26984	1098
492.78613	1208
493.30243	1239
493.8187	1278
494.33496	1256
494.85123	1403
495.36746	1411
495.8837	1462
496.39993	1541
496.91617	1583
497.43237	1684
497.94858	1667
498.46478	1903
498.98096	1957
499.49713	1988
500.01331	2105
500.52945	2189
501.04562	2320
501.56174	2527
502.07788	2772
502.59399	3020
503.11011	3257
503.62622	3587
504.1423	4087
504.65839	4409
505.17447	4899
505.69052	5585
506.20657	6020
506.72263	6943
507.23865	7574
507.75467	8245
508.27069	9240
508.78668	10101
509.30267	11298
509.81866	12440
510.33463	13356
510.85059	14355
511.36655	15496
511.88248	16207
512.39844	17196
512.91437	18088
513.43024	18633
513.94617	19305
514.46204	19617
514.97791	20051
515.49377	20309
516.00964	20177
516.52551	20286
517.04132	20390
517.55719	19904
518.073	19920
518.58881	19711
519.10461	19140
519.62036	18203
520.13617	18158
520.65192	17410
521.16766	16636
521.68341	16118
522.1991	15530
522.71484	14568
523.23053	13676
523.74622	12778
524.2619	11564
524.77759	10645
525.29327	9531
525.8089	8803
526.32452	7586
526.84015	6823
527.35577	6002
527.8714	5390
528.38696	4669
528.90259	4039
529.41815	3757
529.93372	3422
530.44922	2906
530.96478	2823
531.48029	2651
531.99579	2443
532.51129	2410
533.02679	2328
533.5423	2309
534.05774	2330
534.57318	2270
535.08862	2206
535.60406	2178
536.11945	2101
536.63489	2031
537.15027	2070
537.66565	2156
538.18097	2037
538.69635	1948
539.21167	1880
539.72699	1977
540.24231	2018
540.75763	1924
541.27289	1859
541.78821	1764
542.30347	1729
542.81873	1687
543.33392	1606
543.84918	1534
544.36438	1596
544.87958	1624
545.39478	1533
545.90991	1467
546.42511	1446
546.94025	1456
547.45538	1515
547.97052	1433
548.4856	1456
549.00073	1335
549.51581	1398
550.03088	1318
550.5459	1376
551.06097	1310
551.57599	1312
552.091	1337
552.60602	1240
553.12097	1293
553.63593	1298
554.15094	1279
554.66583	1318
555.18079	1208
555.69568	1239
556.21063	1240
556.72552	1249
557.24036	1252
557.75525	1154
558.27008	1217
558.78491	1165
559.29974	1186
559.81458	1187
560.32935	1212
560.84412	1124
561.35889	1140
561.87366	1114
562.38837	1102
562.90308	1058
563.41779	1158
563.9325	1108
564.44714	1145
564.96179	1095
565.47644	1044
565.99109	1079
566.50574	1160
567.02032	1047
567.53491	1056
568.0495	1001
568.56403	1053
569.07861	1088
569.59314	1040
570.1076	983
570.62213	998
571.1366	970
571.65106	996
572.16553	995
572.67999	982
573.1944	937
573.7088	1007
574.22321	944
574.73755	947
575.25195	968
575.7663	1009
576.28058	909
576.79492	971
577.3092	1011
577.82349	948
578.33777	917
578.85205	909
579.36627	947
579.88049	909
580.39471	940
580.90887	860
581.42303	886
581.93719	875
582.45135	892
582.96545	888
583.47955	826
583.99365	829
584.50775	853
585.02179	831
585.53583	806
586.04987	807
586.5639	833
587.07788	813
587.59186	816
588.10583	874
588.61975	800
589.13373	778
589.64758	776
590.1615	796
590.67542	798
591.18927	774
591.70306	824
592.21692	790
592.73071	790
593.24451	785
593.7583	749
594.27209	790
594.78583	750
595.29956	756
595.81323	754
