Date and Time:                Sat Oct 18 13:27:48.790 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	264
478.84332	325
479.35983	331
479.87631	326
480.39282	354
480.9093	318
481.42575	317
481.94223	353
482.45868	328
482.97513	335
483.49158	352
484.00803	370
484.52444	411
485.04086	445
485.55728	480
486.07367	498
486.59006	539
487.10645	615
487.62283	632
488.13919	705
488.65555	744
489.17191	781
489.68826	838
490.20459	901
490.72092	940
491.23724	1001
491.75354	1018
492.26984	1072
492.78613	1158
493.30243	1213
493.8187	1249
494.33496	1252
494.85123	1381
495.36746	1407
495.8837	1555
496.39993	1505
496.91617	1607
497.43237	1769
497.94858	1749
498.46478	1842
498.98096	1878
499.49713	2093
500.01331	2061
500.52945	2270
501.04562	2402
501.56174	2676
502.07788	2732
502.59399	2984
503.11011	3268
503.62622	3777
504.1423	3891
504.65839	4498
505.17447	4841
505.69052	5401
506.20657	6128
506.72263	6671
507.23865	7600
507.75467	8292
508.27069	9152
508.78668	10223
509.30267	11180
509.81866	12436
510.33463	13497
510.85059	14595
511.36655	15159
511.88248	16370
512.39844	17143
512.91437	18063
513.43024	18595
513.94617	19263
514.46204	19706
514.97791	20038
515.49377	20065
516.00964	20415
516.52551	20621
517.04132	20279
517.55719	20083
518.073	19414
518.58881	19445
519.10461	19046
519.62036	18603
520.13617	18115
520.65192	17490
521.16766	16773
521.68341	16070
522.1991	15380
522.71484	14562
523.23053	13599
523.74622	12636
524.2619	11795
524.77759	10541
525.29327	9799
525.8089	8422
526.32452	7446
526.84015	6658
527.35577	5871
527.8714	5202
528.38696	4766
528.90259	4091
529.41815	3645
529.93372	3262
530.44922	3076
530.96478	2841
531.48029	2561
531.99579	2535
532.51129	2489
533.02679	2421
533.5423	2212
534.05774	2254
534.57318	2377
535.08862	2151
535.60406	2191
536.11945	2162
536.63489	2041
537.15027	2034
537.66565	2079
538.18097	2050
538.69635	1989
539.21167	1919
539.72699	1858
540.24231	1812
540.75763	1853
541.27289	1806
541.78821	1694
542.30347	1764
542.81873	1700
543.33392	1647
543.84918	1623
544.36438	1565
544.87958	1579
545.39478	1596
545.90991	1550
546.42511	1597
546.94025	1480
547.45538	1453
547.97052	1378
548.4856	1390
549.00073	1308
549.51581	1463
550.03088	1347
550.5459	1373
551.06097	1287
551.57599	1302
552.091	1307
552.60602	1306
553.12097	1294
553.63593	1298
554.15094	1261
554.66583	1272
555.18079	1239
555.69568	1234
556.21063	1196
556.72552	1208
557.24036	1211
557.75525	1203
558.27008	1199
558.78491	1151
559.29974	1195
559.81458	1106
560.32935	1219
560.84412	1156
561.35889	1104
561.87366	1111
562.38837	1142
562.90308	1154
563.41779	1116
563.9325	1118
564.44714	1144
564.96179	1045
565.47644	1066
565.99109	1086
566.50574	1078
567.02032	1078
567.53491	1056
568.0495	1007
568.56403	1104
569.07861	1056
569.59314	1047
570.1076	1071
570.62213	1053
571.1366	927
571.65106	1030
572.16553	995
572.67999	998
573.1944	1008
573.7088	951
574.22321	983
574.73755	932
575.25195	915
575.7663	955
576.28058	981
576.79492	947
577.3092	938
577.82349	908
578.33777	924
578.85205	907
579.36627	920
579.88049	911
580.39471	876
580.90887	847
581.42303	866
581.93719	869
582.45135	887
582.96545	967
583.47955	819
583.99365	889
584.50775	806
585.02179	831
585.53583	815
586.04987	824
586.5639	835
587.07788	799
587.59186	866
588.10583	790
588.61975	842
589.13373	821
589.64758	769
590.1615	762
590.67542	786
591.18927	749
591.70306	770
592.21692	816
592.73071	716
593.24451	817
593.7583	739
594.27209	755
594.78583	797
595.29956	703
595.81323	714
