Date and Time:                Fri Oct 17 08:20:15.040 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	278
478.84332	320
479.35983	325
479.87631	328
480.39282	322
480.9093	307
481.42575	330
481.94223	309
482.45868	324
482.97513	340
483.49158	356
484.00803	328
484.52444	342
485.04086	332
485.55728	326
486.07367	326
486.59006	336
487.10645	350
487.62283	310
488.13919	352
488.65555	343
489.17191	321
489.68826	351
490.20459	329
490.72092	342
491.23724	338
491.75354	344
492.26984	348
492.78613	377
493.30243	351
493.8187	366
494.33496	344
494.85123	354
495.36746	328
495.8837	331
496.39993	359
496.91617	323
497.43237	373
497.94858	364
498.46478	357
498.98096	355
499.49713	324
500.01331	356
500.52945	356
501.04562	327
501.56174	337
502.07788	356
502.59399	331
503.11011	348
503.62622	343
504.1423	365
504.65839	337
505.17447	340
505.69052	349
506.20657	358
506.72263	347
507.23865	349
507.75467	354
508.27069	334
508.78668	351
509.30267	356
509.81866	337
510.33463	378
510.85059	329
511.36655	348
511.88248	351
512.39844	372
512.91437	347
513.43024	330
513.94617	352
514.46204	342
514.97791	329
515.49377	338
516.00964	370
516.52551	349
517.04132	357
517.55719	331
518.073	349
518.58881	360
519.10461	324
519.62036	335
520.13617	346
520.65192	357
521.16766	368
521.68341	358
522.1991	334
522.71484	350
523.23053	325
523.74622	336
524.2619	364
524.77759	358
525.29327	345
525.8089	347
526.32452	382
526.84015	357
527.35577	338
527.8714	351
528.38696	349
528.90259	328
529.41815	342
529.93372	344
530.44922	340
530.96478	349
531.48029	353
531.99579	335
532.51129	346
533.02679	343
533.5423	370
534.05774	345
534.57318	334
535.08862	333
535.60406	352
536.11945	342
536.63489	350
537.15027	353
537.66565	362
538.18097	333
538.69635	343
539.21167	329
539.72699	338
540.24231	341
540.75763	341
541.27289	341
541.78821	327
542.30347	341
542.81873	340
543.33392	342
543.84918	348
544.36438	323
544.87958	327
545.39478	336
545.90991	333
546.42511	332
546.94025	359
547.45538	340
547.97052	329
548.4856	337
549.00073	338
549.51581	367
550.03088	348
550.5459	325
551.06097	325
551.57599	335
552.091	324
552.60602	337
553.12097	333
553.63593	351
554.15094	324
554.66583	298
555.18079	313
555.69568	328
556.21063	349
556.72552	332
557.24036	339
557.75525	354
558.27008	333
558.78491	320
559.29974	324
559.81458	332
560.32935	349
560.84412	341
561.35889	335
561.87366	339
562.38837	330
562.90308	343
563.41779	336
563.9325	321
564.44714	340
564.96179	325
565.47644	346
565.99109	329
566.50574	329
567.02032	333
567.53491	324
568.0495	333
568.56403	341
569.07861	332
569.59314	335
570.1076	328
570.62213	326
571.1366	346
571.65106	310
572.16553	318
572.67999	342
573.1944	339
573.7088	325
574.22321	323
574.73755	343
575.25195	322
575.7663	331
576.28058	355
576.79492	357
577.3092	333
577.82349	330
578.33777	324
578.85205	332
579.36627	321
579.88049	307
580.39471	298
580.90887	323
581.42303	325
581.93719	326
582.45135	338
582.96545	311
583.47955	337
583.99365	355
584.50775	337
585.02179	331
585.53583	307
586.04987	332
586.5639	319
587.07788	339
587.59186	343
588.10583	329
588.61975	336
589.13373	341
589.64758	341
590.1615	331
590.67542	326
591.18927	322
591.70306	330
592.21692	330
592.73071	322
593.24451	345
593.7583	334
594.27209	323
594.78583	315
595.29956	324
595.81323	323
596.32697	301
596.84064	330
597.35425	321
597.86792	346
598.38153	336
598.89514	321
599.40875	354
599.9223	320
600.43585	347
600.9494	333
601.46289	341
601.97638	342
602.48987	346
603.00336	360
603.51678	315
604.03021	327
604.54364	330
605.05701	298
605.57043	330
606.08374	317
606.59711	350
607.11041	316
