Date and Time:                Fri Oct 17 08:14:47.695 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	291
478.84332	335
479.35983	310
479.87631	354
480.39282	303
480.9093	325
481.42575	341
481.94223	344
482.45868	348
482.97513	338
483.49158	321
484.00803	342
484.52444	334
485.04086	336
485.55728	335
486.07367	337
486.59006	329
487.10645	325
487.62283	345
488.13919	337
488.65555	346
489.17191	334
489.68826	350
490.20459	338
490.72092	356
491.23724	366
491.75354	327
492.26984	351
492.78613	348
493.30243	360
493.8187	360
494.33496	346
494.85123	356
495.36746	347
495.8837	328
496.39993	354
496.91617	360
497.43237	340
497.94858	368
498.46478	339
498.98096	344
499.49713	344
500.01331	343
500.52945	374
501.04562	342
501.56174	370
502.07788	349
502.59399	343
503.11011	359
503.62622	359
504.1423	340
504.65839	367
505.17447	359
505.69052	359
506.20657	356
506.72263	326
507.23865	348
507.75467	322
508.27069	374
508.78668	368
509.30267	357
509.81866	366
510.33463	329
510.85059	345
511.36655	355
511.88248	359
512.39844	334
512.91437	335
513.43024	359
513.94617	348
514.46204	364
514.97791	386
515.49377	397
516.00964	338
516.52551	340
517.04132	369
517.55719	352
518.073	337
518.58881	337
519.10461	353
519.62036	340
520.13617	344
520.65192	365
521.16766	330
521.68341	324
522.1991	333
522.71484	350
523.23053	367
523.74622	348
524.2619	341
524.77759	347
525.29327	338
525.8089	311
526.32452	359
526.84015	333
527.35577	374
527.8714	320
528.38696	321
528.90259	358
529.41815	340
529.93372	364
530.44922	345
530.96478	349
531.48029	336
531.99579	351
532.51129	336
533.02679	326
533.5423	327
534.05774	348
534.57318	338
535.08862	316
535.60406	364
536.11945	331
536.63489	358
537.15027	340
537.66565	355
538.18097	329
538.69635	347
539.21167	359
539.72699	344
540.24231	335
540.75763	345
541.27289	335
541.78821	339
542.30347	341
542.81873	372
543.33392	351
543.84918	339
544.36438	339
544.87958	350
545.39478	339
545.90991	363
546.42511	369
546.94025	354
547.45538	339
547.97052	340
548.4856	336
549.00073	316
549.51581	355
550.03088	337
550.5459	359
551.06097	340
551.57599	340
552.091	315
552.60602	332
553.12097	335
553.63593	351
554.15094	341
554.66583	347
555.18079	357
555.69568	357
556.21063	344
556.72552	333
557.24036	361
557.75525	336
558.27008	337
558.78491	344
559.29974	335
559.81458	338
560.32935	367
560.84412	314
561.35889	350
561.87366	334
562.38837	339
562.90308	334
563.41779	355
563.9325	327
564.44714	310
564.96179	332
565.47644	336
565.99109	342
566.50574	350
567.02032	327
567.53491	318
568.0495	336
568.56403	328
569.07861	350
569.59314	306
570.1076	314
570.62213	350
571.1366	320
571.65106	343
572.16553	355
572.67999	327
573.1944	342
573.7088	321
574.22321	329
574.73755	350
575.25195	337
575.7663	318
576.28058	318
576.79492	337
577.3092	333
577.82349	328
578.33777	350
578.85205	323
579.36627	343
579.88049	341
580.39471	328
580.90887	327
581.42303	319
581.93719	339
582.45135	317
582.96545	321
583.47955	335
583.99365	358
584.50775	342
585.02179	338
585.53583	341
586.04987	321
586.5639	346
587.07788	325
587.59186	330
588.10583	320
588.61975	323
589.13373	321
589.64758	341
590.1615	326
590.67542	346
591.18927	323
591.70306	349
592.21692	335
592.73071	317
593.24451	326
593.7583	323
594.27209	338
594.78583	318
595.29956	309
595.81323	339
596.32697	332
596.84064	343
597.35425	322
597.86792	336
598.38153	327
598.89514	321
599.40875	341
599.9223	331
600.43585	332
600.9494	320
601.46289	300
601.97638	314
602.48987	323
603.00336	327
603.51678	328
604.03021	335
604.54364	306
605.05701	323
605.57043	343
606.08374	345
606.59711	309
607.11041	320
