Date and Time:                Wed Oct 22 09:40:03.283 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.982
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	336
478.84332	371
479.35983	386
479.87631	393
480.39282	394
480.9093	369
481.42575	387
481.94223	392
482.45868	379
482.97513	390
483.49158	388
484.00803	400
484.52444	431
485.04086	427
485.55728	420
486.07367	428
486.59006	451
487.10645	470
487.62283	486
488.13919	498
488.65555	514
489.17191	498
489.68826	547
490.20459	586
490.72092	582
491.23724	551
491.75354	585
492.26984	575
492.78613	584
493.30243	639
493.8187	626
494.33496	615
494.85123	644
495.36746	686
495.8837	634
496.39993	643
496.91617	653
497.43237	722
497.94858	689
498.46478	757
498.98096	766
499.49713	712
500.01331	736
500.52945	790
501.04562	728
501.56174	730
502.07788	755
502.59399	726
503.11011	726
503.62622	736
504.1423	716
504.65839	739
505.17447	761
505.69052	765
506.20657	748
506.72263	717
507.23865	736
507.75467	723
508.27069	795
508.78668	702
509.30267	759
509.81866	721
510.33463	706
510.85059	737
511.36655	759
511.88248	706
512.39844	767
512.91437	721
513.43024	727
513.94617	725
514.46204	717
514.97791	749
515.49377	730
516.00964	741
516.52551	723
517.04132	715
517.55719	701
518.073	678
518.58881	729
519.10461	734
519.62036	717
520.13617	696
520.65192	700
521.16766	729
521.68341	724
522.1991	702
522.71484	707
523.23053	690
523.74622	709
524.2619	707
524.77759	680
525.29327	719
525.8089	731
526.32452	657
526.84015	658
527.35577	656
527.8714	697
528.38696	720
528.90259	669
529.41815	703
529.93372	730
530.44922	680
530.96478	636
531.48029	683
531.99579	689
532.51129	699
533.02679	635
533.5423	676
534.05774	677
534.57318	676
535.08862	720
535.60406	703
536.11945	711
536.63489	700
537.15027	660
537.66565	717
538.18097	746
538.69635	705
539.21167	668
539.72699	674
540.24231	727
540.75763	670
541.27289	700
541.78821	699
542.30347	728
542.81873	695
543.33392	747
543.84918	735
544.36438	734
544.87958	691
545.39478	712
545.90991	740
546.42511	764
546.94025	678
547.45538	767
547.97052	773
548.4856	757
549.00073	800
549.51581	724
550.03088	789
550.5459	750
551.06097	764
551.57599	865
552.091	772
552.60602	784
553.12097	778
553.63593	825
554.15094	786
554.66583	795
555.18079	815
555.69568	819
556.21063	835
556.72552	821
557.24036	825
557.75525	902
558.27008	888
558.78491	849
559.29974	868
559.81458	909
560.32935	874
560.84412	869
561.35889	988
561.87366	954
562.38837	953
562.90308	967
563.41779	957
563.9325	909
564.44714	928
564.96179	950
565.47644	926
565.99109	944
566.50574	996
567.02032	985
567.53491	970
568.0495	960
568.56403	998
569.07861	1004
569.59314	1027
570.1076	1129
570.62213	1045
571.1366	1032
571.65106	1058
572.16553	1064
572.67999	1096
573.1944	1132
573.7088	1001
574.22321	1166
574.73755	1093
575.25195	1101
575.7663	1106
576.28058	1140
576.79492	1108
577.3092	1132
577.82349	1140
578.33777	1165
578.85205	1110
579.36627	1186
579.88049	1203
580.39471	1200
580.90887	1160
581.42303	1172
581.93719	1176
582.45135	1219
582.96545	1147
583.47955	1207
583.99365	1217
584.50775	1190
585.02179	1321
585.53583	1311
586.04987	1286
586.5639	1224
587.07788	1253
587.59186	1208
588.10583	1330
588.61975	1289
589.13373	1269
589.64758	1278
590.1615	1335
590.67542	1286
591.18927	1280
591.70306	1304
592.21692	1275
592.73071	1235
593.24451	1266
593.7583	1356
594.27209	1348
594.78583	1321
595.29956	1299
595.81323	1337
596.32697	1332
596.84064	1295
597.35425	1310
597.86792	1370
598.38153	1403
598.89514	1338
599.40875	1322
599.9223	1299
600.43585	1352
600.9494	1315
601.46289	1364
601.97638	1372
602.48987	1383
603.00336	1341
603.51678	1317
604.03021	1305
604.54364	1310
605.05701	1376
605.57043	1362
606.08374	1360
606.59711	1295
607.11041	1333
607.62372	1404
608.13702	1406
608.65027	1383
609.16351	1339
609.67676	1324
610.19	1313
610.70319	1354
611.21637	1337
611.72949	1377
612.24268	1300
612.75574	1351
613.26886	1405
613.78192	1247
614.29504	1299
614.80804	1355
615.32111	1348
615.83411	1321
616.34711	1277
616.86005	1294
617.37299	1338
617.88593	1375
618.39886	1325
618.91174	1320
619.42462	1316
619.9375	1330
620.45032	1341
620.96313	1322
621.47595	1304
621.98871	1325
622.50146	1370
623.01422	1369
623.52692	1288
624.03967	1343
624.55231	1353
625.065	1369
625.57764	1381
626.09027	1411
626.60284	1385
627.11542	1291
627.62799	1324
628.14056	1367
628.65308	1312
629.16559	1313
629.6781	1364
630.19055	1347
630.703	1417
631.21539	1350
631.72784	1399
632.24017	1460
632.75256	1449
633.26489	1399
633.77722	1400
634.28955	1420
634.80182	1434
635.31409	1348
635.82635	1434
636.33856	1422
636.85077	1426
637.36292	1480
637.87512	1465
638.38721	1454
638.89935	1439
639.41144	1520
639.92352	1494
640.43561	1614
640.94763	1525
641.45966	1519
641.97162	1499
642.48358	1557
642.99554	1603
643.50751	1607
644.01941	1632
644.53131	1698
645.04315	1716
645.55499	1768
646.06683	1693
646.57861	1645
647.09045	1775
647.60217	1837
648.11395	1810
648.62567	1876
649.13733	1909
649.64905	1908
650.16064	1912
650.6723	2008
651.1839	2016
651.6955	1930
652.20709	2028
652.71863	2011
653.23016	2085
653.74164	2087
654.25311	2115
654.76459	2167
655.276	2144
655.78741	2185
656.29883	2296
656.81018	2279
657.32153	2401
657.83289	2391
658.34418	2388
658.85547	2452
659.3667	2494
659.87793	2573
660.38916	2477
660.90033	2537
661.4115	2599
661.92267	2655
662.43378	2661
662.94489	2829
663.45593	2735
663.96698	2855
664.47803	2999
664.98907	2881
665.50006	3006
666.01099	2956
666.52191	3210
667.03284	3062
667.54376	3084
668.05463	3276
668.56549	3226
669.07629	3316
669.5871	3219
670.0979	3325
670.60864	3378
671.11938	3487
671.63007	3392
672.14075	3380
672.65143	3621
673.16205	3427
673.67267	3641
674.18329	3628
674.69385	3703
675.20435	3747
675.7149	3787
676.2254	3822
676.73584	3850
677.24628	3882
677.75671	3880
678.26715	3758
678.77753	3965
679.28784	3983
679.79822	3929
680.30847	3980
680.81879	4149
681.32904	4105
681.83923	4148
682.34949	4058
682.85968	4213
683.36981	4307
683.87994	4251
684.39008	4355
684.90015	4329
685.41022	4309
685.92023	4391
686.43024	4373
686.94025	4721
687.4502	4473
687.96014	4597
688.47003	4455
688.97992	4738
689.48981	4646
689.99963	4732
690.50946	4805
691.01923	4790
691.52899	4834
692.03876	4709
692.54846	4831
693.05817	4693
