Date and Time:                Wed Oct 22 09:39:22.491 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.333
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	341
478.84332	409
479.35983	377
479.87631	371
480.39282	404
480.9093	371
481.42575	385
481.94223	405
482.45868	392
482.97513	376
483.49158	415
484.00803	405
484.52444	412
485.04086	421
485.55728	441
486.07367	456
486.59006	466
487.10645	454
487.62283	486
488.13919	487
488.65555	490
489.17191	536
489.68826	504
490.20459	525
490.72092	551
491.23724	571
491.75354	564
492.26984	568
492.78613	631
493.30243	623
493.8187	650
494.33496	647
494.85123	620
495.36746	668
495.8837	687
496.39993	679
496.91617	682
497.43237	709
497.94858	745
498.46478	716
498.98096	731
499.49713	720
500.01331	771
500.52945	711
501.04562	754
501.56174	694
502.07788	717
502.59399	737
503.11011	736
503.62622	748
504.1423	745
504.65839	757
505.17447	775
505.69052	719
506.20657	729
506.72263	723
507.23865	784
507.75467	751
508.27069	785
508.78668	701
509.30267	715
509.81866	686
510.33463	787
510.85059	718
511.36655	724
511.88248	720
512.39844	719
512.91437	706
513.43024	758
513.94617	710
514.46204	718
514.97791	708
515.49377	682
516.00964	732
516.52551	731
517.04132	734
517.55719	689
518.073	676
518.58881	758
519.10461	746
519.62036	693
520.13617	678
520.65192	747
521.16766	648
521.68341	683
522.1991	721
522.71484	722
523.23053	698
523.74622	705
524.2619	720
524.77759	687
525.29327	702
525.8089	707
526.32452	681
526.84015	697
527.35577	742
527.8714	729
528.38696	706
528.90259	662
529.41815	736
529.93372	714
530.44922	691
530.96478	701
531.48029	670
531.99579	670
532.51129	701
533.02679	731
533.5423	663
534.05774	680
534.57318	693
535.08862	677
535.60406	691
536.11945	694
536.63489	698
537.15027	743
537.66565	709
538.18097	679
538.69635	715
539.21167	657
539.72699	638
540.24231	701
540.75763	703
541.27289	655
541.78821	724
542.30347	732
542.81873	700
543.33392	674
543.84918	685
544.36438	683
544.87958	697
545.39478	707
545.90991	771
546.42511	743
546.94025	703
547.45538	693
547.97052	734
548.4856	770
549.00073	789
549.51581	738
550.03088	775
550.5459	794
551.06097	837
551.57599	764
552.091	822
552.60602	780
553.12097	790
553.63593	802
554.15094	826
554.66583	830
555.18079	832
555.69568	779
556.21063	822
556.72552	816
557.24036	846
557.75525	850
558.27008	845
558.78491	899
559.29974	878
559.81458	888
560.32935	940
560.84412	938
561.35889	871
561.87366	943
562.38837	937
562.90308	891
563.41779	999
563.9325	944
564.44714	992
