Date and Time:                Wed Oct 22 09:38:41.643 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -88.333
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	316
478.84332	372
479.35983	386
479.87631	333
480.39282	432
480.9093	371
481.42575	372
481.94223	397
482.45868	371
482.97513	408
483.49158	414
484.00803	411
484.52444	394
485.04086	408
485.55728	437
486.07367	434
486.59006	443
487.10645	459
487.62283	501
488.13919	488
488.65555	522
489.17191	520
489.68826	574
490.20459	510
490.72092	527
491.23724	575
491.75354	601
492.26984	625
492.78613	574
493.30243	613
493.8187	656
494.33496	602
494.85123	671
495.36746	660
495.8837	661
496.39993	709
496.91617	675
497.43237	702
497.94858	690
498.46478	708
498.98096	720
499.49713	735
500.01331	756
500.52945	792
501.04562	736
501.56174	717
502.07788	733
502.59399	779
503.11011	730
503.62622	750
504.1423	770
504.65839	699
505.17447	755
505.69052	728
506.20657	754
506.72263	710
507.23865	738
507.75467	750
508.27069	756
508.78668	736
509.30267	737
509.81866	726
510.33463	731
510.85059	751
511.36655	786
511.88248	699
512.39844	727
512.91437	784
513.43024	736
513.94617	723
514.46204	684
514.97791	729
515.49377	704
516.00964	712
516.52551	754
517.04132	701
517.55719	681
518.073	741
518.58881	755
519.10461	699
519.62036	716
520.13617	689
520.65192	723
521.16766	715
521.68341	776
522.1991	717
522.71484	691
523.23053	694
523.74622	702
524.2619	748
524.77759	763
525.29327	636
525.8089	719
526.32452	660
526.84015	690
527.35577	728
527.8714	707
528.38696	725
528.90259	681
529.41815	688
529.93372	715
530.44922	680
530.96478	679
531.48029	680
531.99579	700
532.51129	691
533.02679	728
533.5423	692
534.05774	671
534.57318	670
535.08862	685
535.60406	698
536.11945	660
536.63489	687
537.15027	666
537.66565	708
538.18097	742
538.69635	751
539.21167	696
539.72699	689
540.24231	705
540.75763	740
541.27289	696
541.78821	706
542.30347	749
542.81873	718
543.33392	685
543.84918	687
544.36438	722
544.87958	727
545.39478	778
545.90991	749
546.42511	707
546.94025	786
547.45538	755
547.97052	770
548.4856	744
549.00073	729
549.51581	765
550.03088	775
550.5459	807
551.06097	755
551.57599	772
552.091	763
552.60602	825
553.12097	755
553.63593	800
554.15094	843
554.66583	827
555.18079	782
555.69568	812
556.21063	839
556.72552	870
557.24036	843
557.75525	839
558.27008	878
558.78491	882
559.29974	891
559.81458	903
560.32935	889
560.84412	897
561.35889	861
561.87366	913
562.38837	878
562.90308	937
563.41779	904
563.9325	987
564.44714	929
