Date and Time:                Wed Oct 22 09:42:06.245 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	327
478.84332	371
479.35983	393
479.87631	397
480.39282	420
480.9093	388
481.42575	389
481.94223	383
482.45868	379
482.97513	385
483.49158	394
484.00803	394
484.52444	383
485.04086	407
485.55728	419
486.07367	446
486.59006	497
487.10645	426
487.62283	481
488.13919	506
488.65555	492
489.17191	520
489.68826	514
490.20459	507
490.72092	544
491.23724	569
491.75354	589
492.26984	588
492.78613	630
493.30243	634
493.8187	654
494.33496	650
494.85123	636
495.36746	633
495.8837	676
496.39993	661
496.91617	659
497.43237	705
497.94858	698
498.46478	703
498.98096	695
499.49713	694
500.01331	723
500.52945	731
501.04562	706
501.56174	713
502.07788	742
502.59399	771
503.11011	749
503.62622	741
504.1423	717
504.65839	714
505.17447	748
505.69052	763
506.20657	736
506.72263	742
507.23865	719
507.75467	738
508.27069	729
508.78668	728
509.30267	705
509.81866	762
510.33463	755
510.85059	685
511.36655	695
511.88248	713
512.39844	734
512.91437	681
513.43024	738
513.94617	724
514.46204	702
514.97791	719
515.49377	693
516.00964	698
516.52551	757
517.04132	701
517.55719	744
518.073	703
518.58881	722
519.10461	736
519.62036	711
520.13617	735
520.65192	673
521.16766	728
521.68341	727
522.1991	704
522.71484	705
523.23053	670
523.74622	659
524.2619	658
524.77759	662
525.29327	716
525.8089	718
526.32452	700
526.84015	662
527.35577	674
527.8714	677
528.38696	688
528.90259	735
529.41815	714
529.93372	744
530.44922	694
530.96478	652
531.48029	715
531.99579	714
532.51129	621
533.02679	702
533.5423	647
534.05774	704
534.57318	713
535.08862	681
535.60406	701
536.11945	713
536.63489	670
537.15027	681
537.66565	673
538.18097	726
538.69635	718
539.21167	674
539.72699	640
540.24231	663
540.75763	687
541.27289	709
541.78821	695
542.30347	715
542.81873	713
543.33392	685
543.84918	703
544.36438	728
544.87958	718
545.39478	744
545.90991	756
546.42511	736
546.94025	714
547.45538	725
547.97052	743
548.4856	734
549.00073	783
549.51581	726
550.03088	757
550.5459	714
551.06097	789
551.57599	764
552.091	737
552.60602	794
553.12097	852
553.63593	810
554.15094	785
554.66583	805
555.18079	815
555.69568	823
556.21063	850
556.72552	838
557.24036	867
557.75525	895
558.27008	839
558.78491	905
559.29974	873
559.81458	877
560.32935	875
560.84412	878
561.35889	918
561.87366	924
562.38837	946
562.90308	929
563.41779	860
563.9325	892
564.44714	915
564.96179	946
565.47644	908
565.99109	942
566.50574	952
567.02032	1155
567.53491	5785
568.0495	991
568.56403	1007
569.07861	1042
569.59314	1053
570.1076	983
570.62213	990
571.1366	1071
571.65106	1069
572.16553	1092
572.67999	1062
573.1944	1015
573.7088	1083
574.22321	1073
574.73755	1134
575.25195	1081
575.7663	1123
576.28058	1118
576.79492	1082
577.3092	1132
577.82349	1146
578.33777	1127
578.85205	1115
579.36627	1108
579.88049	1227
580.39471	1219
580.90887	1198
581.42303	1191
581.93719	1204
582.45135	1208
582.96545	1220
583.47955	1267
583.99365	1217
584.50775	1244
585.02179	1191
585.53583	1230
586.04987	1264
586.5639	1185
587.07788	1245
587.59186	1221
588.10583	1287
588.61975	1290
589.13373	1313
589.64758	1316
590.1615	1296
590.67542	1222
591.18927	1248
591.70306	1314
592.21692	1266
592.73071	1290
593.24451	1302
593.7583	1357
594.27209	1300
594.78583	1324
595.29956	1289
595.81323	1289
596.32697	1316
596.84064	1337
597.35425	1325
597.86792	1358
598.38153	1345
