Date and Time:                Fri Oct 17 06:33:37.878 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	282
478.84332	319
479.35983	329
479.87631	311
480.39282	323
480.9093	314
481.42575	328
481.94223	324
482.45868	304
482.97513	316
483.49158	310
484.00803	313
484.52444	317
485.04086	300
485.55728	302
486.07367	316
486.59006	327
487.10645	308
487.62283	306
488.13919	335
488.65555	335
489.17191	300
489.68826	318
490.20459	321
490.72092	338
491.23724	315
491.75354	326
492.26984	319
492.78613	318
493.30243	346
493.8187	301
494.33496	314
494.85123	334
495.36746	332
495.8837	314
496.39993	314
496.91617	326
497.43237	322
497.94858	305
498.46478	312
498.98096	304
499.49713	325
500.01331	316
500.52945	315
501.04562	307
501.56174	327
502.07788	280
502.59399	324
503.11011	334
503.62622	311
504.1423	331
504.65839	308
505.17447	333
505.69052	301
506.20657	325
506.72263	333
507.23865	328
507.75467	326
508.27069	353
508.78668	310
509.30267	323
509.81866	329
510.33463	317
510.85059	307
511.36655	298
511.88248	330
512.39844	322
512.91437	307
513.43024	321
513.94617	325
514.46204	317
514.97791	304
515.49377	298
516.00964	318
516.52551	315
517.04132	319
517.55719	336
518.073	301
518.58881	312
519.10461	327
519.62036	318
520.13617	319
520.65192	301
521.16766	319
521.68341	314
522.1991	323
522.71484	321
523.23053	313
523.74622	327
524.2619	317
524.77759	323
525.29327	324
525.8089	336
526.32452	315
526.84015	338
527.35577	325
527.8714	301
528.38696	321
528.90259	323
529.41815	314
529.93372	309
530.44922	322
530.96478	341
531.48029	307
531.99579	328
532.51129	313
533.02679	311
533.5423	295
534.05774	289
534.57318	313
535.08862	325
535.60406	317
536.11945	310
536.63489	327
537.15027	323
537.66565	305
538.18097	325
538.69635	326
539.21167	318
539.72699	320
540.24231	315
540.75763	342
541.27289	307
541.78821	329
542.30347	314
542.81873	302
543.33392	293
543.84918	301
544.36438	336
544.87958	297
545.39478	326
545.90991	342
546.42511	307
546.94025	314
547.45538	310
547.97052	325
548.4856	291
549.00073	321
549.51581	308
550.03088	322
550.5459	321
551.06097	308
551.57599	325
552.091	325
552.60602	332
553.12097	318
553.63593	316
554.15094	303
554.66583	329
555.18079	306
555.69568	314
556.21063	343
556.72552	10033
557.24036	6683
557.75525	297
558.27008	327
558.78491	327
559.29974	321
559.81458	317
560.32935	308
560.84412	320
561.35889	329
561.87366	323
562.38837	327
562.90308	301
563.41779	303
563.9325	313
564.44714	316
564.96179	318
565.47644	316
565.99109	307
566.50574	304
567.02032	315
567.53491	322
568.0495	331
568.56403	315
569.07861	334
569.59314	324
570.1076	327
570.62213	323
571.1366	326
571.65106	330
572.16553	312
572.67999	305
573.1944	344
573.7088	306
574.22321	330
574.73755	301
575.25195	316
575.7663	326
576.28058	330
576.79492	290
577.3092	318
577.82349	323
578.33777	327
578.85205	305
579.36627	301
579.88049	293
580.39471	321
580.90887	340
581.42303	318
581.93719	338
582.45135	334
582.96545	308
583.47955	337
583.99365	325
584.50775	314
585.02179	324
585.53583	321
586.04987	335
586.5639	318
587.07788	314
587.59186	311
588.10583	323
588.61975	320
589.13373	320
589.64758	308
590.1615	319
590.67542	339
591.18927	332
591.70306	319
592.21692	329
592.73071	299
593.24451	333
593.7583	339
594.27209	310
594.78583	306
595.29956	323
595.81323	315
596.32697	310
596.84064	305
597.35425	314
597.86792	327
598.38153	321
598.89514	317
599.40875	315
599.9223	312
600.43585	329
600.9494	314
601.46289	295
601.97638	315
602.48987	293
603.00336	325
603.51678	306
604.03021	326
604.54364	325
605.05701	304
605.57043	323
606.08374	316
606.59711	327
607.11041	308
