Date and Time:                Fri Oct 17 06:29:11.444 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	294
478.84332	296
479.35983	323
479.87631	310
480.39282	340
480.9093	338
481.42575	324
481.94223	315
482.45868	334
482.97513	332
483.49158	329
484.00803	329
484.52444	340
485.04086	311
485.55728	307
486.07367	318
486.59006	309
487.10645	284
487.62283	313
488.13919	324
488.65555	322
489.17191	316
489.68826	327
490.20459	322
490.72092	329
491.23724	323
491.75354	319
492.26984	319
492.78613	312
493.30243	341
493.8187	304
494.33496	327
494.85123	318
495.36746	327
495.8837	301
496.39993	328
496.91617	328
497.43237	313
497.94858	306
498.46478	342
498.98096	314
499.49713	309
500.01331	332
500.52945	319
501.04562	326
501.56174	294
502.07788	293
502.59399	311
503.11011	308
503.62622	315
504.1423	322
504.65839	306
505.17447	324
505.69052	328
506.20657	333
506.72263	331
507.23865	339
507.75467	314
508.27069	323
508.78668	339
509.30267	316
509.81866	320
510.33463	303
510.85059	320
511.36655	328
511.88248	302
512.39844	326
512.91437	285
513.43024	320
513.94617	325
514.46204	314
514.97791	316
515.49377	329
516.00964	317
516.52551	295
517.04132	303
517.55719	314
518.073	314
518.58881	307
519.10461	318
519.62036	331
520.13617	321
520.65192	333
521.16766	328
521.68341	334
522.1991	321
522.71484	306
523.23053	320
523.74622	315
524.2619	326
524.77759	325
525.29327	319
525.8089	312
526.32452	337
526.84015	322
527.35577	322
527.8714	326
528.38696	301
528.90259	346
529.41815	324
529.93372	326
530.44922	312
530.96478	319
531.48029	308
531.99579	315
532.51129	321
533.02679	301
533.5423	327
534.05774	340
534.57318	310
535.08862	334
535.60406	305
536.11945	325
536.63489	323
537.15027	324
537.66565	317
538.18097	307
538.69635	321
539.21167	319
539.72699	324
540.24231	316
540.75763	318
541.27289	330
541.78821	323
542.30347	336
542.81873	321
543.33392	330
543.84918	323
544.36438	315
544.87958	296
545.39478	326
545.90991	324
546.42511	317
546.94025	322
547.45538	306
547.97052	301
548.4856	318
549.00073	318
549.51581	320
550.03088	315
550.5459	340
551.06097	302
551.57599	315
552.091	309
552.60602	311
553.12097	305
553.63593	307
554.15094	303
554.66583	320
555.18079	311
555.69568	315
556.21063	327
556.72552	338
557.24036	318
557.75525	308
558.27008	314
558.78491	322
559.29974	294
559.81458	309
560.32935	334
560.84412	330
561.35889	320
561.87366	334
562.38837	321
562.90308	325
563.41779	317
563.9325	324
564.44714	323
564.96179	318
565.47644	314
565.99109	323
566.50574	327
567.02032	324
567.53491	335
568.0495	325
568.56403	320
569.07861	305
569.59314	298
570.1076	307
570.62213	324
571.1366	335
571.65106	336
572.16553	303
572.67999	312
573.1944	335
573.7088	317
574.22321	343
574.73755	320
575.25195	292
575.7663	344
576.28058	317
576.79492	311
577.3092	314
577.82349	307
578.33777	310
578.85205	323
579.36627	327
579.88049	322
580.39471	304
580.90887	329
581.42303	326
581.93719	334
582.45135	321
582.96545	313
583.47955	312
583.99365	315
584.50775	315
585.02179	306
585.53583	321
586.04987	327
586.5639	335
587.07788	320
587.59186	315
588.10583	303
588.61975	323
589.13373	305
589.64758	309
590.1615	302
590.67542	313
591.18927	325
591.70306	341
592.21692	308
592.73071	322
593.24451	297
593.7583	345
594.27209	309
594.78583	345
595.29956	328
595.81323	324
596.32697	321
596.84064	308
597.35425	329
597.86792	319
598.38153	307
598.89514	327
599.40875	304
599.9223	309
600.43585	319
600.9494	327
601.46289	332
601.97638	314
602.48987	312
