Date and Time:                Fri Oct 17 06:31:43.900 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	303
478.84332	325
479.35983	324
479.87631	314
480.39282	321
480.9093	306
481.42575	324
481.94223	325
482.45868	313
482.97513	333
483.49158	300
484.00803	316
484.52444	328
485.04086	312
485.55728	305
486.07367	315
486.59006	351
487.10645	314
487.62283	314
488.13919	298
488.65555	344
489.17191	322
489.68826	342
490.20459	320
490.72092	329
491.23724	309
491.75354	326
492.26984	307
492.78613	352
493.30243	313
493.8187	321
494.33496	322
494.85123	327
495.36746	322
495.8837	314
496.39993	321
496.91617	308
497.43237	331
497.94858	345
498.46478	336
498.98096	315
499.49713	300
500.01331	309
500.52945	325
501.04562	293
501.56174	307
502.07788	322
502.59399	316
503.11011	292
503.62622	323
504.1423	312
504.65839	342
505.17447	322
505.69052	307
506.20657	308
506.72263	330
507.23865	317
507.75467	335
508.27069	320
508.78668	322
509.30267	337
509.81866	343
510.33463	321
510.85059	309
511.36655	325
511.88248	311
512.39844	307
512.91437	336
513.43024	306
513.94617	341
514.46204	312
514.97791	323
515.49377	320
516.00964	313
516.52551	307
517.04132	324
517.55719	314
518.073	309
518.58881	304
519.10461	298
519.62036	313
520.13617	329
520.65192	306
521.16766	321
521.68341	324
522.1991	301
522.71484	327
523.23053	321
523.74622	329
524.2619	329
524.77759	286
525.29327	336
525.8089	318
526.32452	310
526.84015	284
527.35577	318
527.8714	309
528.38696	332
528.90259	305
529.41815	314
529.93372	324
530.44922	312
530.96478	302
531.48029	298
531.99579	340
532.51129	308
533.02679	305
533.5423	308
534.05774	329
534.57318	323
535.08862	310
535.60406	329
536.11945	318
536.63489	302
537.15027	317
537.66565	341
538.18097	324
538.69635	298
539.21167	329
539.72699	330
540.24231	329
540.75763	295
541.27289	332
541.78821	313
542.30347	320
542.81873	320
543.33392	315
543.84918	319
544.36438	308
544.87958	336
545.39478	323
545.90991	308
546.42511	330
546.94025	286
547.45538	297
547.97052	317
548.4856	349
549.00073	337
549.51581	330
550.03088	311
550.5459	315
551.06097	293
551.57599	337
552.091	319
552.60602	337
553.12097	339
553.63593	325
554.15094	321
554.66583	310
555.18079	318
555.69568	310
556.21063	326
556.72552	332
557.24036	323
557.75525	337
558.27008	308
558.78491	330
559.29974	337
559.81458	322
560.32935	322
560.84412	303
561.35889	314
561.87366	318
562.38837	325
562.90308	336
563.41779	310
563.9325	325
564.44714	331
564.96179	315
565.47644	319
565.99109	313
566.50574	315
567.02032	322
567.53491	331
568.0495	336
568.56403	322
569.07861	323
569.59314	362
570.1076	338
570.62213	324
571.1366	326
571.65106	296
572.16553	307
572.67999	324
573.1944	323
573.7088	297
574.22321	319
574.73755	343
575.25195	317
575.7663	331
576.28058	328
576.79492	333
577.3092	316
577.82349	322
578.33777	320
578.85205	310
579.36627	313
579.88049	320
580.39471	322
580.90887	340
581.42303	321
581.93719	311
582.45135	327
582.96545	312
583.47955	319
583.99365	327
584.50775	327
585.02179	348
585.53583	322
586.04987	318
586.5639	309
587.07788	319
587.59186	334
588.10583	307
588.61975	324
589.13373	320
589.64758	336
590.1615	319
590.67542	326
591.18927	322
591.70306	329
592.21692	317
592.73071	317
593.24451	324
593.7583	323
594.27209	324
594.78583	324
595.29956	314
595.81323	322
596.32697	324
596.84064	321
597.35425	320
597.86792	320
598.38153	304
598.89514	305
599.40875	323
599.9223	338
600.43585	350
600.9494	314
601.46289	308
601.97638	307
602.48987	319
603.00336	330
603.51678	310
604.03021	301
604.54364	332
605.05701	316
605.57043	323
606.08374	318
606.59711	315
607.11041	332
