Date and Time:                Fri Oct 17 06:34:16.020 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	269
478.84332	323
479.35983	307
479.87631	313
480.39282	326
480.9093	309
481.42575	326
481.94223	333
482.45868	297
482.97513	325
483.49158	301
484.00803	312
484.52444	315
485.04086	305
485.55728	313
486.07367	332
486.59006	323
487.10645	348
487.62283	300
488.13919	316
488.65555	322
489.17191	306
489.68826	304
490.20459	311
490.72092	319
491.23724	317
491.75354	316
492.26984	329
492.78613	323
493.30243	345
493.8187	308
494.33496	347
494.85123	339
495.36746	317
495.8837	321
496.39993	342
496.91617	308
497.43237	321
497.94858	296
498.46478	317
498.98096	337
499.49713	319
500.01331	282
500.52945	320
501.04562	325
501.56174	312
502.07788	312
502.59399	332
503.11011	321
503.62622	305
504.1423	314
504.65839	332
505.17447	321
505.69052	327
506.20657	325
506.72263	318
507.23865	310
507.75467	306
508.27069	331
508.78668	322
509.30267	305
509.81866	322
510.33463	299
510.85059	334
511.36655	314
511.88248	317
512.39844	314
512.91437	315
513.43024	324
513.94617	316
514.46204	312
514.97791	307
515.49377	321
516.00964	303
516.52551	316
517.04132	321
517.55719	309
518.073	339
518.58881	320
519.10461	330
519.62036	305
520.13617	313
520.65192	324
521.16766	323
521.68341	325
522.1991	317
522.71484	324
523.23053	326
523.74622	314
524.2619	317
524.77759	310
525.29327	319
525.8089	305
526.32452	300
526.84015	348
527.35577	323
527.8714	304
528.38696	314
528.90259	341
529.41815	300
529.93372	301
530.44922	315
530.96478	321
531.48029	306
531.99579	311
532.51129	305
533.02679	338
533.5423	323
534.05774	297
534.57318	330
535.08862	315
535.60406	325
536.11945	319
536.63489	315
537.15027	331
537.66565	323
538.18097	318
538.69635	306
539.21167	291
539.72699	324
540.24231	306
540.75763	305
541.27289	332
541.78821	312
542.30347	310
542.81873	314
543.33392	309
543.84918	316
544.36438	311
544.87958	321
545.39478	334
545.90991	309
546.42511	339
546.94025	293
547.45538	323
547.97052	311
548.4856	305
549.00073	306
549.51581	305
550.03088	322
550.5459	304
551.06097	313
551.57599	326
552.091	311
552.60602	336
553.12097	304
553.63593	304
554.15094	324
554.66583	310
555.18079	302
555.69568	314
556.21063	306
556.72552	325
557.24036	335
557.75525	315
558.27008	317
558.78491	313
559.29974	303
559.81458	323
560.32935	317
560.84412	306
561.35889	297
561.87366	324
562.38837	302
562.90308	307
563.41779	301
563.9325	317
564.44714	323
564.96179	317
565.47644	323
565.99109	331
566.50574	315
567.02032	321
567.53491	311
568.0495	340
568.56403	325
569.07861	316
569.59314	306
570.1076	317
570.62213	316
571.1366	295
571.65106	315
572.16553	315
572.67999	311
573.1944	306
573.7088	324
574.22321	316
574.73755	323
575.25195	322
575.7663	318
576.28058	306
576.79492	310
577.3092	312
577.82349	312
578.33777	320
578.85205	299
579.36627	333
579.88049	302
580.39471	316
580.90887	335
581.42303	328
581.93719	325
582.45135	297
582.96545	292
583.47955	316
583.99365	285
584.50775	286
585.02179	332
585.53583	321
586.04987	302
586.5639	291
587.07788	316
587.59186	322
588.10583	328
588.61975	326
589.13373	318
589.64758	304
590.1615	288
590.67542	327
591.18927	307
591.70306	279
592.21692	290
592.73071	326
593.24451	318
593.7583	340
594.27209	316
594.78583	316
595.29956	312
595.81323	325
596.32697	301
596.84064	290
597.35425	316
597.86792	320
598.38153	307
598.89514	326
599.40875	313
599.9223	307
600.43585	310
600.9494	298
601.46289	305
601.97638	333
602.48987	310
603.00336	301
603.51678	314
604.03021	306
604.54364	299
605.05701	300
605.57043	317
606.08374	308
606.59711	321
607.11041	325
