Date and Time:                Sun Nov 2 15:02:51.501 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	313
478.84332	364
479.35983	361
479.87631	373
480.39282	357
480.9093	365
481.42575	336
481.94223	379
482.45868	364
482.97513	374
483.49158	371
484.00803	393
484.52444	387
485.04086	406
485.55728	404
486.07367	417
486.59006	455
487.10645	480
487.62283	475
488.13919	499
488.65555	539
489.17191	578
489.68826	586
490.20459	618
490.72092	625
491.23724	622
491.75354	662
492.26984	653
492.78613	729
493.30243	686
493.8187	754
494.33496	708
494.85123	770
495.36746	823
495.8837	815
496.39993	865
496.91617	815
497.43237	877
497.94858	898
498.46478	897
498.98096	927
499.49713	958
500.01331	936
500.52945	971
501.04562	1040
501.56174	994
502.07788	998
502.59399	1010
503.11011	989
503.62622	988
504.1423	1023
504.65839	981
505.17447	993
505.69052	976
506.20657	1003
506.72263	1033
507.23865	1011
507.75467	983
508.27069	1071
508.78668	1027
509.30267	1032
509.81866	1034
510.33463	979
510.85059	991
511.36655	1028
511.88248	1074
512.39844	1146
512.91437	1052
513.43024	1013
513.94617	1055
514.46204	951
514.97791	1014
515.49377	983
516.00964	997
516.52551	1004
517.04132	1084
517.55719	1075
518.073	1026
518.58881	1099
519.10461	1011
519.62036	1082
520.13617	1063
520.65192	974
521.16766	981
521.68341	1017
522.1991	1024
522.71484	981
523.23053	1076
523.74622	1103
524.2619	996
524.77759	1008
525.29327	1008
525.8089	982
526.32452	1026
526.84015	987
527.35577	1008
527.8714	990
528.38696	976
528.90259	962
529.41815	948
529.93372	957
530.44922	976
530.96478	940
531.48029	973
531.99579	993
532.51129	965
533.02679	957
533.5423	916
534.05774	991
534.57318	972
535.08862	924
535.60406	929
536.11945	888
536.63489	971
537.15027	949
537.66565	927
538.18097	887
538.69635	935
539.21167	919
539.72699	880
540.24231	954
540.75763	941
541.27289	916
541.78821	838
542.30347	893
542.81873	872
543.33392	851
543.84918	876
544.36438	900
544.87958	890
545.39478	906
545.90991	2388
546.42511	3463
546.94025	889
547.45538	893
547.97052	887
548.4856	887
549.00073	879
549.51581	874
550.03088	854
550.5459	918
551.06097	826
551.57599	869
552.091	892
552.60602	909
553.12097	852
553.63593	858
554.15094	887
554.66583	880
555.18079	881
555.69568	865
556.21063	857
556.72552	830
557.24036	890
557.75525	844
558.27008	862
558.78491	893
559.29974	882
559.81458	880
560.32935	948
560.84412	3087
561.35889	1329
561.87366	894
562.38837	862
562.90308	931
563.41779	902
563.9325	853
564.44714	906
564.96179	912
565.47644	962
565.99109	917
566.50574	923
567.02032	877
567.53491	984
568.0495	925
568.56403	970
569.07861	942
569.59314	944
570.1076	931
570.62213	965
571.1366	983
571.65106	931
572.16553	947
572.67999	986
573.1944	1100
573.7088	1009
574.22321	989
574.73755	963
575.25195	1016
575.7663	1011
576.28058	1071
576.79492	1089
577.3092	998
577.82349	1022
578.33777	1036
578.85205	1081
579.36627	1118
579.88049	1054
580.39471	1074
580.90887	1151
581.42303	1099
581.93719	1102
582.45135	1107
582.96545	1163
583.47955	1111
583.99365	1172
584.50775	1164
585.02179	1138
585.53583	1127
586.04987	1231
586.5639	1278
587.07788	1190
587.59186	1202
588.10583	1244
588.61975	1262
589.13373	1229
589.64758	1239
590.1615	1293
590.67542	1292
591.18927	1284
591.70306	1235
592.21692	1273
592.73071	1270
593.24451	1264
593.7583	1361
594.27209	1303
594.78583	1323
595.29956	1397
595.81323	1321
596.32697	1397
596.84064	1355
597.35425	1426
597.86792	1372
598.38153	1387
598.89514	1363
599.40875	1355
599.9223	1407
600.43585	1471
600.9494	1370
