Date and Time:                Thu Oct 30 08:42:46.098 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	279
478.84332	322
479.35983	327
479.87631	324
480.39282	303
480.9093	318
481.42575	322
481.94223	330
482.45868	340
482.97513	347
483.49158	340
484.00803	370
484.52444	382
485.04086	436
485.55728	491
486.07367	564
486.59006	560
487.10645	625
487.62283	670
488.13919	703
488.65555	762
489.17191	796
489.68826	892
490.20459	896
490.72092	927
491.23724	1068
491.75354	1062
492.26984	1151
492.78613	1227
493.30243	1240
493.8187	1304
494.33496	1279
494.85123	1338
495.36746	1455
495.8837	1458
496.39993	1596
496.91617	1639
497.43237	1767
497.94858	1686
498.46478	1850
498.98096	2035
499.49713	2013
500.01331	2124
500.52945	2218
501.04562	2402
501.56174	2618
502.07788	2756
502.59399	2908
503.11011	3145
503.62622	3652
504.1423	3954
504.65839	4479
505.17447	4735
505.69052	5463
506.20657	5961
506.72263	6734
507.23865	7463
507.75467	8004
508.27069	9120
508.78668	10152
509.30267	11226
509.81866	12167
510.33463	13315
510.85059	14105
511.36655	15238
511.88248	16363
512.39844	17251
512.91437	17535
513.43024	18425
513.94617	18669
514.46204	19358
514.97791	19619
515.49377	19770
516.00964	20067
516.52551	19841
517.04132	19986
517.55719	19552
518.073	19532
518.58881	18921
519.10461	18571
519.62036	18480
520.13617	17935
520.65192	17307
521.16766	16340
521.68341	15629
522.1991	15276
522.71484	14260
523.23053	13346
523.74622	12598
524.2619	11635
524.77759	10318
525.29327	9461
525.8089	8630
526.32452	7704
526.84015	6716
527.35577	5961
527.8714	5297
528.38696	4769
528.90259	4055
529.41815	3685
529.93372	3441
530.44922	2991
530.96478	2778
531.48029	2624
531.99579	2485
532.51129	2380
533.02679	2369
533.5423	2410
534.05774	2300
534.57318	2287
535.08862	2198
535.60406	2200
536.11945	2170
536.63489	2195
537.15027	2158
537.66565	2082
538.18097	1990
538.69635	1988
539.21167	1972
539.72699	1925
540.24231	1855
540.75763	1845
541.27289	1740
541.78821	1785
542.30347	1723
542.81873	1698
543.33392	1700
543.84918	1659
544.36438	1491
544.87958	1584
545.39478	1524
545.90991	1480
546.42511	1484
546.94025	1516
547.45538	1367
547.97052	1536
548.4856	1455
549.00073	1417
549.51581	1324
550.03088	1410
550.5459	1347
551.06097	1288
551.57599	1332
552.091	1316
552.60602	1290
553.12097	1331
553.63593	1327
554.15094	1228
554.66583	1247
555.18079	1237
555.69568	1285
556.21063	1239
556.72552	1251
557.24036	1211
557.75525	1177
558.27008	1224
558.78491	1204
559.29974	1218
559.81458	1159
560.32935	1211
560.84412	1145
561.35889	1155
561.87366	1184
562.38837	1129
562.90308	1124
563.41779	1135
563.9325	1089
564.44714	1038
564.96179	1111
565.47644	1111
565.99109	1075
566.50574	1115
567.02032	1003
567.53491	1106
568.0495	998
568.56403	1039
569.07861	1067
569.59314	1042
570.1076	990
570.62213	991
571.1366	983
571.65106	1079
572.16553	1036
572.67999	942
573.1944	1055
573.7088	979
574.22321	958
574.73755	946
575.25195	978
575.7663	912
576.28058	975
576.79492	952
577.3092	883
577.82349	948
578.33777	943
578.85205	963
579.36627	892
579.88049	923
580.39471	873
580.90887	835
581.42303	905
581.93719	851
582.45135	902
582.96545	798
583.47955	829
583.99365	835
584.50775	860
585.02179	806
585.53583	838
586.04987	867
586.5639	820
587.07788	823
587.59186	859
588.10583	837
588.61975	746
589.13373	803
589.64758	799
590.1615	783
590.67542	852
591.18927	757
591.70306	751
592.21692	750
592.73071	790
593.24451	773
593.7583	762
594.27209	753
594.78583	729
595.29956	689
595.81323	735
