Date and Time:                Thu Oct 30 08:41:26.396 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	264
478.84332	302
479.35983	319
479.87631	318
480.39282	328
480.9093	310
481.42575	329
481.94223	281
482.45868	310
482.97513	324
483.49158	326
484.00803	356
484.52444	403
485.04086	447
485.55728	459
486.07367	546
486.59006	585
487.10645	623
487.62283	697
488.13919	745
488.65555	777
489.17191	777
489.68826	900
490.20459	920
490.72092	949
491.23724	1090
491.75354	1033
492.26984	1158
492.78613	1160
493.30243	1273
493.8187	1289
494.33496	1350
494.85123	1382
495.36746	1535
495.8837	1510
496.39993	1626
496.91617	1704
497.43237	1681
497.94858	1875
498.46478	1872
498.98096	2054
499.49713	2153
500.01331	2260
500.52945	2246
501.04562	2361
501.56174	2591
502.07788	2714
502.59399	3105
503.11011	3230
503.62622	3680
504.1423	3933
504.65839	4472
505.17447	4893
505.69052	5518
506.20657	5963
506.72263	6812
507.23865	7361
507.75467	8316
508.27069	9086
508.78668	10049
509.30267	11180
509.81866	12183
510.33463	13368
510.85059	14370
511.36655	15396
511.88248	16104
512.39844	17200
512.91437	17946
513.43024	18238
513.94617	19085
514.46204	19606
514.97791	19750
515.49377	20232
516.00964	19886
516.52551	20557
517.04132	19987
517.55719	20081
518.073	19861
518.58881	19195
519.10461	18958
519.62036	18506
520.13617	18032
520.65192	17473
521.16766	16838
521.68341	15932
522.1991	15477
522.71484	14480
523.23053	13408
523.74622	12823
524.2619	11594
524.77759	10601
525.29327	9508
525.8089	8712
526.32452	7669
526.84015	6644
527.35577	6023
527.8714	5351
528.38696	4889
528.90259	4142
529.41815	3773
529.93372	3482
530.44922	3130
530.96478	2851
531.48029	2660
531.99579	2680
532.51129	2413
533.02679	2358
533.5423	2336
534.05774	2344
534.57318	2287
535.08862	2289
535.60406	2271
536.11945	2201
536.63489	2179
537.15027	2162
537.66565	2062
538.18097	2072
538.69635	2004
539.21167	1972
539.72699	1979
540.24231	1944
540.75763	1833
541.27289	1861
541.78821	1860
542.30347	1684
542.81873	1683
543.33392	1698
543.84918	1640
544.36438	1619
544.87958	1655
545.39478	1649
545.90991	1574
546.42511	1521
546.94025	1511
547.45538	1526
547.97052	1480
548.4856	1531
549.00073	1380
549.51581	1454
550.03088	1360
550.5459	1397
551.06097	1367
551.57599	1327
552.091	1347
552.60602	1415
553.12097	1334
553.63593	1358
554.15094	1301
554.66583	1321
555.18079	1286
555.69568	1239
556.21063	1240
556.72552	1289
557.24036	1240
557.75525	1134
558.27008	1164
558.78491	1201
559.29974	1215
559.81458	1169
560.32935	1242
560.84412	1239
561.35889	1138
561.87366	1154
562.38837	1216
562.90308	1140
563.41779	1076
563.9325	1179
564.44714	1168
564.96179	1153
565.47644	1072
565.99109	1098
566.50574	1146
567.02032	1089
567.53491	1085
568.0495	1010
568.56403	1097
569.07861	1089
569.59314	1050
570.1076	1072
570.62213	1090
571.1366	998
571.65106	1008
572.16553	977
572.67999	1031
573.1944	943
573.7088	1006
574.22321	1035
574.73755	1011
575.25195	934
575.7663	931
576.28058	1037
576.79492	994
577.3092	981
577.82349	949
578.33777	951
578.85205	972
579.36627	911
579.88049	965
580.39471	958
580.90887	964
581.42303	857
581.93719	868
582.45135	827
582.96545	860
583.47955	843
583.99365	909
584.50775	871
585.02179	880
585.53583	844
586.04987	848
586.5639	859
587.07788	856
587.59186	830
588.10583	794
588.61975	806
589.13373	823
589.64758	789
590.1615	789
590.67542	841
591.18927	791
591.70306	790
592.21692	768
592.73071	745
593.24451	778
593.7583	781
594.27209	738
594.78583	789
595.29956	797
