Date and Time:                Thu Oct 30 08:42:00.604 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	270
478.84332	318
479.35983	318
479.87631	315
480.39282	321
480.9093	329
481.42575	310
481.94223	315
482.45868	324
482.97513	336
483.49158	327
484.00803	354
484.52444	411
485.04086	429
485.55728	496
486.07367	532
486.59006	599
487.10645	648
487.62283	632
488.13919	707
488.65555	744
489.17191	877
489.68826	877
490.20459	938
490.72092	1024
491.23724	1050
491.75354	1068
492.26984	1087
492.78613	1216
493.30243	1218
493.8187	1278
494.33496	1393
494.85123	1457
495.36746	1496
495.8837	1534
496.39993	1594
496.91617	1653
497.43237	1698
497.94858	1851
498.46478	1942
498.98096	2039
499.49713	2135
500.01331	2211
500.52945	2251
501.04562	2456
501.56174	2650
502.07788	2699
502.59399	3024
503.11011	3239
503.62622	3634
504.1423	4033
504.65839	4429
505.17447	4960
505.69052	5592
506.20657	5940
506.72263	6596
507.23865	7576
507.75467	8318
508.27069	9277
508.78668	10157
509.30267	11074
509.81866	12271
510.33463	13476
510.85059	14489
511.36655	15362
511.88248	16057
512.39844	16959
512.91437	18024
513.43024	18518
513.94617	18886
514.46204	19740
514.97791	19776
515.49377	20181
516.00964	19998
516.52551	20144
517.04132	19895
517.55719	20094
518.073	19593
518.58881	19379
519.10461	18807
519.62036	18460
520.13617	17901
520.65192	17267
521.16766	16559
521.68341	16136
522.1991	15240
522.71484	14380
523.23053	13640
523.74622	12422
524.2619	11535
524.77759	10618
525.29327	9603
525.8089	8612
526.32452	7673
526.84015	6890
527.35577	5898
527.8714	5448
528.38696	4622
528.90259	4050
529.41815	3711
529.93372	3340
530.44922	3107
530.96478	2853
531.48029	2729
531.99579	2602
532.51129	2402
533.02679	2426
533.5423	2398
534.05774	2392
534.57318	2316
535.08862	2238
535.60406	2238
536.11945	2215
536.63489	2096
537.15027	2103
537.66565	2048
538.18097	2066
538.69635	1910
539.21167	1983
539.72699	2000
540.24231	1925
540.75763	1819
541.27289	1861
541.78821	1864
542.30347	1812
542.81873	1636
543.33392	1638
543.84918	1618
544.36438	1631
544.87958	1569
545.39478	1640
545.90991	1596
546.42511	1555
546.94025	1503
547.45538	1526
547.97052	1460
548.4856	1411
549.00073	1446
549.51581	1348
550.03088	1399
550.5459	1426
551.06097	1367
551.57599	1332
552.091	1309
552.60602	1338
553.12097	1333
553.63593	1264
554.15094	1272
554.66583	1320
555.18079	1237
555.69568	1365
556.21063	1291
556.72552	1285
557.24036	1240
557.75525	1216
558.27008	1224
558.78491	1219
559.29974	1230
559.81458	1203
560.32935	1163
560.84412	1236
561.35889	1162
561.87366	1182
562.38837	1126
562.90308	1200
563.41779	1112
563.9325	1131
564.44714	1101
564.96179	1163
565.47644	1120
565.99109	1114
566.50574	1135
567.02032	1118
567.53491	1055
568.0495	1000
568.56403	1111
569.07861	1018
569.59314	1033
570.1076	1022
570.62213	1036
571.1366	1016
571.65106	1050
572.16553	1032
572.67999	1088
573.1944	1005
573.7088	955
574.22321	970
574.73755	1022
575.25195	976
575.7663	984
576.28058	960
576.79492	961
577.3092	920
577.82349	936
578.33777	886
578.85205	866
579.36627	885
579.88049	926
580.39471	929
580.90887	838
581.42303	907
581.93719	909
582.45135	905
582.96545	868
583.47955	879
583.99365	869
584.50775	890
585.02179	885
585.53583	892
586.04987	871
586.5639	860
587.07788	845
587.59186	827
588.10583	830
588.61975	765
589.13373	826
589.64758	819
590.1615	801
590.67542	807
591.18927	821
591.70306	874
592.21692	747
592.73071	763
593.24451	734
593.7583	741
594.27209	751
594.78583	800
595.29956	775
