Date and Time:                Fri Oct 17 08:11:53.993 2025
Software Version:             4.30.30000.0
Unstabilized Temperature (C): -89.631
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	245
478.84332	331
479.35983	322
479.87631	315
480.39282	340
480.9093	317
481.42575	309
481.94223	321
482.45868	325
482.97513	326
483.49158	336
484.00803	332
484.52444	318
485.04086	316
485.55728	334
486.07367	310
486.59006	319
487.10645	301
487.62283	300
488.13919	316
488.65555	338
489.17191	311
489.68826	316
490.20459	314
490.72092	306
491.23724	326
491.75354	292
492.26984	322
492.78613	325
493.30243	307
493.8187	321
494.33496	334
494.85123	313
495.36746	332
495.8837	338
496.39993	314
496.91617	329
497.43237	313
497.94858	311
498.46478	314
498.98096	322
499.49713	318
500.01331	315
500.52945	319
501.04562	322
501.56174	315
502.07788	318
502.59399	311
503.11011	313
503.62622	335
504.1423	325
504.65839	320
505.17447	318
505.69052	309
506.20657	317
506.72263	322
507.23865	311
507.75467	323
508.27069	332
508.78668	329
509.30267	310
509.81866	333
510.33463	302
510.85059	329
511.36655	318
511.88248	302
512.39844	327
512.91437	321
513.43024	333
513.94617	319
514.46204	317
514.97791	321
515.49377	303
516.00964	303
516.52551	322
517.04132	313
517.55719	324
518.073	312
518.58881	303
519.10461	319
519.62036	331
520.13617	316
520.65192	313
521.16766	326
521.68341	324
522.1991	337
522.71484	309
523.23053	326
523.74622	323
524.2619	328
524.77759	318
525.29327	330
525.8089	315
526.32452	322
526.84015	324
527.35577	335
527.8714	339
528.38696	305
528.90259	330
529.41815	319
529.93372	300
530.44922	337
530.96478	310
531.48029	326
531.99579	302
532.51129	316
533.02679	317
533.5423	318
534.05774	312
534.57318	340
535.08862	301
535.60406	323
536.11945	317
536.63489	318
537.15027	323
537.66565	322
538.18097	318
538.69635	311
539.21167	332
539.72699	310
540.24231	332
540.75763	309
541.27289	311
541.78821	292
542.30347	310
542.81873	311
543.33392	326
543.84918	312
544.36438	325
544.87958	316
545.39478	303
545.90991	329
546.42511	317
546.94025	303
547.45538	304
547.97052	324
548.4856	327
549.00073	308
549.51581	335
550.03088	325
550.5459	315
551.06097	307
551.57599	325
552.091	335
552.60602	333
553.12097	328
553.63593	326
554.15094	304
554.66583	350
555.18079	334
555.69568	298
556.21063	311
556.72552	291
557.24036	313
557.75525	307
558.27008	302
558.78491	311
559.29974	329
559.81458	318
560.32935	304
560.84412	332
561.35889	322
561.87366	303
562.38837	329
562.90308	312
563.41779	311
563.9325	326
564.44714	317
564.96179	310
565.47644	320
565.99109	327
566.50574	319
567.02032	311
567.53491	315
568.0495	313
568.56403	324
569.07861	339
569.59314	321
570.1076	327
570.62213	321
571.1366	324
571.65106	332
572.16553	312
572.67999	291
573.1944	312
573.7088	358
574.22321	324
574.73755	318
575.25195	314
575.7663	315
576.28058	339
576.79492	319
577.3092	296
577.82349	319
578.33777	316
578.85205	315
579.36627	320
579.88049	340
580.39471	317
580.90887	311
581.42303	318
581.93719	328
582.45135	318
582.96545	320
583.47955	308
583.99365	310
584.50775	327
585.02179	335
585.53583	326
586.04987	321
586.5639	312
587.07788	320
587.59186	315
588.10583	300
588.61975	310
589.13373	323
589.64758	302
590.1615	333
590.67542	307
591.18927	306
591.70306	317
592.21692	317
592.73071	301
593.24451	306
593.7583	321
594.27209	306
594.78583	337
595.29956	296
595.81323	314
596.32697	332
596.84064	317
597.35425	305
597.86792	301
598.38153	297
598.89514	316
599.40875	323
599.9223	309
600.43585	315
600.9494	308
601.46289	327
601.97638	323
602.48987	309
