Date and Time:                Sun Nov 2 14:31:03.546 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	268
478.84332	316
479.35983	329
479.87631	352
480.39282	315
480.9093	329
481.42575	316
481.94223	325
482.45868	343
482.97513	352
483.49158	358
484.00803	384
484.52444	395
485.04086	443
485.55728	486
486.07367	551
486.59006	561
487.10645	653
487.62283	651
488.13919	719
488.65555	782
489.17191	823
489.68826	899
490.20459	959
490.72092	997
491.23724	1029
491.75354	1023
492.26984	1167
492.78613	1214
493.30243	1303
493.8187	1330
494.33496	1299
494.85123	1484
495.36746	1496
495.8837	1617
496.39993	1619
496.91617	1645
497.43237	1793
497.94858	1843
498.46478	2031
498.98096	2048
499.49713	2115
500.01331	2180
500.52945	2185
501.04562	2466
501.56174	2604
502.07788	2803
502.59399	3073
503.11011	3344
503.62622	3541
504.1423	4093
504.65839	4445
505.17447	5090
505.69052	5444
506.20657	6213
506.72263	6772
507.23865	7524
507.75467	8207
508.27069	9143
508.78668	10194
509.30267	11045
509.81866	12119
510.33463	13465
510.85059	14668
511.36655	15227
511.88248	16332
512.39844	17214
512.91437	18003
513.43024	18447
513.94617	19371
514.46204	19978
514.97791	19668
515.49377	20020
516.00964	20343
516.52551	20291
517.04132	20284
517.55719	19995
518.073	19590
518.58881	19201
519.10461	18997
519.62036	18505
520.13617	18141
520.65192	17471
521.16766	16814
521.68341	16075
522.1991	15383
522.71484	14735
523.23053	13927
523.74622	12589
524.2619	11761
524.77759	10933
525.29327	9880
525.8089	8504
526.32452	7776
526.84015	6811
527.35577	6115
527.8714	5398
528.38696	4846
528.90259	4351
529.41815	3836
529.93372	3411
530.44922	3117
530.96478	2857
531.48029	2720
531.99579	2685
532.51129	2482
533.02679	2389
533.5423	2361
534.05774	2400
534.57318	2305
535.08862	2264
535.60406	2209
536.11945	2243
536.63489	2231
537.15027	2149
537.66565	2146
538.18097	2071
538.69635	2101
539.21167	2074
539.72699	1950
540.24231	1907
540.75763	1882
541.27289	1776
541.78821	1798
542.30347	1737
542.81873	1773
543.33392	1736
543.84918	1671
544.36438	1647
544.87958	1655
545.39478	1537
545.90991	1612
546.42511	1540
546.94025	1533
547.45538	1490
547.97052	1472
548.4856	1486
549.00073	1449
549.51581	1367
550.03088	1455
550.5459	1415
551.06097	1371
551.57599	1385
552.091	1338
552.60602	1355
553.12097	1312
553.63593	1262
554.15094	1245
554.66583	1362
555.18079	1299
555.69568	1264
556.21063	1297
556.72552	1291
557.24036	1227
557.75525	1224
558.27008	1199
558.78491	1233
559.29974	1232
559.81458	1162
560.32935	1213
560.84412	1204
561.35889	1160
561.87366	1145
562.38837	1170
562.90308	1169
563.41779	1251
563.9325	1174
564.44714	1078
564.96179	1140
565.47644	1100
565.99109	1187
566.50574	1136
567.02032	1084
567.53491	1086
568.0495	1080
568.56403	1079
569.07861	1013
569.59314	1091
570.1076	1073
570.62213	1002
571.1366	1059
571.65106	1072
572.16553	1046
572.67999	1083
573.1944	953
573.7088	932
574.22321	1030
574.73755	1012
575.25195	929
575.7663	1001
576.28058	966
576.79492	974
577.3092	922
577.82349	973
578.33777	969
578.85205	909
579.36627	911
579.88049	910
580.39471	883
580.90887	928
581.42303	910
581.93719	906
582.45135	930
582.96545	850
583.47955	877
583.99365	898
584.50775	824
585.02179	856
585.53583	856
586.04987	851
586.5639	834
587.07788	843
587.59186	840
588.10583	819
588.61975	818
589.13373	781
589.64758	799
590.1615	889
590.67542	801
591.18927	751
591.70306	795
592.21692	744
592.73071	772
593.24451	751
593.7583	784
594.27209	789
594.78583	743
595.29956	757
