Date and Time:                Sun Nov 2 14:31:14.818 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	240
478.84332	304
479.35983	314
479.87631	325
480.39282	338
480.9093	343
481.42575	340
481.94223	333
482.45868	314
482.97513	344
483.49158	331
484.00803	355
484.52444	366
485.04086	429
485.55728	492
486.07367	540
486.59006	593
487.10645	599
487.62283	676
488.13919	709
488.65555	819
489.17191	798
489.68826	932
490.20459	986
490.72092	923
491.23724	1012
491.75354	1074
492.26984	1151
492.78613	1249
493.30243	1284
493.8187	1335
494.33496	1348
494.85123	1435
495.36746	1450
495.8837	1580
496.39993	1651
496.91617	1697
497.43237	1782
497.94858	1891
498.46478	1939
498.98096	1892
499.49713	2125
500.01331	2188
500.52945	2282
501.04562	2385
501.56174	2498
502.07788	2644
502.59399	3105
503.11011	3313
503.62622	3671
504.1423	4156
504.65839	4423
505.17447	4882
505.69052	5475
506.20657	6107
506.72263	6777
507.23865	7355
507.75467	8504
508.27069	9077
508.78668	10058
509.30267	11263
509.81866	12189
510.33463	13156
510.85059	14335
511.36655	15347
511.88248	16543
512.39844	17324
512.91437	17896
513.43024	18560
513.94617	19146
514.46204	19770
514.97791	19938
515.49377	20127
516.00964	20307
516.52551	20207
517.04132	20073
517.55719	19995
518.073	19718
518.58881	19215
519.10461	19117
519.62036	18586
520.13617	18122
520.65192	17175
521.16766	16923
521.68341	16157
522.1991	15498
522.71484	14687
523.23053	13526
523.74622	12627
524.2619	11789
524.77759	10803
525.29327	9868
525.8089	8797
526.32452	7915
526.84015	6836
527.35577	6211
527.8714	5398
528.38696	4704
528.90259	4128
529.41815	3843
529.93372	3445
530.44922	3089
530.96478	2862
531.48029	2649
531.99579	2509
532.51129	2522
533.02679	2479
533.5423	2355
534.05774	2297
534.57318	2437
535.08862	2275
535.60406	2190
536.11945	2300
536.63489	2115
537.15027	2128
537.66565	2181
538.18097	2075
538.69635	2068
539.21167	2028
539.72699	1901
540.24231	1887
540.75763	1929
541.27289	1809
541.78821	1839
542.30347	1769
542.81873	1795
543.33392	1674
543.84918	1638
544.36438	1654
544.87958	1597
545.39478	1590
545.90991	1614
546.42511	1488
546.94025	1597
547.45538	1499
547.97052	1544
548.4856	1448
549.00073	1390
549.51581	1475
550.03088	1387
550.5459	1365
551.06097	1386
551.57599	1426
552.091	1358
552.60602	1387
553.12097	1349
553.63593	1359
554.15094	1304
554.66583	1316
555.18079	1365
555.69568	1249
556.21063	1263
556.72552	1292
557.24036	1280
557.75525	1275
558.27008	1219
558.78491	1209
559.29974	1202
559.81458	1215
560.32935	1225
560.84412	1291
561.35889	1183
561.87366	1167
562.38837	1136
562.90308	1186
563.41779	1229
563.9325	1161
564.44714	1133
564.96179	1135
565.47644	1129
565.99109	1160
566.50574	1112
567.02032	1061
567.53491	1132
568.0495	1059
568.56403	1076
569.07861	1059
569.59314	1087
570.1076	1040
570.62213	1057
571.1366	1041
571.65106	1053
572.16553	1044
572.67999	1022
573.1944	994
573.7088	1012
574.22321	1018
574.73755	921
575.25195	971
575.7663	972
576.28058	923
576.79492	961
577.3092	973
577.82349	1002
578.33777	959
578.85205	962
579.36627	958
579.88049	967
580.39471	907
580.90887	889
581.42303	821
581.93719	867
582.45135	914
582.96545	926
583.47955	860
583.99365	850
584.50775	816
585.02179	842
585.53583	905
586.04987	839
586.5639	859
587.07788	850
587.59186	802
588.10583	828
588.61975	819
589.13373	800
589.64758	755
590.1615	829
590.67542	780
591.18927	757
591.70306	782
592.21692	828
592.73071	778
593.24451	801
593.7583	791
594.27209	759
594.78583	771
595.29956	738
