Date and Time:                Sun Nov 2 14:32:45.253 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	280
478.84332	332
479.35983	341
479.87631	320
480.39282	318
480.9093	330
481.42575	310
481.94223	315
482.45868	326
482.97513	334
483.49158	357
484.00803	360
484.52444	417
485.04086	434
485.55728	497
486.07367	498
486.59006	579
487.10645	592
487.62283	701
488.13919	679
488.65555	825
489.17191	774
489.68826	896
490.20459	900
490.72092	987
491.23724	1022
491.75354	1093
492.26984	1160
492.78613	1164
493.30243	1206
493.8187	1341
494.33496	1351
494.85123	1383
495.36746	1418
495.8837	1485
496.39993	1608
496.91617	1658
497.43237	1682
497.94858	1825
498.46478	1852
498.98096	1954
499.49713	2070
500.01331	2226
500.52945	2271
501.04562	2442
501.56174	2564
502.07788	2811
502.59399	3099
503.11011	3292
503.62622	3642
504.1423	4103
504.65839	4413
505.17447	4855
505.69052	5461
506.20657	6047
506.72263	6744
507.23865	7626
507.75467	8214
508.27069	9114
508.78668	9860
509.30267	11417
509.81866	12433
510.33463	13342
510.85059	14479
511.36655	15401
511.88248	16197
512.39844	17245
512.91437	17776
513.43024	18527
513.94617	18993
514.46204	19859
514.97791	19606
515.49377	20271
516.00964	20276
516.52551	20270
517.04132	20503
517.55719	20183
518.073	19717
518.58881	19540
519.10461	18969
519.62036	18923
520.13617	17955
520.65192	17570
521.16766	16507
521.68341	16053
522.1991	15564
522.71484	14479
523.23053	13516
523.74622	12579
524.2619	11820
524.77759	10594
525.29327	9854
525.8089	8582
526.32452	7832
526.84015	6766
527.35577	6099
527.8714	5436
528.38696	4740
528.90259	4294
529.41815	3747
529.93372	3444
530.44922	3081
530.96478	2823
531.48029	2713
531.99579	2564
532.51129	2508
533.02679	2376
533.5423	2322
534.05774	2384
534.57318	2229
535.08862	2305
535.60406	2119
536.11945	2190
536.63489	2116
537.15027	2099
537.66565	2168
538.18097	2082
538.69635	1987
539.21167	2018
539.72699	1940
540.24231	1807
540.75763	1915
541.27289	1796
541.78821	1750
542.30347	1827
542.81873	1736
543.33392	1641
543.84918	1678
544.36438	1622
544.87958	1603
545.39478	1619
545.90991	1535
546.42511	1559
546.94025	1492
547.45538	1480
547.97052	1542
548.4856	1458
549.00073	1386
549.51581	1371
550.03088	1411
550.5459	1416
551.06097	1323
551.57599	1319
552.091	1238
552.60602	1379
553.12097	1309
553.63593	1359
554.15094	1307
554.66583	1317
555.18079	1240
555.69568	1246
556.21063	1222
556.72552	1253
557.24036	1262
557.75525	1197
558.27008	1221
558.78491	1239
559.29974	1179
559.81458	1180
560.32935	1134
560.84412	1201
561.35889	1162
561.87366	1189
562.38837	1225
562.90308	1154
563.41779	1157
563.9325	1152
564.44714	1087
564.96179	1069
565.47644	1102
565.99109	1127
566.50574	1053
567.02032	1128
567.53491	1112
568.0495	1137
568.56403	1026
569.07861	1067
569.59314	1077
570.1076	1045
570.62213	1010
571.1366	1091
571.65106	984
572.16553	987
572.67999	1035
573.1944	1021
573.7088	1034
574.22321	954
574.73755	985
575.25195	923
575.7663	966
576.28058	930
576.79492	918
577.3092	901
577.82349	875
578.33777	914
578.85205	933
579.36627	866
579.88049	846
580.39471	897
580.90887	848
581.42303	862
581.93719	901
582.45135	887
582.96545	875
583.47955	859
583.99365	859
584.50775	841
585.02179	877
585.53583	836
586.04987	845
586.5639	859
587.07788	880
587.59186	865
588.10583	757
588.61975	836
589.13373	781
589.64758	826
590.1615	804
590.67542	847
591.18927	764
591.70306	820
592.21692	747
592.73071	753
593.24451	782
593.7583	749
594.27209	782
594.78583	742
595.29956	764
