Date and Time:                Sun Nov 2 14:32:00.310 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	269
478.84332	342
479.35983	323
479.87631	322
480.39282	320
480.9093	325
481.42575	331
481.94223	317
482.45868	307
482.97513	322
483.49158	351
484.00803	381
484.52444	412
485.04086	436
485.55728	476
486.07367	573
486.59006	568
487.10645	598
487.62283	692
488.13919	722
488.65555	743
489.17191	815
489.68826	894
490.20459	939
490.72092	915
491.23724	992
491.75354	1107
492.26984	1138
492.78613	1163
493.30243	1211
493.8187	1280
494.33496	1353
494.85123	1365
495.36746	1521
495.8837	1509
496.39993	1615
496.91617	1726
497.43237	1718
497.94858	1832
498.46478	1921
498.98096	2021
499.49713	2121
500.01331	2182
500.52945	2344
501.04562	2466
501.56174	2633
502.07788	2876
502.59399	3079
503.11011	3284
503.62622	3648
504.1423	4135
504.65839	4432
505.17447	4914
505.69052	5481
506.20657	6080
506.72263	6614
507.23865	7499
507.75467	8205
508.27069	9373
508.78668	10217
509.30267	11027
509.81866	12350
510.33463	13512
510.85059	14278
511.36655	15268
511.88248	16443
512.39844	17251
512.91437	17872
513.43024	18600
513.94617	18973
514.46204	19649
514.97791	19781
515.49377	20138
516.00964	20277
516.52551	20137
517.04132	20239
517.55719	20025
518.073	19796
518.58881	19540
519.10461	19110
519.62036	18393
520.13617	17717
520.65192	17597
521.16766	16771
521.68341	16195
522.1991	15455
522.71484	14517
523.23053	13663
523.74622	12693
524.2619	11860
524.77759	10757
525.29327	9754
525.8089	8797
526.32452	7801
526.84015	6936
527.35577	6027
527.8714	5299
528.38696	4748
528.90259	4106
529.41815	3840
529.93372	3326
530.44922	3158
530.96478	2943
531.48029	2649
531.99579	2497
532.51129	2443
533.02679	2452
533.5423	2315
534.05774	2332
534.57318	2232
535.08862	2181
535.60406	2194
536.11945	2262
536.63489	2127
537.15027	2192
537.66565	2059
538.18097	1992
538.69635	1981
539.21167	2017
539.72699	1925
540.24231	1881
540.75763	1981
541.27289	1847
541.78821	1786
542.30347	1834
542.81873	1687
543.33392	1710
543.84918	1565
544.36438	1750
544.87958	1671
545.39478	1651
545.90991	1570
546.42511	1550
546.94025	1533
547.45538	1401
547.97052	1465
548.4856	1534
549.00073	1388
549.51581	1380
550.03088	1416
550.5459	1403
551.06097	1344
551.57599	1337
552.091	1378
552.60602	1314
553.12097	1354
553.63593	1331
554.15094	1356
554.66583	1342
555.18079	1285
555.69568	1252
556.21063	1276
556.72552	1286
557.24036	1248
557.75525	1201
558.27008	1214
558.78491	1242
559.29974	1206
559.81458	1236
560.32935	1173
560.84412	1125
561.35889	1257
561.87366	1175
562.38837	1169
562.90308	1119
563.41779	1167
563.9325	1097
564.44714	1134
564.96179	1119
565.47644	1123
565.99109	1116
566.50574	1128
567.02032	1135
567.53491	1134
568.0495	1082
568.56403	1114
569.07861	1074
569.59314	1052
570.1076	1056
570.62213	1029
571.1366	1134
571.65106	1028
572.16553	979
572.67999	1010
573.1944	1004
573.7088	1037
574.22321	1003
574.73755	953
575.25195	1009
575.7663	981
576.28058	958
576.79492	992
577.3092	953
577.82349	947
578.33777	949
578.85205	928
579.36627	929
579.88049	877
580.39471	895
580.90887	921
581.42303	904
581.93719	960
582.45135	876
582.96545	830
583.47955	884
583.99365	869
584.50775	908
585.02179	850
585.53583	791
586.04987	881
586.5639	815
587.07788	847
587.59186	896
588.10583	794
588.61975	799
589.13373	860
589.64758	828
590.1615	763
590.67542	785
591.18927	778
591.70306	841
592.21692	809
592.73071	755
593.24451	796
593.7583	768
594.27209	742
594.78583	740
595.29956	733
