Date and Time:                Sun Nov 2 14:32:34.052 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	265
478.84332	325
479.35983	327
479.87631	321
480.39282	343
480.9093	313
481.42575	312
481.94223	333
482.45868	329
482.97513	311
483.49158	329
484.00803	342
484.52444	393
485.04086	422
485.55728	494
486.07367	534
486.59006	552
487.10645	583
487.62283	712
488.13919	696
488.65555	772
489.17191	819
489.68826	929
490.20459	927
490.72092	1023
491.23724	1019
491.75354	1089
492.26984	1165
492.78613	1203
493.30243	1251
493.8187	1263
494.33496	1362
494.85123	1417
495.36746	1447
495.8837	1519
496.39993	1535
496.91617	1741
497.43237	1736
497.94858	1737
498.46478	1910
498.98096	1994
499.49713	2117
500.01331	2106
500.52945	2281
501.04562	2539
501.56174	2504
502.07788	2762
502.59399	2941
503.11011	3278
503.62622	3526
504.1423	3977
504.65839	4377
505.17447	4851
505.69052	5458
506.20657	5924
506.72263	6692
507.23865	7451
507.75467	8450
508.27069	9124
508.78668	9893
509.30267	11212
509.81866	12146
510.33463	13427
510.85059	14285
511.36655	15079
511.88248	16733
512.39844	17216
512.91437	17697
513.43024	18436
513.94617	18958
514.46204	19464
514.97791	19844
515.49377	20295
516.00964	20438
516.52551	20039
517.04132	20241
517.55719	19954
518.073	19822
518.58881	19305
519.10461	18749
519.62036	18994
520.13617	18026
520.65192	17530
521.16766	16831
521.68341	15987
522.1991	15069
522.71484	14448
523.23053	13615
523.74622	12675
524.2619	11724
524.77759	10645
525.29327	9898
525.8089	8602
526.32452	7613
526.84015	6869
527.35577	6054
527.8714	5388
528.38696	4690
528.90259	4171
529.41815	3829
529.93372	3438
530.44922	3133
530.96478	2853
531.48029	2761
531.99579	2508
532.51129	2494
533.02679	2360
533.5423	2326
534.05774	2363
534.57318	2328
535.08862	2301
535.60406	2196
536.11945	2202
536.63489	2145
537.15027	2140
537.66565	2111
538.18097	2081
538.69635	2020
539.21167	1934
539.72699	2027
540.24231	1758
540.75763	1908
541.27289	1858
541.78821	1808
542.30347	1766
542.81873	1690
543.33392	1710
543.84918	1634
544.36438	1568
544.87958	1550
545.39478	1564
545.90991	1541
546.42511	1523
546.94025	1499
547.45538	1466
547.97052	1497
548.4856	1458
549.00073	1478
549.51581	1462
550.03088	1430
550.5459	1335
551.06097	1318
551.57599	1336
552.091	1282
552.60602	1366
553.12097	1316
553.63593	1319
554.15094	1263
554.66583	1280
555.18079	1324
555.69568	1279
556.21063	1257
556.72552	1201
557.24036	1221
557.75525	1189
558.27008	1225
558.78491	1243
559.29974	1203
559.81458	1242
560.32935	1205
560.84412	1222
561.35889	1193
561.87366	1158
562.38837	1148
562.90308	1121
563.41779	1076
563.9325	1119
564.44714	1100
564.96179	1109
565.47644	1148
565.99109	1102
566.50574	1105
567.02032	1089
567.53491	1054
568.0495	1096
568.56403	1083
569.07861	1042
569.59314	1069
570.1076	976
570.62213	1033
571.1366	1049
571.65106	1086
572.16553	972
572.67999	1007
573.1944	974
573.7088	1006
574.22321	1063
574.73755	950
575.25195	962
575.7663	941
576.28058	929
576.79492	913
577.3092	881
577.82349	961
578.33777	905
578.85205	932
579.36627	948
579.88049	939
580.39471	930
580.90887	948
581.42303	883
581.93719	807
582.45135	885
582.96545	850
583.47955	896
583.99365	883
584.50775	841
585.02179	810
585.53583	828
586.04987	849
586.5639	840
587.07788	828
587.59186	823
588.10583	794
588.61975	822
589.13373	809
589.64758	789
590.1615	764
590.67542	792
591.18927	747
591.70306	792
592.21692	761
592.73071	799
593.24451	728
593.7583	747
594.27209	784
594.78583	793
595.29956	731
