Date and Time:                Sun Nov 2 14:32:22.839 2025
Software Version:             4.30.30000.0
Temperature (C):              -90
Model:                        DU971P_UVB
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           2
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                20367
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                SR-2646
Wavelength (nm):              690
Grating Groove Density (l/mm):300
Grating Blaze:                500nm
Input Side Slit Width (um):   1000



478.32681	287
478.84332	339
479.35983	328
479.87631	311
480.39282	301
480.9093	333
481.42575	339
481.94223	318
482.45868	323
482.97513	339
483.49158	349
484.00803	369
484.52444	384
485.04086	444
485.55728	514
486.07367	516
486.59006	574
487.10645	602
487.62283	664
488.13919	713
488.65555	791
489.17191	823
489.68826	904
490.20459	996
490.72092	1003
491.23724	1071
491.75354	1051
492.26984	1147
492.78613	1149
493.30243	1271
493.8187	1277
494.33496	1330
494.85123	1432
495.36746	1452
495.8837	1571
496.39993	1601
496.91617	1704
497.43237	1679
497.94858	1783
498.46478	1901
498.98096	2056
499.49713	2057
500.01331	2223
500.52945	2284
501.04562	2434
501.56174	2493
502.07788	2773
502.59399	3009
503.11011	3347
503.62622	3647
504.1423	4032
504.65839	4505
505.17447	4998
505.69052	5402
506.20657	6016
506.72263	6715
507.23865	7408
507.75467	8177
508.27069	9158
508.78668	10326
509.30267	11421
509.81866	12301
510.33463	13370
510.85059	14512
511.36655	15469
511.88248	16459
512.39844	17148
512.91437	18012
513.43024	18456
513.94617	19269
514.46204	19538
514.97791	19979
515.49377	20264
516.00964	20182
516.52551	20203
517.04132	19908
517.55719	20289
518.073	19679
518.58881	19363
519.10461	19072
519.62036	18568
520.13617	18133
520.65192	17657
521.16766	16842
521.68341	15965
522.1991	15252
522.71484	14491
523.23053	13780
523.74622	12725
524.2619	12045
524.77759	10763
525.29327	9734
525.8089	8624
526.32452	7882
526.84015	6877
527.35577	6041
527.8714	5298
528.38696	4832
528.90259	4214
529.41815	3866
529.93372	3423
530.44922	3186
530.96478	2774
531.48029	2669
531.99579	2444
532.51129	2431
533.02679	2275
533.5423	2253
534.05774	2254
534.57318	2244
535.08862	2350
535.60406	2208
536.11945	2209
536.63489	2166
537.15027	2072
537.66565	2163
538.18097	2137
538.69635	2024
539.21167	2005
539.72699	2008
540.24231	1967
540.75763	1794
541.27289	1821
541.78821	1758
542.30347	1741
542.81873	1658
543.33392	1706
543.84918	1636
544.36438	1571
544.87958	1517
545.39478	1509
545.90991	1513
546.42511	1518
546.94025	1517
547.45538	1478
547.97052	1469
548.4856	1411
549.00073	1417
549.51581	1433
550.03088	1447
550.5459	1425
551.06097	1409
551.57599	1424
552.091	1366
552.60602	1307
553.12097	1370
553.63593	1228
554.15094	1321
554.66583	1347
555.18079	1295
555.69568	1301
556.21063	1270
556.72552	1255
557.24036	1289
557.75525	1248
558.27008	1263
558.78491	1179
559.29974	1215
559.81458	1193
560.32935	1205
560.84412	1154
561.35889	1101
561.87366	1221
562.38837	1108
562.90308	1147
563.41779	1122
563.9325	1167
564.44714	1179
564.96179	1159
565.47644	1104
565.99109	1128
566.50574	1164
567.02032	1063
567.53491	1097
568.0495	1115
568.56403	999
569.07861	1094
569.59314	1108
570.1076	1061
570.62213	1028
571.1366	1020
571.65106	997
572.16553	948
572.67999	1053
573.1944	990
573.7088	996
574.22321	977
574.73755	1026
575.25195	886
575.7663	981
576.28058	913
576.79492	947
577.3092	949
577.82349	914
578.33777	934
578.85205	926
579.36627	963
579.88049	901
580.39471	872
580.90887	859
581.42303	884
581.93719	899
582.45135	838
582.96545	911
583.47955	859
583.99365	841
584.50775	891
585.02179	847
585.53583	851
586.04987	870
586.5639	812
587.07788	835
587.59186	811
588.10583	800
588.61975	879
589.13373	742
589.64758	814
590.1615	834
590.67542	795
591.18927	825
591.70306	803
592.21692	767
592.73071	763
593.24451	781
593.7583	790
594.27209	776
594.78583	757
595.29956	746
595.81323	761
